"","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","sub_grp9","year"
"acyqu01TOR2013-14",-0.917119739622228,-0.914976975198627,-0.15055889421844,0.126625927160213,-0.046186471997911,0.810262574683068,-0.888436861977413,-0.893371464964979,-0.334286581313539,0.556273382726688,0.951275696920112,-0.530232059736003,0.987836989720074,0.633659155417385,0.839666288811235,-0.250894239651391,2.50725065102431,1.52608642594004,-1.04693080210327,0.939195545000276,-0.486435112879365,1,2014
"acyqu01SAC2013-14",-1.39781041788816,-1.64701653868929,0.38479175060773,-0.975892921389921,-1.01640978143822,-0.21213160905325,-0.716952361289965,-0.863617947204159,0.279542215644263,-0.633427234645371,-0.571739776871019,-0.290767321063815,1.06323869464883,0.735992981284279,0.93851580528874,-0.880046525102643,-0.383969273090342,0.538405079235895,-0.923776817695594,1.31923861409093,-1.42343345491654,2,2014
"adamsst01OKC2013-14",-1.33772408310492,-1.70557970376854,0.770742215482411,-1.07612190762175,-1.21045444332628,-1.74572288465773,-0.659790861060816,-0.804110911682519,0.362173015234736,0.110135651212166,0.599810587583696,-0.781099881202105,1.96805915379388,0.53132532955049,1.20211451589542,-0.78325386580245,0.194274711732588,1.38498909069659,0.0614550575658104,2.00331613845411,-1.20033861157436,2,2014
"adrieje01CHA2013-14",-1.15746507875519,-1.70557970376854,1.35589292029241,-1.07612190762175,-1.21045444332628,-1.74572288465773,-0.488306360373367,-0.804110911682519,0.916979812485058,-0.336002080302356,0.248345478247282,-1.12889390641647,2.19426426858014,1.55466358821944,1.99291064771547,-0.928442854752739,-0.191221278149365,1.94937843167039,-1.17008478651094,1.09121277263654,-1.20033861157436,3,2014
"adrieje01MIL2013-14",0.705211299525292,0.168441578767555,0.9201423954339,-1.07612190762175,-1.21045444332628,-1.74572288465773,1.28370014673026,1.10011422500996,0.503825814532691,0.704985959898195,1.00985321514285,-0.273662696872945,1.36484551436384,1.50349667528599,1.56456274297961,-0.638064876852161,-0.383969273090342,0.538405079235895,-0.554314864472567,0.179109406818963,0.495182197826247,3,2014
"afflaar01ORL2013-14",0.885470303875016,0.841917977178965,0.222941555660284,0.727999844551196,0.419520716533438,0.948285789487471,0.426277643293023,0.505043869793563,0.00804101698985048,1.22547997999847,0.951275696920112,0.553060805685799,-0.897205633498779,-0.747847493785692,-0.873725330132197,0.281465386499669,-1.15496125285425,-1.01366560844205,0.0614550575658104,-1.1890456419074,1.20908569652124,1,2014
"ajincal01NOP2013-14",0.0442616169096353,-0.592879567262735,1.30609286030858,-1.07612190762175,-1.21045444332628,-1.23452579278957,0.654923644209621,0.326522763228643,0.893371012602066,-0.112933214545095,-0.337429703980076,0.672793175021893,1.4402472192926,1.14532828475186,1.3668637100246,-0.686461206502258,-0.383969273090342,1.38498909069659,0.430917010788837,2.76340227663543,-0.218721300868743,3,2014
"aldrico01NYK2013-14",-0.857033404838986,-1.38348229583265,1.24384278532879,-1.07612190762175,-1.21045444332628,-1.74572288465773,-0.20249885922762,-0.476822216313498,0.810740213011592,0.40756080555518,0.13119044180181,0.849540958327555,1.74185403900761,2.73150258568872,2.55305790775467,-0.686461206502258,-0.383969273090342,3.64254645459178,-0.0616989268418652,0.711169703545883,-0.754148924889986,3,2014
"aldrila01POR2013-14",2.62797401258902,2.65737609463581,0.210491540664326,-1.07612190762175,-1.13283657857106,-0.21213160905325,3.11286815406305,3.56965619915803,-0.133611782308103,1.52290513434149,1.24416328803379,0.592971595464497,0.535426760147549,2.01516580462046,1.53161290415377,-0.154101580351198,-0.383969273090342,0.397307743992446,-0.308006895657216,-1.03702841427114,2.16839352289263,4,2014
"allenla01PHI2013-14",-0.376342726573055,-0.417190072024976,-0.0136087292629081,-0.975892921389921,-1.01640978143822,-0.447282271312604,0.197631642376425,0.356276280989463,-0.20443818195708,-0.930852388988386,-0.923204886207434,-0.24515498988816,1.74185403900761,0.889493720084622,1.33391387119876,-0.250894239651391,-0.576717268031319,0.397307743992446,-0.677468848880243,0.635161089727751,-0.776458409224205,3,2014
