"","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","sub_grp9","year"
"abdursh01POR2004-05",1.10109513002062,0.54347605047738,1.01557875569687,-0.515900419137223,-0.609821218834656,0.892937292715981,1.36491729328838,1.03823864038225,0.82856253321967,1.21001713368167,0.80561726558428,0.859738351301026,0.36749484953808,0.504338855044478,0.492684190083795,-0.359920262147724,-0.353308869580058,-0.307981536808645,0.320333820059366,-0.663717350704113,1.10796967968599,1,2005
"alexaco01CHA2004-05",-1.20727169684331,-0.710947188994853,-1.45721387719516,0.835137112232256,0.601521765191375,1.07143843154517,-1.70313833837851,-1.17783153420922,-2.44548544771307,-0.599233164922213,-0.692742021434915,0.246872508777309,-0.38392259943465,-0.330712023932685,-0.390482389540256,1.90858765606716,0.940909425979096,-0.679666095074453,1.68558399904179,0.805720790118204,-0.920759056405717,2,2005
"allenma01MIA2004-05",0.203396919573537,-0.0378420361073137,0.425480513756726,-0.884365200419808,-0.982542136996511,-1.51186971651057,0.661821211031383,0.647167433101406,0.168363557640641,-0.390473515083304,-0.746254853114173,1.19258790370615,1.19405404340808,-0.15177254986615,0.45588558259946,-0.611976697504934,-0.907973853391125,1.05486184349932,-0.548461748383997,0.166834641934588,-0.174559981061639,3,2005
"allenma01CHA2004-05",1.10109513002062,0.696454494315457,0.762679509151094,-0.884365200419808,-0.982542136996511,-1.51186971651057,1.55667077026756,1.4293098476631,0.491726321189553,-0.52964661497591,-0.79976768479343,1.19258790370615,0.142069614846261,-0.15177254986615,-0.0224963146969012,-0.964855707005027,-0.723085525454103,0.930966990744048,-1.41725731682736,-0.472051506249028,0.455045488759926,1,2005
"allenra02SEA2004-05",1.74230813748283,1.98147342255531,-0.0381681049105296,2.18617464360173,2.04581532306857,0.848312008008684,0.661821211031383,0.647167433101406,0.141416660678231,1.34919023357427,0.859130097263536,0.949554897188122,-0.759631323921015,-0.748237463421266,-0.795267071867947,0.295426469781021,-0.168420541643036,-0.803560947829722,-0.0520071378449323,-1.23871488406937,2.1339934082841,4,2005
"allento01BOS2004-05",0.267518220319758,-0.0378420361073137,0.622179927736773,-0.515900419137223,-0.563231104064424,0.902854022650936,0.533985559711929,0.386453294914173,0.464779424227143,0.514151634218636,0.484540275508738,0.178189267804824,0.36749484953808,-0.271065532577173,0.0143022927874341,-0.51115412336205,2.05023939360123,-0.0601918312981065,0.1962201674246,0.358500486389673,0.291814441028409,1,2005
"alstora01TOR2004-05",0.331639521065978,0.54347605047738,-0.234867518890578,1.3264234872757,1.44014383105555,0.754103073626613,-0.360863999524248,-0.395689119647526,0.0336290728285937,0.0270457845945147,0.00292479039542495,0.194039246490782,-0.985056558612835,-0.748237463421266,-0.942461501805288,2.00941023021005,0.940909425979096,-0.803560947829722,0.320333820059366,-0.727605965522475,0.548320373177935,5,2005
"anderch01NOH2004-05",0.011033017334876,-0.649755811459623,1.45112745808126,-0.884365200419808,-0.935952022226279,-1.01603321976283,0.470067734052202,-0.0372071796400807,1.2058190906934,0.583738184164939,0.752104433905022,-0.0754103911705071,1.11891229851081,1.51832920808818,1.48624659216085,-0.51115412336205,-1.27775050926517,2.16991551829674,-0.548461748383997,-0.216497046975582,0.0353085088788824,6,2005
"anderde01POR2004-05",-0.245452185650005,0.0845407189631482,-0.586116472426377,1.20360189351484,1.0674229128937,0.887978927748504,-0.872206604802063,-0.656403257834759,-0.761304387562483,-0.320886965137,-0.478690694717888,0.53745545135321,-0.909914813715561,-0.807883954776778,-0.942461501805288,0.698716766352557,-0.168420541643036,-0.803560947829722,-0.0520071378449323,-0.855383195159198,-0.034647654434625,5,2005
"anderke01ATL2004-05",-0.437816087888666,-0.496777367621545,-0.0662680211933936,-0.515900419137223,-0.656411333604888,1.27473139521174,-0.169110522545067,-0.0372071796400807,-0.330154036163933,-0.738406264814819,-0.79976768479343,0.141205984204255,-0.534206089229196,-0.807883954776778,-0.758468464383611,1.05159577585265,1.12579775391612,-0.927455800584991,0.320333820059366,0.102946027116226,-0.687571845360692,2,2005
