"","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","sub_grp9","year"
"abdursh01SAC2007-08",-1.78109579065815,-0.426213839255327,-2.89741619004303,-0.95127008378351,-1.02191031820376,-1.57753433863578,-1.19227366660682,0.372791387382955,-2.92622884759534,0.290892400549599,-0.281194847349727,1.60272208570138,1.67881818325412,-0.954353987317229,0.255268897441084,-0.0213763357471397,-0.720335152578056,-0.919865294650613,-1.60594907384192,1.79508570167497,-1.387823798965,1,2008
"afflaar01DET2007-08",-0.784735793471826,-0.734495644865522,-0.391373999525926,-0.515150026544094,-0.295443215018765,-0.0293441472709291,-0.471880024376645,-0.500820081641901,-0.0193807593939388,0.0802909153152264,-0.0755763929063079,0.427986382359376,-0.38794865793294,-0.454958867163048,-0.441374156937218,-0.467531000412439,0.338214090950952,-0.561867640019674,-0.859673120634845,-0.380541923635621,-0.680488601200757,2,2008
"agerma01DAL2007-08",-1.65655079100986,0.406147035892199,-3.26632595412931,-0.95127008378351,0.471383171676505,-1.07487518559524,-1.07220805956846,0.0492315840404153,-2.34956667625175,-0.0601100748410222,-0.281194847349727,0.702809872590762,-0.95809123481213,-1.7311908408904,-1.5560030439425,-0.467531000412439,-2.20230409351867,-0.323202536932381,-0.735293795100332,0.938020273522312,-1.410641063409,1,2008
"agerma01NJN2007-08",0.95889420160424,1.30016427216176,-0.2641637360479,0.357090087934737,0.794257439758724,0.297384302205419,0.728776046006981,0.728707171059748,0.215991555440183,-1.39391948132538,-0.435408688182291,-2.88606158807794,-0.459216480042838,-1.12081902736862,-0.929024295002029,-0.616249221967538,-2.20230409351867,-0.919865294650613,-0.984052446169357,-0.776110582783001,0.346288298779591,3,2008
"ahearbl01MIA2007-08",-1.1583707924167,0.097865230282004,-2.27408589900071,1.22933020241357,1.76288024400538,0.402942724343931,-1.85263450531781,-1.30971958999825,-2.89092300037023,2.6075087381277,1.51796662903019,1.4302838173209,-1.17189470114183,-0.454958867163048,-0.859359989564199,0.523923809954893,0.338214090950952,-0.919865294650613,1.62791339005541,0.278739174943345,0.232201976559553,1,2008
"aldrila01POR2007-08",1.64389169966984,1.39264881384482,0.537260923863662,-0.95127008378351,-0.981551034693481,-0.356072596747277,2.10953052694815,2.24943824676968,0.274834634148713,0.501493885783972,0.33566051598053,0.320212464621577,0.823604317935339,0.210901293042525,0.533926119192405,-0.566676481449172,-0.720335152578056,0.63145787541679,-0.362155818496794,-0.248685703919828,1.16770981876387,4,2008
"allenma01NJN2007-08",0.585259202659369,0.313662494209141,0.422771686733439,-0.95127008378351,-0.981551034693481,1.43842057960743,1.02894006360289,1.11697893507079,0.145379860989946,-1.25351849116913,-1.41209634678853,1.18779250241086,0.110926096836352,-0.233005480427857,-0.127884782466982,-0.715394703004272,-0.720335152578056,0.273460220785851,-0.61091446956582,0.344667284801242,-0.201326047876594,5,2008
"allenma01DAL2007-08",-0.847008293295971,-1.28940289496387,0.740797345428503,-0.95127008378351,-1.02191031820376,-1.57753433863578,-0.291781613819101,-0.533176061976156,0.439595254532599,-0.832315520700389,-1.05226405151255,1.15546032708952,0.538533029495744,0.155412946358727,0.35976535559783,-0.616249221967538,-1.35546469869546,0.392792772329497,-0.735293795100332,1.86101381153286,-1.1140166256369,6,2008
"allenra02BOS2007-08",0.647531702483514,0.683600660941375,0.0411408962993618,1.77448027396284,1.48036525943344,0.925708243506088,-0.291781613819101,-0.468464101307648,0.263066018407007,0.361092895627723,-0.0241717792954533,1.10157336822062,-0.601752124262636,-1.06533068068482,-0.929024295002029,0.12734188580796,-0.296915455166453,-0.68120019156332,-0.362155818496794,-1.10575113207248,0.985171703211808,7,2008
"allento01BOS2007-08",-0.348828294702809,-0.333729297572269,-0.0987903935264667,-0.40612001223424,-0.416521065549598,0.513527738012849,-0.0516503997423756,-0.0154803766280928,-0.0899924538441754,0.852496361174593,0.695492811256513,0.320212464621577,-0.673019946372535,-0.565935560530644,-0.685199225969624,0.0777691452895936,1.18505348577416,-0.203869985388735,1.13039608791736,0.476523504517036,-0.04160519676854,7,2008
"almonmo01UTA2007-08",-0.784735793471826,0.776085202624433,-2.2232017936095,0.0300000450051755,0.471383171676505,0.181772697006096,-0.772044041972551,0.469859328385716,-2.23188051883468,0.922696856252717,1.10672972014335,-0.191713644632967,-1.31443034536162,-1.50923745415521,-1.59083519666142,-0.0213763357471397,-0.296915455166453,-0.919865294650613,-0.237776492962282,0.608379724232828,-0.269777841208617,1,2008
