"","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","sub_grp9","year"
"abrinal01OKC2016-17",-0.417448588464026,-0.101861832587204,-0.695589355472921,1.91881113517659,1.82283798646419,0.625946087671312,-1.43343996402549,-1.48083135622456,-0.701988811650149,-0.520930923959323,-0.735961385318828,0.979620599002233,-0.7508587204001,-1.26483786790269,-1.15191468594926,-0.813984333742448,0.387685447946935,-0.622872683656849,-0.999260137164071,0.539765266102005,-0.0770119192493113,1,2017
"acyqu01DAL2016-17",-0.941325901214671,0.219634172132001,-1.98382330570731,-0.629751281082792,0.546458034267597,-0.889177192001042,-0.550452266540886,-0.186899316262571,-0.99267224807574,-0.520930923959323,-0.412763098305709,-0.365967523691336,-0.0596809231062416,-0.175753293363042,-0.141103278486555,-1.49539261312727,-2.27124773354968,-1.09025766236532,-0.520182227431509,2.95344188030449,-0.967773357866823,2,2017
"acyqu01BRK2016-17",-0.417448588464026,-0.335677108746625,-0.279190502871907,1.20521365862396,0.825666148810601,0.963347490287424,-1.10231957746877,-0.969276828797726,-0.83615039769273,0.444861293668822,0.502965381564795,0.140812418621826,-0.213275989171544,0.715315903987581,0.380605835042585,-0.862656353698506,-0.225914517013822,0.623487259565736,-0.75972118229779,0.7062257222539,0.113865531883013,2,2017
"adamsst01OKC2016-17",0.164637314592247,-0.598719294425975,1.62062926212022,-1.34334875763542,-1.52765938805186,-1.79952437264451,0.884402741871603,0.535295310692957,0.930310485201247,0.0585444066175642,0.449099000395942,-0.692170704950384,2.01385246877533,0.0717659281232421,0.902314948571724,-0.862656353698506,0.387685447946935,0.779282252468558,0.318204114600474,-0.292537014657474,-0.140637736293419,3,2017
"afflaar01SAC2016-17",-0.650282949686535,-0.686400022985758,-0.0840035407151821,0.0838461954698353,-0.171505688842983,0.816928013680432,-0.660825728726462,-0.608179515319962,-0.355404714373482,-0.263386332591818,-0.520495860643416,0.944670258153049,-1.0580488525307,-1.11632633501092,-1.18452150554483,-0.619296253918213,-1.24858112528175,-0.934462669462495,-1.11902961459721,-0.708688155037213,-0.543601244239436,4,2017
"ajincal01NOP2016-17",0.10642872428662,-0.27722328970677,0.696744307911719,-1.34334875763542,-1.44788564103957,-1.79952437264451,0.829216010778815,0.776026853011466,0.24832242281813,-0.327772480433694,-0.305030335968003,-0.0281142288158951,0.938687006318221,1.6063851013382,1.45663088169643,-1.15468847343486,0.183152126293349,1.0908722382742,-0.0411043176989476,1.20560709070959,-0.310306581744374,3,2017
"aldrico01MIN2016-17",-1.29057744304844,-1.79702258474301,0.996030983218698,-1.34334875763542,-1.52765938805186,-2.43613079267491,-0.495265535448098,-0.698453843689403,0.38248400886071,-0.842861663168705,-0.843694147656535,-0.278591671568377,1.47626973754678,1.21035434696015,1.39141724250529,-0.667968273874272,1.20581873456128,1.40246222407985,-0.87949065973093,2.12113959954501,-1.51919710558242,5,2017
"aldrila01SAS2016-17",1.38701771101042,1.24257600532947,0.39745763260474,-0.935578771033917,-1.16867752649657,0.816928013680432,1.87776390154179,2.1602332213429,-0.0982616744585369,0.702405885036328,0.610698143902501,0.478665713497268,0.86188947328557,0.26978130531227,0.543639933020441,-0.473280194050037,-0.83951448197458,1.0908722382742,-0.520182227431509,-0.708688155037213,1.04704418186326,6,2017
"allenla01IND2016-17",-1.23236885274281,-1.47552658002381,0.150220813872888,-1.34334875763542,-1.52765938805186,-1.79952437264451,-0.44007880435531,-0.367447973001453,-0.310684185692622,-0.842861663168705,-0.897560528825388,-0.191215819445419,2.09065000180799,-0.0767456047685282,0.869708128976153,-0.327264134181862,-0.83951448197458,0.467692266662912,-0.87949065973093,-0.0428463304296299,-1.47677989421969,5,2017
"allento01MEM2016-17",-0.0681970466302617,-0.218769470666915,0.189258206304234,-1.03752126768429,-1.12879065299042,-0.0297585249600007,0.498095624222087,0.625569639062398,-0.109441806628752,-0.520930923959323,-0.358896717136856,-0.668870477717595,1.16907960541617,-0.324264826254812,0.315392195851442,-0.619296253918213,2.22848534282921,-0.311282697851203,-0.0411043176989476,0.0403838976463177,-0.458766821513959,2,2017
