"","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","sub_grp9","year"
"acyqu01SAC2015-16",-0.189865899263431,-0.920942205250649,1.52254294413379,-0.359969573212315,-0.563511973201966,0.708284335547161,0.0229352133497865,-0.48454268971437,1.52252921262651,-0.192640330631098,-0.226659465856381,0.0354245106666932,0.856794131966112,0.102371897678758,0.397245494962638,-0.949515617087303,0.132418074652749,0.32200469604181,-1.09230039250526,0.768494106398901,-0.308470005356105,1,2016
"adamsst01OKC2015-16",-0.312888088727392,-1.28739814893643,2.28771171042628,-1.1813377540671,-1.36910914486409,-2.18217302300624,0.362513297573494,-0.245345701310959,1.60609262435967,-0.266767253821963,0.158162864438658,-0.923653357857744,1.792679372095,0.351765125815614,0.99201453387366,-0.949515617087303,-0.640280337438586,1.10046608955962,-0.615485435688882,0.597064793705465,-0.585228141002703,1,2016
"afflaar01NYK2015-16",0.11768957439647,0.0868116398852394,0.00562942499253131,0.256056562428772,0.0809657641277361,0.672745925401013,-0.0336611340208313,0.0237509106428792,-0.112926131293766,-0.489148023394558,-0.666456414764996,0.693615204752091,-1.01497634829166,-0.59592914110444,-0.825335307243353,-0.421802750954235,-1.41297874952992,-0.715943828648605,-0.973096653301166,-0.945799020535458,-0.0317118697095059,2,2016
"ajincal01NOP2015-16",0.671289426984293,0.422729588263869,0.448621868635552,-1.1813377540671,-1.36910914486409,-1.5898661872371,1.26805485550338,1.39913359396249,-0.00548745906542638,-0.118513407440233,-0.336608703083534,0.687346721951278,1.16875587867574,1.5987312664999,1.55374084840074,-0.853567823244927,-0.640280337438586,0.970722523973319,0.338144477943873,1.96849929525295,0.175856732025443,3,2016
"aldrico01LAC2015-16",0.486756142788352,-0.523948266257723,2.0595034818829,-1.1813377540671,-1.36910914486409,-2.18217302300624,1.09826581339153,0.502144887449702,1.40315291015058,0.252121208514091,0.323086720279388,-0.0962136281503865,1.792679372095,2.09751772277361,2.14850988731176,-0.373828854033047,1.87098950185825,3.04661957335415,1.05336691316844,2.56850188967998,0.198919909995993,3,2016
"aldrila01SAS2015-16",2.02453351108786,1.46102142870691,0.945310366053486,-1.1813377540671,-1.24826956911478,-1.5898661872371,2.51317449765698,2.38582117112656,0.507830641581085,1.2898981331862,0.872832906415157,0.806447895166731,0.934784568643519,1.19970210148093,1.19027088017733,-0.613698338638987,-1.02662954348425,0.711235392800715,-0.496281696484788,-0.774369707842022,1.67496330011119,3,2016
"allenla01IND2015-16",-0.558932467655313,-1.07363218178639,0.985582406384669,-1.1813377540671,-1.36910914486409,-2.18217302300624,0.136127908091022,-0.0360483364579734,0.448142490343118,-1.00803648573061,-0.886354889219303,-0.622766183418704,1.55870806206278,0.501401062697729,0.99201453387366,-0.661672235560175,-1.02662954348425,0.192261130455508,-0.496281696484788,-0.00293780072156089,-1.0003653444726,1,2016
"allento01MEM2015-16",-0.251376993995412,-0.432334280336279,0.20698962664845,-0.873324686246555,-1.00659041761614,0.524669216458728,0.192724255461641,0.322747146147143,-0.124863761541359,-0.266767253821963,-0.0617356100156499,-0.484859561800812,0.544832385256483,-0.296657267340212,0.0337755267392346,-0.709646132481363,2.45051331092675,-0.456456697476002,-0.377077957280694,0.511350137358747,-0.469912251149954,1,2016
"aminual01POR2015-16",-0.374399183459372,-0.218568313186242,-0.356818937988123,0.769411675463011,0.806003218623652,0.548361489889493,-0.769413649838864,-0.81343854876906,-0.124863761541359,-0.415021100203693,-0.446557940310688,0.0479614762683198,-0.0790911081627737,0.651036999579843,0.397245494962638,-0.469776647875423,-0.0607565283700845,0.062517564869206,-0.257874218076599,-0.602940395148586,-0.239280471444455,4,2016
"amundlo01NYK2015-16",-1.11253232024314,-0.73771423340776,-1.13541171772434,-1.1813377540671,-1.36910914486409,-2.18217302300624,-0.373239218244539,0.292847522596717,-1.43800308877662,0.103867362132361,0.872832906415157,-1.31856777430898,1.94866024544981,-0.147021330458099,0.694630014418149,-0.469776647875423,-0.0607565283700845,0.581491827214413,0.695755695556156,3.85422173488075,-1.0926180563548,1,2016
