"","ranker","lineup","team_id","season","g","mp","poss","opp_poss","pace","fg","fga","fg_pct","fg3","fg3a","fg3_pct","efg_pct","ft","fta","ft_pct","pts","ast","stl","blk","tov","pf","diff_fg","diff_fga","diff_fg_pct","diff_fg3","diff_fg3a","diff_fg3_pct","diff_efg_pct","diff_ft","diff_fta","diff_ft_pct","diff_pts","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5"
"2","1","C. Billups†|†R. Hamilton†|†T. Prince†|†B. Wallace†|†R. Wallace","DET","2005-06","78","1674.5","2990","2979","85.6","37.4","79.5",".470","7.1","18.0",".393",".515","17.1","23.5",".726","98.9","24.4","7.1","5.8","9.3","14.0","+2.5","+0.8","+.027","+3.5","+7.0","+.064","+.049","+5.1","+7.6","-.028","+13.6","Chauncey Billups","Richard Hamilton","Tayshaun Prince","Ben Wallace","Rasheed Wallace","/players/b/billuch01.html","/players/h/hamilri01.html","/players/p/princta01.html","/players/w/wallabe01.html","/players/w/wallara01.html"
"3","2","V. Carter†|†J. Collins†|†R. Jefferson†|†J. Kidd†|†N. Krstic","NJN","2005-06","63","1109.2","2047","2054","88.7","36.8","78.2",".470","5.4","14.9",".360",".505","17.0","22.4",".760","95.9","26.7","6.0","3.5","12.6","19.2","+2.9","-0.3","+.039","0.0","+0.6","-.016","+.039","+3.5","+4.3","+.011","+9.3","Vince Carter","Jason Collins","Richard Jefferson","Jason Kidd","Nenad Krstiƒá","/players/c/cartevi01.html","/players/c/collija04.html","/players/j/jefferi01.html","/players/k/kiddja01.html","/players/k/krstine01.html"
"4","3","A. Bogut†|†T. Ford†|†J. Magloire†|†M. Redd†|†B. Simmons","MIL","2005-06","59","941.9","1762","1753","89.6","36.7","77.4",".475","5.6","13.7",".407",".511","15.1","20.8",".726","94.2","22.2","6.8","3.6","16.2","20.3","+0.7","-1.1","+.015","+0.4","-1.0","+.053","+.018","+0.3","+1.1","-.026","+2.0","Andrew Bogut","T.J. Ford","Jamaal Magloire","Michael Redd","Bobby Simmons","/players/b/bogutan01.html","/players/f/fordtj01.html","/players/m/magloja01.html","/players/r/reddmi01.html","/players/s/simmobo01.html"
"5","4","E. Brand†|†S. Cassell†|†C. Kaman†|†C. Mobley†|†Q. Ross","LAC","2005-06","50","631.1","1186","1180","90.0","39.0","77.4",".504","2.7","6.5",".419",".522","18.8","23.0",".818","99.6","22.4","5.8","5.9","12.5","19.3","+1.7","-5.7","+.056","-1.4","-6.4","+.095","+.048","+4.6","+2.3","+.134","+6.7","Elton Brand","Sam Cassell","Chris Kaman","Cuttino Mobley","Quinton Ross","/players/b/brandel01.html","/players/c/cassesa01.html","/players/k/kamanch01.html","/players/m/moblecu01.html","/players/r/rossqu01.html"
"6","5","G. Arenas†|†C. Butler†|†B. Haywood†|†A. Jamison†|†J. Jeffries","WAS","2005-06","48","621.6","1190","1193","92.0","38.2","85.8",".446","6.1","14.4",".425",".481","15.5","21.2",".731","98.1","20.6","7.0","3.4","13.7","18.5","-0.8","+3.8","-.030","+0.3","+0.1","+.019","-0.030","+1.3","+2.7","-.036","+0.1","Gilbert Arenas","Caron Butler","Brendan Haywood","Antawn Jamison","Jared Jeffries","/players/a/arenagi01.html","/players/b/butleca01.html","/players/h/haywobr01.html","/players/j/jamisan01.html","/players/j/jeffrja01.html"
"7","6","R. Bell†|†B. Diaw†|†S. Marion†|†S. Nash†|†K. Thomas","PHO","2005-06","43","593.7","1183","1189","95.9","41.8","86.3",".485","8.4","20.9",".403",".533","11.8","14.3",".825","103.8","28.1","6.1","4.6","14.2","19.1","+5.5","+1.3","+.057","+4.0","+6.3","+.103","+.080","-2.5","-5.6","+.105","+12.5","Raja Bell","Boris Diaw","Shawn Marion","Steve Nash","Kurt Thomas","/players/b/bellra01.html","/players/d/diawbo01.html","/players/m/mariosh01.html","/players/n/nashst01.html","/players/t/thomaku01.html"
"8","7","S. Dalembert†|†A. Iguodala†|†A. Iverson†|†K. Korver†|†C. Webber","PHI","2005-06","43","541.4","1062","1057","93.9","38.7","83.9",".462","5.1","13.1",".392",".493","18.7","24.2",".773","101.3","21.7","8.7","6.5","12.9","20.4","+1.7","+1.8","+.011","-0.4","-1.5","+.016","+.008","+3.3","+3.2","+.039","+6.3","Samuel Dalembert","Andre Iguodala","Allen Iverson","Kyle Korver","Chris Webber","/players/d/dalemsa01.html","/players/i/iguodan01.html","/players/i/iversal01.html","/players/k/korveky01.html","/players/w/webbech01.html"
"9","8","S. Abdur-Rahim†|†M. Bibby†|†B. Miller†|†P. Stojakovic†|†B. Wells","SAC","2005-06","22","508.6","982","983","92.7","41.3","83.2",".497","6.6","15.3",".432",".536","16.8","21.2",".791","106.1","29.2","7.3","3.1","11.9","20.0","+2.4","+0.8","+.024","+0.4","-1.1","+.053","+.025","+0.2","-0.4","+.023","+5.3","Shareef Abdur-Rahim","Mike Bibby","Brad Miller","Peja Stojakoviƒá","Bonzi Wells","/players/a/abdursh01.html","/players/b/bibbymi01.html","/players/m/millebr01.html","/players/s/stojape01.html","/players/w/wellsbo01.html"
"10","9","M. World Peace†|†M. Bibby†|†K. Martin†|†B. Miller†|†K. Thomas","SAC","2005-06","24","477.5","921","919","92.5","37.0","80.2",".461","6.2","18.3",".341",".500","20.0","24.8",".806","100.2","23.1","7.6","4.2","14.2","16.5","-1.3","-4.5","+.009","+0.3","+2.1","-.026","+.013","+8.8","+10.4","+.035","+6.5","Metta World Peace","Mike Bibby","Kevin Martin","Brad Miller","Kenny Thomas","/players/a/artesro01.html","/players/b/bibbymi01.html","/players/m/martike02.html","/players/m/millebr01.html","/players/t/thomake01.html"
"11","10","B. Davis†|†M. Dunleavy†|†A. Foyle†|†T. Murphy†|†J. Richardson","GSW","2005-06","37","471.6","932","935","95.0","38.3","83.1",".461","7.7","22.7",".341",".507","16.9","23.4",".722","101.2","22.5","7.1","5.0","14.3","20.2","-2.1","-5.2","+.003","+1.6","+7.8","-.070","+.015","+2.9","+4.3","-.012","+0.2","Baron Davis","Mike Dunleavy","Adonal Foyle","Troy Murphy","Jason Richardson","/players/d/davisba01.html","/players/d/dunlemi02.html","/players/f/foylead01.html","/players/m/murphtr01.html","/players/r/richaja01.html"
