"","ranker","lineup","team_id","season","g","mp","poss","opp_poss","pace","fg","fga","fg_pct","fg3","fg3a","fg3_pct","efg_pct","ft","fta","ft_pct","pts","ast","stl","blk","tov","pf","diff_fg","diff_fga","diff_fg_pct","diff_fg3","diff_fg3a","diff_fg3_pct","diff_efg_pct","diff_ft","diff_fta","diff_ft_pct","diff_pts","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5"
"12","11","D. Armstrong†|†A. DeClercq†|†T. McGrady†|†M. Miller†|†B. Outlaw","ORL","2000-01","36","402.6","787","798","94.5","41.1","87.3",".471","8.8","20.1",".438",".522","9.9","16.5",".601","101.0","26.6","10.3","5.8","14.1","24.4","+5.1","+4.9","+.034","+4.3","+10.6","-.037","+.057","-8.9","-8.9","-.140","+5.6","Darrell Armstrong","Andrew DeClercq","Tracy McGrady","Mike Miller","Bo Outlaw","/players/a/armstda01.html","/players/d/declean01.html","/players/m/mcgratr01.html","/players/m/millemi01.html","/players/o/outlabo01.html"
"13","12","D. Anderson†|†T. Duncan†|†D. Ferry†|†T. Porter†|†D. Robinson","SAS","2000-01","41","392.8","747","747","91.3","36.3","77.7",".467","6.1","15.2",".403",".506","18.7","26.9",".695","97.4","24.7","7.1","7.3","15.2","14.3","+4.5","-7.1","+.092","+1.1","+0.6","+.059","+.102","+8.2","+12.5","-.033","+18.3","Derek Anderson","Tim Duncan","Danny Ferry","Terry Porter","David Robinson","/players/a/anderde01.html","/players/d/duncati01.html","/players/f/ferryda01.html","/players/p/portete01.html","/players/r/robinda01.html"
"14","13","K. Malone†|†O. Polynice†|†B. Russell†|†J. Starks†|†J. Stockton","UTA","2000-01","36","372.7","681","682","87.8","38.8","77.4",".501","3.7","7.5",".500",".525","13.0","18.4",".706","94.3","29.5","9.5","4.9","12.9","21.5","+3.3","+2.1","+.031","+0.1","-2.3","+.132","+.031","-0.1","+1.3","-.061","+6.7","Karl Malone","Olden Polynice","Bryon Russell","John Starks","John Stockton","/players/m/malonka01.html","/players/p/polynol01.html","/players/r/russebr01.html","/players/s/starkjo01.html","/players/s/stockjo01.html"
"15","14","S. Anderson†|†S. Francis†|†C. Mobley†|†H. Olajuwon†|†M. Taylor","HOU","2000-01","29","366.5","699","701","91.7","38.2","80.8",".473","4.3","12.7",".340",".500","12.6","17.8",".706","93.4","22.3","8.6","7.5","16.5","21.1","+3.0","+1.2","+.031","-0.7","-0.8","-.029","+.026","-3.1","-3.4","-.035","+2.2","Shandon Anderson","Steve Francis","Cuttino Mobley","Hakeem Olajuwon","Maurice Taylor","/players/a/andersh01.html","/players/f/francst01.html","/players/m/moblecu01.html","/players/o/olajuha01.html","/players/t/tayloma01.html"
"16","15","D. Anderson†|†T. Duncan†|†S. Elliott†|†A. Johnson†|†D. Robinson","SAS","2000-01","29","355.8","677","664","90.5","35.1","79.1",".444","3.9","9.8",".397",".468","17.3","23.7",".727","91.3","20.1","8.0","8.1","14.0","16.3","+2.2","-4.5","+.050","+1.6","-0.8","+.182","+.061","+8.0","+9.4","+.076","+13.9","Derek Anderson","Tim Duncan","Sean Elliott","Avery Johnson","David Robinson","/players/a/anderde01.html","/players/d/duncati01.html","/players/e/elliose01.html","/players/j/johnsav01.html","/players/r/robinda01.html"
"17","16","B. Bowen†|†B. Grant†|†T. Hardaway†|†D. Majerle†|†A. Mason","MIA","2000-01","31","322.7","583","587","87.0","36.0","79.4",".453","7.3","20.2",".360",".499","13.1","17.3",".759","92.4","23.1","6.7","2.1","10.4","18.4","+2.4","+4.2","+.007","+2.5","+7.4","-.012","+.021","-2.2","-4.0","+.038","+5.1","Bruce Bowen","Brian Grant","Tim Hardaway","Dan Majerle","Anthony Mason","/players/b/bowenbr01.html","/players/g/grantbr01.html","/players/h/hardati01.html","/players/m/majerda01.html","/players/m/masonan01.html"
"18","17","V. Carter†|†A. Davis†|†M. Jackson†|†C. Oakley†|†M. Peterson","TOR","2000-01","31","319.6","590","584","88.2","36.8","83.7",".440","6.6","14.7",".449",".479","18.0","22.7",".795","98.2","26.9","5.7","5.1","9.0","18.3","-0.6","+4.5","-.033","+2.0","+3.9","+.018","-0.023","+3.9","+3.0","+.077","+4.7","Vince Carter","Antonio Davis","Mark Jackson","Charles Oakley","Morris Peterson","/players/c/cartevi01.html","/players/d/davisan01.html","/players/j/jacksma01.html","/players/o/oaklech01.html","/players/p/petermo01.html"
"19","18","S. Abdur-Rahim†|†M. Bibby†|†M. Dickerson†|†O. Harrington†|†B. Reeves","VAN","2000-01","27","313.5","598","601","91.8","38.6","78.8",".489","3.4","8.7",".386",".511","15.3","20.8",".735","95.8","25.4","5.7","3.1","14.8","18.1","+1.1","-2.0","+.025","-1.5","-2.9","-.035","+.016","+1.4","+3.2","-.056","+2.0","Shareef Abdur-Rahim","Mike Bibby","Michael Dickerson","Othella Harrington","Bryant Reeves","/players/a/abdursh01.html","/players/b/bibbymi01.html","/players/d/dickemi01.html","/players/h/harriot01.html","/players/r/reevebr01.html"
"20","19","P. Brown†|†B. Davis†|†J. Magloire†|†J. Mashburn†|†D. Wesley","CHH","2000-01","55","313.3","601","592","91.4","35.4","78.7",".449","5.8","15.9",".365",".486","19.0","26.0",".729","95.6","24.5","8.1","7.5","16.5","21.0","+3.2","+0.5","+.038","+0.6","+2.9","-.035","+.042","+0.9","+2.9","-.052","+8.0","P.J. Brown","Baron Davis","Jamaal Magloire","Jamal Mashburn","David Wesley","/players/b/brownpj01.html","/players/d/davisba01.html","/players/m/magloja01.html","/players/m/mashbja01.html","/players/w/wesleda01.html"
"21","20","T. Brandon†|†K. Garnett†|†R. Nesterovic†|†A. Peeler†|†W. Szczerbiak","MIN","2000-01","45","311.6","613","611","94.3","40.5","85.3",".475","2.8","7.4",".375",".491","10.2","13.6",".750","94.0","29.1","10.3","6.2","14.9","19.6","+6.2","+3.5","+.055","-1.8","-3.7","-.042","+.043","-3.5","-6.9","+.081","+6.9","Terrell Brandon","Kevin Garnett","Rasho Nesteroviƒá","Anthony Peeler","Wally Szczerbiak","/players/b/brandte01.html","/players/g/garneke01.html","/players/n/nestera01.html","/players/p/peelean01.html","/players/s/szczewa02.html"
"24","21","M. Elie†|†J. Kidd†|†S. Marion†|†C. Robinson†|†J. Tsakalidis","PHO","2000-01","35","304.5","572","580","90.8","34.8","80.1",".435","3.0","9.0",".333",".454","12.5","17.5",".712","85.1","23.5","6.5","4.3","15.4","16.6","+1.6","+1.3","+.013","-0.5","+0.3","-.067","+.010","-0.9","+0.3","-.068","+1.7","Mario Elie","Jason Kidd","Shawn Marion","Clifford Robinson","Jake Tsakalidis","/players/e/eliema01.html","/players/k/kiddja01.html","/players/m/mariosh01.html","/players/r/robincl02.html","/players/t/tsakaja01.html"
"25","22","T. Brandon†|†L. Ellis†|†K. Garnett†|†A. Peeler†|†W. Szczerbiak","MIN","2000-01","49","288.5","574","565","94.8","38.4","85.4",".450","5.0","13.6",".366",".480","27.5","32.8",".838","109.3","27.3","7.7","6.5","10.6","24.3","+2.3","+7.3","-.012","-0.7","+0.2","-.054","-0.019","-1.8","-4.3","+.048","+2.2","Terrell Brandon","LaPhonso Ellis","Kevin Garnett","Anthony Peeler","Wally Szczerbiak","/players/b/brandte01.html","/players/e/ellisla01.html","/players/g/garneke01.html","/players/p/peelean01.html","/players/s/szczewa02.html"
"26","23","T. Delk†|†J. Kidd†|†S. Marion†|†C. Robinson†|†R. Rogers","PHO","2000-01","50","282.4","560","560","95.2","37.2","80.1",".465","5.3","16.0",".330",".498","22.6","30.3",".747","102.3","25.3","8.7","4.8","16.0","23.5","+0.2","-0.2","+.003","-0.3","+3.2","-.110","+.001","+1.4","+3.1","-.034","+1.4","Tony Delk","Jason Kidd","Shawn Marion","Clifford Robinson","Rodney Rogers","/players/d/delkto01.html","/players/k/kiddja01.html","/players/m/mariosh01.html","/players/r/robincl02.html","/players/r/rogerro01.html"
"27","24","S. Pippen†|†A. Sabonis†|†S. Smith†|†D. Stoudamire†|†R. Wallace","POR","2000-01","36","281.8","534","520","89.8","38.7","81.1",".477","4.1","14.8",".276",".502","18.4","23.5",".783","99.8","26.1","6.5","5.8","13.1","19.4","+4.8","+4.9","+.032","-1.5","+2.7","-.189","+.020","+1.9","-0.7","+.100","+9.9","Scottie Pippen","Arvydas Sabonis","Steve Smith","Damon Stoudamire","Rasheed Wallace","/players/p/pippesc01.html","/players/s/sabonar01.html","/players/s/smithst01.html","/players/s/stoudda01.html","/players/w/wallara01.html"
"28","25","S. Bradley†|†M. Finley†|†J. Howard†|†S. Nash†|†D. Nowitzki","DAL","2000-01","25","274.0","536","536","93.9","37.8","80.8",".469","6.3","13.7",".462",".508","19.4","23.6",".822","101.4","22.2","8.4","7.0","13.3","17.5","+4.6","-3.5","+.074","+4.0","+1.1","+.281","+.099","+2.8","+3.9","-.018","+15.9","Shawn Bradley","Michael Finley","Juwan Howard","Steve Nash","Dirk Nowitzki","/players/b/bradlsh01.html","/players/f/finlemi01.html","/players/h/howarju01.html","/players/n/nashst01.html","/players/n/nowitdi01.html"
"29","26","S. Bradley†|†H. Eisley†|†M. Finley†|†S. Nash†|†D. Nowitzki","DAL","2000-01","33","272.3","501","502","88.4","40.7","80.9",".503","8.5","19.7",".429",".556","16.7","21.9",".766","106.7","24.7","7.1","7.6","10.9","20.3","+7.4","-2.8","+.105","+4.8","+6.0","+.159","+.136","+1.2","-1.2","+.094","+20.8","Shawn Bradley","Howard Eisley","Michael Finley","Steve Nash","Dirk Nowitzki","/players/b/bradlsh01.html","/players/e/eisleho01.html","/players/f/finlemi01.html","/players/n/nashst01.html","/players/n/nowitdi01.html"
"30","27","H. Eisley†|†M. Finley†|†C. Laettner†|†S. Nash†|†D. Nowitzki","DAL","2000-01","27","265.0","516","521","93.9","41.1","83.3",".493","8.9","20.3",".438",".547","14.9","17.2",".863","106.0","25.0","10.9","5.1","14.5","18.5","+1.8","+0.4","+.020","+5.3","+11.8","+.012","+.051","-1.3","-2.7","+.054","+7.6","Howard Eisley","Michael Finley","Christian Laettner","Steve Nash","Dirk Nowitzki","/players/e/eisleho01.html","/players/f/finlemi01.html","/players/l/laettch01.html","/players/n/nashst01.html","/players/n/nowitdi01.html"
"31","28","T. Best†|†A. Croshere†|†R. Miller†|†J. O'Neal†|†J. Rose","IND","2000-01","39","247.5","473","464","90.9","37.0","77.2",".480","7.4","19.8",".373",".528","20.0","24.0",".831","101.4","22.7","5.0","8.7","14.4","20.8","+2.7","-11.1","+.091","+4.5","+7.4","+.138","+.122","+1.2","-0.8","+.073","+11.1","Travis Best","Austin Croshere","Reggie Miller","Jermaine O'Neal","Jalen Rose","/players/b/besttr01.html","/players/c/croshau01.html","/players/m/millere01.html","/players/o/onealje01.html","/players/r/roseja01.html"
"32","29","E. Eschmeyer†|†L. Harris†|†S. Marbury†|†K. Martin†|†K. Van Horn","NJN","2000-01","17","242.4","450","454","89.5","37.4","81.8",".458","6.3","14.7",".432",".496","16.8","20.8",".810","98.0","24.2","6.7","7.1","12.1","20.8","+1.0","-3.8","+.032","+0.4","+0.2","+.021","+.036","+2.6","+1.0","+.090","+5.0","Evan Eschmeyer","Lucious Harris","Stephon Marbury","Kenyon Martin","Keith Van Horn","/players/e/eschmev01.html","/players/h/harrilu01.html","/players/m/marbust01.html","/players/m/martike01.html","/players/v/vanhoke01.html"
"33","30","D. Christie†|†V. Divac†|†S. Pollard†|†P. Stojakovic†|†J. Williams","SAC","2000-01","17","240.3","473","461","93.3","36.0","82.7",".435","5.6","17.0",".329",".469","18.8","22.4",".839","96.3","22.0","8.6","4.2","12.8","14.4","+0.2","+2.2","-.009","+1.0","+4.0","-.024","-0.004","+7.4","+6.0","+.144","+8.8","Doug Christie","Vlade Divac","Scot Pollard","Peja Stojakoviƒá","Jason Williams","/players/c/chrisdo01.html","/players/d/divacvl01.html","/players/p/pollasc01.html","/players/s/stojape01.html","/players/w/willija02.html"
"34","31","M. Maloney†|†R. McLeod†|†D. Mutombo†|†J. Terry†|†L. Wright","ATL","2000-01","14","238.6","427","422","85.4","36.0","85.1",".423","3.0","8.2",".366",".441","13.7","15.7",".872","88.7","18.7","6.6","4.8","11.7","14.1","+4.2","+4.0","+.031","-1.0","-4.6","+.053","+.024","+1.6","-0.2","+.112","+9.1","Matt Maloney","Roshown McLeod","Dikembe Mutombo","Jason Terry","Lorenzen Wright","/players/m/malonma01.html","/players/m/mcleoro01.html","/players/m/mutomdi01.html","/players/t/terryja01.html","/players/w/wrighlo02.html"
"35","32","J. Amaechi†|†D. Armstrong†|†M. Doleac†|†T. McGrady†|†B. Outlaw","ORL","2000-01","16","238.2","446","448","90.1","37.9","79.4",".477","1.8","6.9",".265",".489","16.1","22.2",".727","93.7","23.4","6.4","6.2","14.3","20.3","+3.4","-0.2","+.044","-1.8","-6.0","-.017","+.033","-2.0","-2.2","-.017","+3.0","John Amaechi","Darrell Armstrong","Michael Doleac","Tracy McGrady","Bo Outlaw","/players/a/amaecjo01.html","/players/a/armstda01.html","/players/d/doleami01.html","/players/m/mcgratr01.html","/players/o/outlabo01.html"
"36","33","T. Hill†|†A. Iverson†|†G. Lynch†|†D. Mutombo†|†E. Snow","PHI","2000-01","18","238.0","462","462","93.2","35.7","83.1",".430","2.0","7.1",".286",".442","15.7","19.8",".796","89.1","22.8","8.5","4.8","16.1","15.7","-0.8","-3.0","+.006","-4.6","-9.9","-.107","-0.021","+6.3","+7.9","-.001","0.0","Tyrone Hill","Allen Iverson","George Lynch","Dikembe Mutombo","Eric Snow","/players/h/hillty01.html","/players/i/iversal01.html","/players/l/lynchge01.html","/players/m/mutomdi01.html","/players/s/snower01.html"
"37","34","D. Anderson†|†A. Daniels†|†T. Duncan†|†S. Elliott†|†D. Robinson","SAS","2000-01","25","217.9","422","423","93.1","34.6","78.0",".444","4.8","13.2",".367",".475","20.5","26.4",".775","94.5","20.9","6.2","7.1","14.8","15.6","-2.4","-8.8","+.017","+0.7","-0.2","+.055","+.024","+7.7","+9.7","+.012","+3.5","Derek Anderson","Antonio Daniels","Tim Duncan","Sean Elliott","David Robinson","/players/a/anderde01.html","/players/d/daniean01.html","/players/d/duncati01.html","/players/e/elliose01.html","/players/r/robinda01.html"
"38","35","C. Billups†|†T. Brandon†|†K. Garnett†|†D. Garrett†|†W. Szczerbiak","MIN","2000-01","26","216.9","397","400","88.2","40.1","86.3",".464","1.5","6.0",".259",".473","9.3","11.7",".792","91.0","27.7","6.9","6.6","10.0","17.5","+3.3","+2.2","+.027","-0.7","-2.4","-.004","+.023","-2.2","-4.2","+.070","+3.8","Chauncey Billups","Terrell Brandon","Kevin Garnett","Dean Garrett","Wally Szczerbiak","/players/b/billuch01.html","/players/b/brandte01.html","/players/g/garneke01.html","/players/g/garrede01.html","/players/s/szczewa02.html"
"39","36","D. Davis†|†S. Pippen†|†D. Stoudamire†|†R. Wallace†|†B. Wells","POR","2000-01","30","214.9","384","392","86.7","39.5","81.1",".488","5.1","12.3",".418",".519","12.1","15.6",".771","96.3","25.7","7.8","5.4","14.7","16.5","+4.2","+2.2","+.040","0.0","-2.7","+.075","+.039","-1.8","-2.2","-.004","+6.7","Dale Davis","Scottie Pippen","Damon Stoudamire","Rasheed Wallace","Bonzi Wells","/players/d/davisda01.html","/players/p/pippesc01.html","/players/s/stoudda01.html","/players/w/wallara01.html","/players/w/wellsbo01.html"
"40","37","D. Armstrong†|†M. Doleac†|†T. McGrady†|†M. Miller†|†B. Outlaw","ORL","2000-01","45","213.5","407","407","91.5","37.8","87.5",".432","6.1","19.3",".314",".467","18.0","24.1",".748","99.6","24.1","9.4","4.7","10.3","21.6","+6.5","+16.6","-.009","+1.8","+9.7","-.128","-0.005","-3.4","-6.5","+.049","+11.5","Darrell Armstrong","Michael Doleac","Tracy McGrady","Mike Miller","Bo Outlaw","/players/a/armstda01.html","/players/d/doleami01.html","/players/m/mcgratr01.html","/players/m/millemi01.html","/players/o/outlabo01.html"
"41","38","K. Malone†|†D. Marshall†|†O. Polynice†|†B. Russell†|†J. Stockton","UTA","2000-01","22","213.2","402","401","90.4","41.4","78.1",".530","3.2","7.2",".438",".550","17.8","24.3",".731","103.8","32.2","8.3","5.9","15.5","23.2","+8.1","-0.5","+.106","-2.5","-6.3","+.021","+.091","+1.1","+3.4","-.064","+14.9","Karl Malone","Donyell Marshall","Olden Polynice","Bryon Russell","John Stockton","/players/m/malonka01.html","/players/m/marshdo01.html","/players/p/polynol01.html","/players/r/russebr01.html","/players/s/stockjo01.html"
"42","39","T. Hill†|†A. Iverson†|†G. Lynch†|†T. Ratliff†|†E. Snow","PHI","2000-01","16","211.7","385","385","87.3","30.8","76.4",".404","2.5","7.3",".344",".420","17.5","24.7",".706","81.6","19.7","7.5","7.7","15.9","21.1","-3.2","-2.0","-.030","-1.4","-5.7","+.046","-0.038","+7.7","+9.5","+.065","0.0","Tyrone Hill","Allen Iverson","George Lynch","Theo Ratliff","Eric Snow","/players/h/hillty01.html","/players/i/iversal01.html","/players/l/lynchge01.html","/players/r/ratlith01.html","/players/s/snower01.html"
"43","40","C. Billups†|†T. Brandon†|†K. Garnett†|†R. Nesterovic†|†W. Szczerbiak","MIN","2000-01","26","211.1","402","403","91.5","39.3","85.3",".461","4.1","9.6",".429",".485","12.7","16.8",".757","95.5","25.7","8.4","4.5","12.5","21.6","+2.0","+6.6","-.013","+2.5","+0.5","+.254","+.001","-6.1","-8.2","+.002","+0.5","Chauncey Billups","Terrell Brandon","Kevin Garnett","Rasho Nesteroviƒá","Wally Szczerbiak","/players/b/billuch01.html","/players/b/brandte01.html","/players/g/garneke01.html","/players/n/nestera01.html","/players/s/szczewa02.html"
"46","41","T. Brandon†|†K. Garnett†|†A. Peeler†|†R. Slater†|†W. Szczerbiak","MIN","2000-01","27","204.6","389","394","91.8","44.3","88.2",".503","5.9","10.8",".543",".536","12.2","16.2",".754","106.7","31.0","7.7","4.5","10.1","17.1","+6.6","-0.7","+.078","+1.2","-3.5","+.216","+.085","+0.9","+0.9","+.015","+15.2","Terrell Brandon","Kevin Garnett","Anthony Peeler","Reggie Slater","Wally Szczerbiak","/players/b/brandte01.html","/players/g/garneke01.html","/players/p/peelean01.html","/players/s/slatere01.html","/players/s/szczewa02.html"
"47","42","R. Allen†|†S. Cassell†|†E. Johnson†|†G. Robinson†|†T. Thomas","MIL","2000-01","49","204.5","398","395","93.1","38.3","75.8",".505","7.3","17.4",".419",".553","24.4","29.6",".825","108.2","23.2","5.9","5.9","12.9","23.5","+3.3","-7.3","+.084","-1.9","-4.9","+.008","+.077","-1.2","-3.8","+.058","+3.5","Ray Allen","Sam Cassell","Ervin Johnson","Glenn Robinson","Tim Thomas","/players/a/allenra02.html","/players/c/cassesa01.html","/players/j/johnser02.html","/players/r/robingl01.html","/players/t/thomati01.html"
"48","43","B. Barry†|†P. Ewing†|†R. Lewis†|†R. Patterson†|†G. Payton","SEA","2000-01","25","202.4","406","399","95.5","42.2","86.6",".488","7.1","14.7",".484",".529","16.6","23.2",".714","108.2","24.7","7.1","4.0","14.5","16.1","+3.6","-0.7","+.045","+1.2","-2.8","+.146","+.052","+3.1","+5.2","-.036","+11.4","Brent Barry","Patrick Ewing","Rashard Lewis","Ruben Patterson","Gary Payton","/players/b/barrybr01.html","/players/e/ewingpa01.html","/players/l/lewisra02.html","/players/p/patteru01.html","/players/p/paytoga01.html"
"49","44","S. Pippen†|†A. Sabonis†|†D. Stoudamire†|†R. Wallace†|†B. Wells","POR","2000-01","23","190.7","360","359","90.5","40.3","80.5",".500","2.3","9.3",".243",".514","11.6","16.1",".719","94.4","29.4","9.3","5.0","15.6","19.9","+4.3","-1.8","+.063","-3.3","-4.5","-.157","+.043","+0.8","0.0","+.047","+6.0","Scottie Pippen","Arvydas Sabonis","Damon Stoudamire","Rasheed Wallace","Bonzi Wells","/players/p/pippesc01.html","/players/s/sabonar01.html","/players/s/stoudda01.html","/players/w/wallara01.html","/players/w/wellsbo01.html"
"50","45","D. Fisher†|†R. Fox†|†H. Grant†|†S. O'Neal†|†B. Shaw","LAL","2000-01","13","189.2","362","360","91.6","39.3","80.9",".486","6.6","15.0",".441",".527","19.3","26.9",".717","104.5","28.2","9.9","5.3","14.0","20.0","+4.3","+6.1","+.018","+2.0","+2.8","+.066","+.028","+3.0","+5.6","-.045","+13.7","Derek Fisher","Rick Fox","Horace Grant","Shaquille O'Neal","Brian Shaw","/players/f/fishede01.html","/players/f/foxri01.html","/players/g/grantho01.html","/players/o/onealsh01.html","/players/s/shawbr01.html"
"51","46","D. Christie†|†V. Divac†|†B. Jackson†|†P. Stojakovic†|†C. Webber","SAC","2000-01","29","188.9","359","364","91.9","35.6","81.3",".438","4.1","11.9",".340",".463","23.6","32.3",".732","98.8","21.1","10.2","4.6","12.7","19.8","+2.0","+0.3","+.024","+1.0","+2.5","+.016","+.030","+6.9","+9.4","-.001","+11.9","Doug Christie","Vlade Divac","Bobby Jackson","Peja Stojakoviƒá","Chris Webber","/players/c/chrisdo01.html","/players/d/divacvl01.html","/players/j/jacksbo01.html","/players/s/stojape01.html","/players/w/webbech01.html"
"52","47","R. Allen†|†S. Cassell†|†M. Pope†|†G. Robinson†|†S. Williams","MIL","2000-01","20","188.7","375","373","95.1","48.8","89.3",".547","4.8","10.2",".475",".574","14.5","18.8",".770","117.0","30.3","8.6","5.3","10.7","24.9","+13.5","+6.1","+.122","+0.5","-3.8","+.166","+.123","-4.8","-7.9","+.046","+22.6","Ray Allen","Sam Cassell","Mark Pope","Glenn Robinson","Scott Williams","/players/a/allenra02.html","/players/c/cassesa01.html","/players/p/popema01.html","/players/r/robingl01.html","/players/w/willisc01.html"
