"","ranker","lineup","team_id","season","g","mp","poss","opp_poss","pace","fg","fga","fg_pct","fg3","fg3a","fg3_pct","efg_pct","ft","fta","ft_pct","pts","ast","stl","blk","tov","pf","diff_fg","diff_fga","diff_fg_pct","diff_fg3","diff_fg3a","diff_fg3_pct","diff_efg_pct","diff_ft","diff_fta","diff_ft_pct","diff_pts","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5"
"12","11","B. Bowen†|†T. Duncan†|†R. Nesterovic†|†T. Parker†|†H. T¸rkoglu","SAS","2003-04","56","494.5","888","902","86.9","36.4","78.1",".466","3.9","11.0",".354",".491","12.3","19.3",".638","89.0","20.5","5.4","7.2","12.8","17.6","+5.8","+0.7","+.071","+0.9","+1.9","+.021","+.077","-2.1","-0.5","-.092","+10.4","Bruce Bowen","Tim Duncan","Rasho Nesteroviƒá","Tony Parker","Hedo T√ºrkoƒülu","/players/b/bowenbr01.html","/players/d/duncati01.html","/players/n/nestera01.html","/players/p/parketo01.html","/players/t/turkohe01.html"
"13","12","C. Butler†|†B. Grant†|†E. Jones†|†L. Odom†|†D. Wade","MIA","2003-04","36","492.8","912","917","89.1","36.0","80.6",".447","4.6","11.7",".392",".476","16.7","21.7",".767","93.3","20.4","8.1","3.4","12.7","18.7","+1.6","+2.2","+.007","-1.3","-3.3","+.002","-0.002","+2.6","+2.8","+.025","+4.5","Caron Butler","Brian Grant","Eddie Jones","Lamar Odom","Dwyane Wade","/players/b/butleca01.html","/players/g/grantbr01.html","/players/j/jonesed02.html","/players/o/odomla01.html","/players/w/wadedw01.html"
"14","13","K. Bryant†|†D. George†|†K. Malone†|†S. O'Neal†|†G. Payton","LAL","2003-04","33","480.1","954","934","94.4","40.6","80.2",".506","3.6","10.1",".356",".529","20.5","30.2",".679","105.3","27.8","8.8","6.5","15.6","17.3","+3.6","-5.0","+.072","-1.0","-4.0","+.030","+.067","+7.3","+11.9","-.043","+13.5","Kobe Bryant","Devean George","Karl Malone","Shaquille O'Neal","Gary Payton","/players/b/bryanko01.html","/players/g/georgde01.html","/players/m/malonka01.html","/players/o/onealsh01.html","/players/p/paytoga01.html"
"15","14","S. Francis†|†J. Jackson†|†Y. Ming†|†C. Mobley†|†M. Taylor","HOU","2003-04","63","466.6","871","857","88.9","35.8","73.5",".487","5.6","14.5",".383",".525","18.4","23.2",".792","95.6","20.2","5.6","5.0","15.9","22.0","+4.0","-4.5","+.080","-0.2","-1.9","+.031","+.081","-1.0","-3.9","+.076","+6.8","Steve Francis","Jim Jackson","Yao Ming","Cuttino Mobley","Maurice Taylor","/players/f/francst01.html","/players/j/jacksji01.html","/players/m/mingya01.html","/players/m/moblecu01.html","/players/t/tayloma01.html"
"16","15","C. Billups†|†E. Campbell†|†R. Hamilton†|†T. Prince†|†B. Wallace","DET","2003-04","41","417.1","769","759","87.9","34.4","76.2",".452","3.1","7.9",".391",".472","16.6","22.3",".742","88.5","20.9","7.9","8.1","14.7","17.6","-0.6","-4.5","+.018","+0.1","-0.9","+.054","+.020","+4.0","+7.0","-.077","+3.0","Chauncey Billups","Elden Campbell","Richard Hamilton","Tayshaun Prince","Ben Wallace","/players/b/billuch01.html","/players/c/campbel01.html","/players/h/hamilri01.html","/players/p/princta01.html","/players/w/wallabe01.html"
"17","16","C. Boozer†|†Z. Ilgauskas†|†L. James†|†J. McInnis†|†E. Williams","CLE","2003-04","22","385.3","753","755","93.9","39.2","88.6",".443","2.9","7.8",".365",".459","20.7","26.0",".794","102.0","24.7","7.1","6.7","11.8","17.7","+0.6","+3.4","-.010","-2.6","-4.7","-.071","-0.026","+5.9","+5.2","+.082","+4.5","Carlos Boozer","Zydrunas Ilgauskas","LeBron James","Jeff McInnis","Eric Williams","/players/b/boozeca01.html","/players/i/ilgauzy01.html","/players/j/jamesle01.html","/players/m/mcinnje01.html","/players/w/willier01.html"
"18","17","T. Ford†|†M. Redd†|†B. Skinner†|†J. Smith†|†T. Thomas","MIL","2003-04","24","368.0","671","676","87.9","37.7","85.4",".441","3.9","11.0",".357",".464","12.4","16.2",".766","91.7","21.5","5.5","5.2","12.0","17.6","+2.1","+3.4","+.007","-0.9","-3.0","+.011","+.001","-0.3","-0.4","+.002","+3.0","T.J. Ford","Michael Redd","Brian Skinner","Joe Smith","Tim Thomas","/players/f/fordtj01.html","/players/r/reddmi01.html","/players/s/skinnbr01.html","/players/s/smithjo02.html","/players/t/thomati01.html"
"19","18","R. Alston†|†C. Butler†|†B. Grant†|†E. Jones†|†L. Odom","MIA","2003-04","35","358.7","660","652","87.8","36.8","79.1",".465","6.0","17.0",".354",".503","15.9","20.5",".778","95.6","22.9","7.0","1.9","11.8","19.8","+4.7","+5.5","+.029","+0.1","+2.1","-.042","+.027","-2.3","-2.3","-.022","+7.2","Rafer Alston","Caron Butler","Brian Grant","Eddie Jones","Lamar Odom","/players/a/alstora01.html","/players/b/butleca01.html","/players/g/grantbr01.html","/players/j/jonesed02.html","/players/o/odomla01.html"
"20","19","K. Anderson†|†M. World Peace†|†J. Foster†|†R. Miller†|†J. O'Neal","IND","2003-04","27","311.7","571","567","87.6","38.5","83.5",".461","5.1","13.4",".379",".492","14.6","18.8",".779","96.7","25.9","10.6","5.1","12.9","17.2","+4.6","+4.6","+.032","+2.0","+4.3","+.040","+.042","+5.1","+6.3","+.013","+16.3","Kenny Anderson","Metta World Peace","Jeff Foster","Reggie Miller","Jermaine O'Neal","/players/a/anderke01.html","/players/a/artesro01.html","/players/f/fosteje01.html","/players/m/millere01.html","/players/o/onealje01.html"
"21","20","C. Arroyo†|†M. Harpring†|†A. Kirilenko†|†G. Ostertag†|†D. Stevenson","UTA","2003-04","19","303.8","545","544","86.0","39.7","76.9",".515","2.1","6.2",".333",".529","15.3","21.6",".708","96.7","25.8","6.8","7.9","15.2","19.4","+6.3","-0.3","+.084","-3.0","-5.5","-.099","+.065","+1.1","+3.2","-.061","+10.7","Carlos Arroyo","Matt Harpring","Andrei Kirilenko","Greg Ostertag","DeShawn Stevenson","/players/a/arroyca01.html","/players/h/harprma01.html","/players/k/kirilan01.html","/players/o/ostergr01.html","/players/s/stevede01.html"
"24","21","K. Bryant†|†R. Fox†|†K. Malone†|†S. O'Neal†|†G. Payton","LAL","2003-04","15","281.6","550","552","93.9","39.0","78.4",".498","2.9","7.5",".386",".516","21.3","31.5",".676","102.3","26.4","7.3","4.8","13.8","20.1","+4.4","-6.5","+.090","-2.7","-8.0","+.024","+.076","+2.7","+7.7","-.103","+8.9","Kobe Bryant","Rick Fox","Karl Malone","Shaquille O'Neal","Gary Payton","/players/b/bryanko01.html","/players/f/foxri01.html","/players/m/malonka01.html","/players/o/onealsh01.html","/players/p/paytoga01.html"
"25","22","S. Cassell†|†K. Garnett†|†T. Hassell†|†M. Olowokandi†|†L. Sprewell","MIN","2003-04","31","271.4","507","498","88.9","42.3","83.8",".504","3.2","9.4",".340",".523","11.8","14.5",".817","99.6","25.8","6.9","7.3","12.4","18.0","+8.7","-1.1","+.108","-2.5","-4.2","-.076","+.094","+0.2","-1.4","+.084","+15.0","Sam Cassell","Kevin Garnett","Trenton Hassell","Michael Olowokandi","Latrell Sprewell","/players/c/cassesa01.html","/players/g/garneke01.html","/players/h/hassetr01.html","/players/o/olowomi01.html","/players/s/sprewla01.html"
"26","23","C. Billups†|†R. Hamilton†|†T. Prince†|†B. Wallace†|†R. Wallace","DET","2003-04","17","265.1","475","475","86.0","33.9","74.0",".457","4.0","12.1",".328",".484","16.8","22.6",".744","88.5","21.4","6.3","9.6","11.9","15.4","+2.2","-4.7","+.055","-0.7","-0.9","-.033","+.052","+3.3","+5.4","-.045","+6.9","Chauncey Billups","Richard Hamilton","Tayshaun Prince","Ben Wallace","Rasheed Wallace","/players/b/billuch01.html","/players/h/hamilri01.html","/players/p/princta01.html","/players/w/wallabe01.html","/players/w/wallara01.html"
"27","24","M. Finley†|†A. Jamison†|†S. Nash†|†D. Nowitzki†|†A. Walker","DAL","2003-04","45","264.2","527","506","93.8","41.2","90.1",".458","8.9","24.0",".371",".507","19.3","25.6",".752","110.6","25.3","6.4","3.3","10.2","19.3","+4.9","+7.8","+.016","+2.9","+2.5","+.092","+.029","+0.9","+0.7","+.015","+13.6","Michael Finley","Antawn Jamison","Steve Nash","Dirk Nowitzki","Antoine Walker","/players/f/finlemi01.html","/players/j/jamisan01.html","/players/n/nashst01.html","/players/n/nowitdi01.html","/players/w/walkean02.html"
"28","25","J. Collins†|†L. Harris†|†R. Jefferson†|†K. Kittles†|†R. Rogers","NJN","2003-04","19","262.2","485","474","87.8","37.2","78.7",".472","5.5","16.1",".341",".507","16.3","20.7",".788","96.1","27.3","6.6","3.5","13.7","20.7","+2.9","-0.7","+.041","+1.5","+3.1","+.031","+.051","-0.5","-0.9","+.008","+6.8","Jason Collins","Lucious Harris","Richard Jefferson","Kerry Kittles","Rodney Rogers","/players/c/collija04.html","/players/h/harrilu01.html","/players/j/jefferi01.html","/players/k/kittlke01.html","/players/r/rogerro01.html"
"29","26","D. Jones†|†D. Mason†|†M. Redd†|†B. Skinner†|†J. Smith","MIL","2003-04","30","249.1","461","460","88.7","38.9","79.6",".489","4.2","8.3",".512",".516","18.5","22.7",".814","100.6","21.6","3.3","4.2","11.6","14.5","-1.3","-3.9","+.006","-1.2","-5.2","+.112","+.001","+6.4","+6.9","+.045","+2.5","Damon Jones","Desmond Mason","Michael Redd","Brian Skinner","Joe Smith","/players/j/jonesda01.html","/players/m/masonde01.html","/players/r/reddmi01.html","/players/s/skinnbr01.html","/players/s/smithjo02.html"
"30","27","L. Barbosa†|†J. Johnson†|†S. Marion†|†A. Stoudemire†|†J. Voskuhl","PHO","2003-04","22","235.8","465","462","94.3","42.5","85.1",".500","5.1","10.2",".500",".530","16.5","24.4",".675","106.6","22.8","11.2","5.3","14.2","20.1","+2.0","-0.8","+.028","-1.2","-5.7","+.103","+.022","+0.6","+4.9","-.138","+3.5","Leandro Barbosa","Joe Johnson","Shawn Marion","Amar'e Stoudemire","Jake Voskuhl","/players/b/barbole01.html","/players/j/johnsjo02.html","/players/m/mariosh01.html","/players/s/stoudam01.html","/players/v/voskuja01.html"
"31","28","E. Dampier†|†M. Dunleavy†|†M. PiÈtrus†|†J. Richardson†|†C. Robinson","GSW","2003-04","14","233.2","434","436","89.6","35.4","78.0",".454","6.4","17.1",".373",".495","15.0","22.9",".658","92.2","22.0","5.1","5.8","16.5","21.4","+6.2","-0.2","+.080","+4.1","+8.4","+.112","+.107","-1.6","+0.4","-.085","+14.8","Erick Dampier","Mike Dunleavy","Micka√´l Pi√©trus","Jason Richardson","Clifford Robinson","/players/d/dampier01.html","/players/d/dunlemi02.html","/players/p/pietrmi01.html","/players/r/richaja01.html","/players/r/robincl02.html"
"32","29","S. Dalembert†|†A. Iverson†|†G. Robinson†|†E. Snow†|†K. Thomas","PHI","2003-04","20","232.0","441","442","91.3","36.6","81.3",".450","2.1","7.9",".263",".463","21.1","28.1",".750","96.4","25.2","9.5","4.8","15.1","17.2","+1.4","-0.2","+.019","-4.8","-9.9","-.121","-0.010","+7.4","+9.1","+.033","+5.6","Samuel Dalembert","Allen Iverson","Glenn Robinson","Eric Snow","Kenny Thomas","/players/d/dalemsa01.html","/players/i/iversal01.html","/players/r/robingl01.html","/players/s/snower01.html","/players/t/thomake01.html"
"33","30","M. Finley†|†J. Howard†|†S. Nash†|†D. Nowitzki†|†A. Walker","DAL","2003-04","26","231.0","464","471","97.2","45.7","91.9",".498","9.6","22.7",".422",".550","17.0","21.8",".781","118.1","27.4","7.1","7.5","9.1","15.2","+0.8","+3.7","-.012","+2.9","+6.2","+.017","+.003","+0.4","+1.2","-.027","+5.0","Michael Finley","Josh Howard","Steve Nash","Dirk Nowitzki","Antoine Walker","/players/f/finlemi01.html","/players/h/howarjo01.html","/players/n/nashst01.html","/players/n/nowitdi01.html","/players/w/walkean02.html"
"34","31","S. Cassell†|†K. Garnett†|†T. Hassell†|†M. Madsen†|†L. Sprewell","MIN","2003-04","42","230.4","438","437","91.2","35.2","86.1",".409","4.0","11.0",".358",".432","18.1","25.0",".725","92.5","22.3","7.7","5.8","9.6","19.8","+2.1","+9.8","-.025","-1.9","-3.5","-.042","-0.040","-0.6","+0.8","-.051","+1.7","Sam Cassell","Kevin Garnett","Trenton Hassell","Mark Madsen","Latrell Sprewell","/players/c/cassesa01.html","/players/g/garneke01.html","/players/h/hassetr01.html","/players/m/madsema01.html","/players/s/sprewla01.html"
"35","32","J. Collier†|†C. Crawford†|†S. Jackson†|†B. Sura†|†J. Terry","ATL","2003-04","17","225.0","430","429","91.6","37.5","80.6",".466","9.6","20.9",".459",".525","22.0","26.0",".844","106.7","24.1","8.5","2.1","12.4","19.2","-2.3","-2.8","-.013","-0.4","-0.4","-.011","-0.013","+8.3","+7.0","+.125","+3.2","Jason Collier","Chris Crawford","Stephen Jackson","Bob Sura","Jason Terry","/players/c/collija02.html","/players/c/crawfch01.html","/players/j/jacksst02.html","/players/s/surabo01.html","/players/t/terryja01.html"
"36","33","C. Billups†|†R. Hamilton†|†T. Prince†|†B. Wallace†|†C. Williamson","DET","2003-04","46","217.7","414","396","89.3","35.1","77.8",".450","4.0","10.6",".375",".476","26.9","31.5",".853","101.0","21.2","5.5","7.5","15.7","22.3","+2.2","-2.0","+.039","-1.5","-8.6","+.088","+.030","+11.0","+10.6","+.095","+13.9","Chauncey Billups","Richard Hamilton","Tayshaun Prince","Ben Wallace","Corliss Williamson","/players/b/billuch01.html","/players/h/hamilri01.html","/players/p/princta01.html","/players/w/wallabe01.html","/players/w/willico02.html"
"37","34","M. Bibby†|†D. Christie†|†B. Miller†|†P. Stojakovic†|†C. Webber","SAC","2003-04","20","217.3","427","417","93.2","38.2","82.4",".464","6.6","18.3",".361",".504","19.0","24.3",".782","102.0","26.7","9.7","6.0","12.8","19.0","+4.9","+0.7","+.056","+2.4","+4.0","+.069","+.070","-0.9","-1.1","-.001","+11.3","Mike Bibby","Doug Christie","Brad Miller","Peja Stojakoviƒá","Chris Webber","/players/b/bibbymi01.html","/players/c/chrisdo01.html","/players/m/millebr01.html","/players/s/stojape01.html","/players/w/webbech01.html"
"38","35","R. Jefferson†|†J. Kidd†|†K. Kittles†|†K. Martin†|†A. Williams","NJN","2003-04","32","205.7","402","394","92.9","33.8","79.8",".424","4.7","13.5",".345",".453","21.9","30.8",".712","94.3","25.0","7.9","5.1","18.0","22.2","+1.2","-0.2","+.016","+0.7","+1.4","+.018","+.020","+0.9","+5.4","-.114","+4.0","Richard Jefferson","Jason Kidd","Kerry Kittles","Kenyon Martin","Aaron Williams","/players/j/jefferi01.html","/players/k/kiddja01.html","/players/k/kittlke01.html","/players/m/martike01.html","/players/w/williaa01.html"
"39","36","D. Davis†|†Z. Randolph†|†D. Stoudamire†|†R. Wallace†|†B. Wells","POR","2003-04","13","200.4","362","356","86.0","40.5","86.7",".467","4.8","12.2",".392",".494","12.2","16.5",".739","97.9","23.9","7.2","3.4","14.8","16.0","+4.1","+7.9","+.005","-1.2","-2.4","-.018","-0.006","+1.9","+2.9","-.015","+8.9","Dale Davis","Zach Randolph","Damon Stoudamire","Rasheed Wallace","Bonzi Wells","/players/d/davisda01.html","/players/r/randoza01.html","/players/s/stoudda01.html","/players/w/wallara01.html","/players/w/wellsbo01.html"
"40","37","P. Gasol†|†M. Miller†|†J. Posey†|†S. Swift†|†J. Williams","MEM","2003-04","22","186.8","360","361","92.6","36.2","79.4",".456","5.9","18.2",".324",".494","18.2","25.4",".717","96.6","25.2","8.2","9.3","15.2","25.2","+1.0","0.0","+.013","+1.3","+6.9","-.085","+.021","-1.3","-1.5","-.007","+2.1","Pau Gasol","Mike Miller","James Posey","Stromile Swift","Jason Williams","/players/g/gasolpa01.html","/players/m/millemi01.html","/players/p/poseyja01.html","/players/s/swiftst01.html","/players/w/willija02.html"
"41","38","M. Bibby†|†D. Christie†|†V. Divac†|†D. Songaila†|†P. Stojakovic","SAC","2003-04","15","181.7","361","359","95.1","37.5","78.7",".477","9.5","18.5",".514",".537","19.6","24.8",".787","104.1","29.3","7.7","2.9","13.7","13.7","-6.6","-11.1","-.015","+6.1","+5.3","+.254","+.027","+8.2","+11.4","-.056","+1.1","Mike Bibby","Doug Christie","Vlade Divac","Darius Songaila","Peja Stojakoviƒá","/players/b/bibbymi01.html","/players/c/chrisdo01.html","/players/d/divacvl01.html","/players/s/songada01.html","/players/s/stojape01.html"
"42","39","L. Barbosa†|†J. Johnson†|†S. Marion†|†A. McDyess†|†A. Stoudemire","PHO","2003-04","15","181.1","359","358","95.0","39.5","81.4",".485","5.6","14.8",".375",".520","18.3","23.3",".784","102.9","21.7","11.1","6.1","14.8","21.5","+2.4","0.0","+.029","-0.8","-0.3","-.046","+.024","+3.7","+1.9","+.105","+7.7","Leandro Barbosa","Joe Johnson","Shawn Marion","Antonio McDyess","Amar'e Stoudemire","/players/b/barbole01.html","/players/j/johnsjo02.html","/players/m/mariosh01.html","/players/m/mcdyean01.html","/players/s/stoudam01.html"
"43","40","S. Battier†|†B. Outlaw†|†S. Swift†|†E. Watson†|†B. Wells","MEM","2003-04","41","180.0","358","355","95.0","34.9","82.4",".424","3.5","10.1",".342",".445","20.5","28.0",".733","93.8","22.9","10.9","6.9","15.7","25.1","+3.7","+2.4","+.034","-1.6","-7.5","+.054","+.023","-1.3","-1.6","-.005","+4.5","Shane Battier","Bo Outlaw","Stromile Swift","Earl Watson","Bonzi Wells","/players/b/battish01.html","/players/o/outlabo01.html","/players/s/swiftst01.html","/players/w/watsoea01.html","/players/w/wellsbo01.html"
"46","41","C. Atkins†|†M. Blount†|†W. McCarty†|†P. Pierce†|†J. Welsch","BOS","2003-04","17","179.9","334","331","88.7","35.0","76.9",".455","6.9","23.2",".299",".500","14.7","18.1",".809","91.5","20.0","8.5","3.2","15.2","19.7","+1.3","-2.9","+.033","+3.2","+9.6","+.024","+.055","-1.9","-5.1","+.096","+4.0","Chucky Atkins","Mark Blount","Walter McCarty","Paul Pierce","Ji≈ô√≠ Welsch","/players/a/atkinch01.html","/players/b/blounma01.html","/players/m/mccarwa01.html","/players/p/piercpa01.html","/players/w/welscji01.html"
"47","42","M. Finley†|†D. Fortson†|†S. Nash†|†D. Nowitzki†|†A. Walker","DAL","2003-04","22","176.9","344","345","93.5","43.4","84.4",".514","7.1","19.8",".356",".556","13.3","15.7",".845","107.2","26.9","7.9","5.2","15.2","19.5","+4.6","+0.8","+.050","+3.0","+7.9","+.015","+.068","-0.5","-4.3","+.156","+11.7","Michael Finley","Danny Fortson","Steve Nash","Dirk Nowitzki","Antoine Walker","/players/f/finlemi01.html","/players/f/fortsda01.html","/players/n/nashst01.html","/players/n/nowitdi01.html","/players/w/walkean02.html"
"48","43","R. Allen†|†B. Barry†|†R. Evans†|†R. Lewis†|†V. Potapenko","SEA","2003-04","13","176.2","318","320","86.9","37.3","79.0",".472","8.7","20.7",".421",".528","13.1","19.1",".686","96.5","27.5","8.7","1.6","14.7","19.9","+2.2","+4.1","+.003","+1.9","+4.9","-.010","+.013","-0.5","+0.8","-.061","+5.7","Ray Allen","Brent Barry","Reggie Evans","Rashard Lewis","Vitaly Potapenko","/players/a/allenra02.html","/players/b/barrybr01.html","/players/e/evansre01.html","/players/l/lewisra02.html","/players/p/potapvi01.html"
"49","44","P. Gasol†|†J. Posey†|†B. Wells†|†J. Williams†|†L. Wright","MEM","2003-04","21","174.3","325","322","89.1","37.2","82.1",".453","3.9","13.5",".286",".477","16.5","20.4",".811","94.7","22.9","6.6","6.6","14.0","20.4","-1.1","-1.7","-.004","+0.3","+1.1","-.003","-0.002","+2.2","-1.4","+.153","+0.3","Pau Gasol","James Posey","Bonzi Wells","Jason Williams","Lorenzen Wright","/players/g/gasolpa01.html","/players/p/poseyja01.html","/players/w/wellsbo01.html","/players/w/willija02.html","/players/w/wrighlo02.html"
"50","45","M. World Peace†|†A. Harrington†|†R. Miller†|†J. O'Neal†|†J. Tinsley","IND","2003-04","29","174.2","321","318","88.0","30.3","77.7",".390","6.3","21.2",".299",".431","24.5","30.3",".809","91.5","19.3","9.6","6.6","11.8","20.1","-0.8","+7.2","-.051","+3.0","+7.4","+.059","-0.034","+7.7","+7.4","+.074","+9.1","Metta World Peace","Al Harrington","Reggie Miller","Jermaine O'Neal","Jamaal Tinsley","/players/a/artesro01.html","/players/h/harrial01.html","/players/m/millere01.html","/players/o/onealje01.html","/players/t/tinslja01.html"
"51","46","S. Cassell†|†K. Garnett†|†F. Hoiberg†|†M. Madsen†|†L. Sprewell","MIN","2003-04","40","172.1","321","317","89.0","39.9","80.6",".495","7.0","16.5",".424",".538","19.5","24.0",".814","106.3","27.1","7.3","4.7","11.2","24.0","+10.6","+8.1","+.091","+2.5","+2.0","+.116","+.103","-3.9","-6.1","+.036","+19.8","Sam Cassell","Kevin Garnett","Fred Hoiberg","Mark Madsen","Latrell Sprewell","/players/c/cassesa01.html","/players/g/garneke01.html","/players/h/hoibefr01.html","/players/m/madsema01.html","/players/s/sprewla01.html"
