"","ranker","lineup","team_id","season","g","mp","poss","opp_poss","pace","fg","fga","fg_pct","fg3","fg3a","fg3_pct","efg_pct","ft","fta","ft_pct","pts","ast","stl","blk","tov","pf","diff_fg","diff_fga","diff_fg_pct","diff_fg3","diff_fg3a","diff_fg3_pct","diff_efg_pct","diff_ft","diff_fta","diff_ft_pct","diff_pts","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5"
"2","1","K. Durant†|†S. Ibaka†|†K. Perkins†|†T. Sefolosha†|†R. Westbrook","OKC","2012-13","76","1306.5","2542","2528","93.1","38.9","80.0",".486","6.5","16.5",".393",".527","19.4","24.2",".802","103.7","22.3","8.1","10.1","15.0","16.9","+2.5","-6.7","+.067","-0.3","-4.2","+.063","+.068","+5.8","+6.8","+.022","+10.5","Kevin Durant","Serge Ibaka","Kendrick Perkins","Thabo Sefolosha","Russell Westbrook","/players/d/duranke01.html","/players/i/ibakase01.html","/players/p/perkike01.html","/players/s/sefolth01.html","/players/w/westbru01.html"
"3","2","P. George†|†R. Hibbert†|†G. Hill†|†L. Stephenson†|†D. West","IND","2012-13","64","1218.2","2278","2267","89.5","39.1","82.2",".476","7.0","17.9",".390",".518","14.9","19.4",".765","100.0","23.5","7.6","6.6","13.0","17.6","+4.6","+1.5","+.048","+1.6","+3.1","+.028","+.057","+0.5","+1.1","-.022","+11.3","Paul George","Roy Hibbert","George Hill","Lance Stephenson","David West","/players/g/georgpa01.html","/players/h/hibbero01.html","/players/h/hillge01.html","/players/s/stephla01.html","/players/w/westda01.html"
"4","3","K. Faried†|†D. Gallinari†|†A. Iguodala†|†K. Koufos†|†T. Lawson","DEN","2012-13","62","795.6","1541","1549","93.2","40.9","85.4",".479","7.0","18.6",".375",".520","13.8","20.1",".683","102.6","24.8","8.3","6.6","14.8","18.8","+3.5","+1.5","+.033","-0.8","+0.1","-.043","+.028","-0.2","+1.8","-.077","+6.0","Kenneth Faried","Danilo Gallinari","Andre Iguodala","Kosta Koufos","Ty Lawson","/players/f/farieke01.html","/players/g/gallida01.html","/players/i/iguodan01.html","/players/k/koufoko01.html","/players/l/lawsoty01.html"
"5","4","C. Butler†|†W. Green†|†B. Griffin†|†D. Jordan†|†C. Paul","LAC","2012-13","46","699.6","1295","1296","88.9","41.6","83.0",".501","8.0","19.8",".401",".549","11.7","17.5",".671","102.8","28.3","10.2","4.7","13.0","16.8","+3.7","+3.9","+.022","+0.3","+1.9","-.024","+.022","-0.1","+2.0","-.090","+7.7","Caron Butler","Willie Green","Blake Griffin","DeAndre Jordan","Chris Paul","/players/b/butleca01.html","/players/g/greenwi01.html","/players/g/griffbl01.html","/players/j/jordade01.html","/players/p/paulch01.html"
"6","5","C. Bosh†|†M. Chalmers†|†U. Haslem†|†L. James†|†D. Wade","MIA","2012-13","47","687.3","1293","1291","90.2","40.5","78.4",".517","5.8","15.7",".369",".554","14.3","18.7",".765","101.1","26.1","11.0","4.5","13.9","17.3","+4.7","-1.0","+.065","0.0","-2.7","+.054","+.066","+1.7","+1.7","+.020","+11.0","Chris Bosh","Mario Chalmers","Udonis Haslem","LeBron James","Dwyane Wade","/players/b/boshch01.html","/players/c/chalmma01.html","/players/h/hasleud01.html","/players/j/jamesle01.html","/players/w/wadedw01.html"
"7","6","R. Evans†|†J. Johnson†|†B. Lopez†|†G. Wallace†|†D. Williams","BRK","2012-13","44","639.8","1186","1179","88.7","38.0","80.2",".474","7.5","19.2",".391",".521","15.0","21.1",".712","98.6","21.8","6.7","4.4","14.4","12.6","-0.4","-0.8",".000","+0.1","+1.6","-.031","+.001","+5.7","+9.3","-.078","+5.0","Reggie Evans","Joe Johnson","Brook Lopez","Gerald Wallace","Deron Williams","/players/e/evansre01.html","/players/j/johnsjo02.html","/players/l/lopezbr01.html","/players/w/wallage01.html","/players/w/willide01.html"
"8","7","T. Allen†|†M. Conley†|†M. Gasol†|†R. Gay†|†Z. Randolph","MEM","2012-13","35","630.5","1156","1164","88.3","36.9","82.2",".449","3.3","9.6",".349",".469","15.9","20.1",".792","93.1","20.5","10.9","5.1","14.7","17.2","+3.7","+6.5","+.009","-2.4","-6.3","-.010","-0.008","+3.7","+3.6","+.054","+8.7","Tony Allen","Mike Conley","Marc Gasol","Rudy Gay","Zach Randolph","/players/a/allento01.html","/players/c/conlemi01.html","/players/g/gasolma01.html","/players/g/gayru01.html","/players/r/randoza01.html"
"9","8","B. Knight†|†J. Maxiell†|†G. Monroe†|†T. Prince†|†K. Singler","DET","2012-13","40","605.8","1124","1118","88.8","35.8","77.4",".463","4.8","11.8",".409",".494","16.7","21.6",".776","93.2","20.7","6.5","4.7","17.0","15.8","-0.8","-5.4","+.021","-2.8","-8.0","+.025","+.006","+6.0","+7.2","+.030","+1.7","Brandon Knight","Jason Maxiell","Greg Monroe","Tayshaun Prince","Kyle Singler","/players/k/knighbr03.html","/players/m/maxieja01.html","/players/m/monrogr01.html","/players/p/princta01.html","/players/s/singlky01.html"
"10","9","÷. Asik†|†J. Harden†|†J. Lin†|†C. Parsons†|†P. Patterson","HOU","2012-13","37","565.8","1136","1131","96.2","38.9","81.7",".476","8.7","22.5",".385",".529","17.6","22.3",".791","104.0","24.3","8.1","4.5","18.0","15.7","-3.7","-5.6","-.012","+0.6","+3.7","-.045","-0.005","+7.0","+7.7","+.058","+0.1","√ñmer A≈üƒ±k","James Harden","Jeremy Lin","Chandler Parsons","Patrick Patterson","/players/a/asikom01.html","/players/h/hardeja01.html","/players/l/linje01.html","/players/p/parsoch01.html","/players/p/pattepa01.html"
"11","10","T. Allen†|†M. Conley†|†M. Gasol†|†T. Prince†|†Z. Randolph","MEM","2012-13","31","556.8","973","977","84.1","35.2","77.6",".453","2.3","7.4",".314",".468","15.3","20.6",".745","88.0","20.9","8.4","5.2","12.4","17.2","+3.6","+2.1","+.036","-2.3","-9.3","+.036","+.020","+5.3","+7.2","-.010","+10.2","Tony Allen","Mike Conley","Marc Gasol","Tayshaun Prince","Zach Randolph","/players/a/allento01.html","/players/c/conlemi01.html","/players/g/gasolma01.html","/players/p/princta01.html","/players/r/randoza01.html"
