"","ranker","lineup","team_id","season","g","mp","poss","opp_poss","pace","fg","fga","fg_pct","fg3","fg3a","fg3_pct","efg_pct","ft","fta","ft_pct","pts","ast","stl","blk","tov","pf","diff_fg","diff_fga","diff_fg_pct","diff_fg3","diff_fg3a","diff_fg3_pct","diff_efg_pct","diff_ft","diff_fta","diff_ft_pct","diff_pts","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5"
"12","11","D. Favors†|†R. Gobert†|†J. Ingles†|†D. Mitchell†|†R. Rubio","UTA","2017-18","46","454.6","910","904","95.8","42.0","85.4",".492","10.7","28.3",".377",".554","12.8","17.3",".738","107.5","26.4","8.6","5.3","15.4","16.2","+3.2","-0.1","+.038","+1.5","+2.9","+.016","+.046","+3.8","+4.1","+.058","+11.6","Derrick Favors","Rudy Gobert","Joe Ingles","Donovan Mitchell","Ricky Rubio","/players/f/favorde01.html","/players/g/goberru01.html","/players/i/inglejo01.html","/players/m/mitchdo01.html","/players/r/rubiori01.html"
"13","12","A. Aminu†|†M. Harkless†|†D. Lillard†|†C. McCollum†|†J. Nurkic","POR","2017-18","30","441.0","897","899","97.7","41.8","88.7",".471","11.2","30.6",".367",".534","16.8","20.7",".811","111.6","22.6","9.0","7.1","12.2","18.3","+2.4","+4.1","+.005","+2.4","+7.0","-.007","+.016","+0.9","0.0","+.042","+8.1","Al-Farouq Aminu","Maurice Harkless","Damian Lillard","CJ McCollum","Jusuf Nurkiƒá","/players/a/aminual01.html","/players/h/harklma01.html","/players/l/lillada01.html","/players/m/mccolcj01.html","/players/n/nurkiju01.html"
"14","13","S. Curry†|†K. Durant†|†D. Green†|†Z. Pachulia†|†K. Thompson","GSW","2017-18","36","412.9","875","879","102.0","47.5","88.4",".538","14.5","33.0",".440",".620","13.4","15.5",".865","123.0","36.0","8.1","5.8","17.7","17.0","+2.9","-5.3","+.062","+1.4","+1.9","+.018","+.074","+1.6","-0.6","+.133","+8.8","Stephen Curry","Kevin Durant","Draymond Green","Zaza Pachulia","Klay Thompson","/players/c/curryst01.html","/players/d/duranke01.html","/players/g/greendr01.html","/players/p/pachuza01.html","/players/t/thompkl01.html"
"15","14","T. Hardaway†|†J. Jack†|†E. Kanter†|†C. Lee†|†K. Porzingis","NYK","2017-18","26","382.3","759","756","95.1","43.6","90.5",".481","10.2","25.7",".395",".537","15.2","18.1",".840","112.5","25.2","6.9","6.0","12.1","15.1","+4.9","+3.8","+.036","-3.0","-8.0","+.005","+.016","+3.5","+2.6","+.084","+10.3","Tim Hardaway","Jarrett Jack","Enes Kanter","Courtney Lee","Kristaps Porzi≈Üƒ£is","/players/h/hardati02.html","/players/j/jackja01.html","/players/k/kanteen01.html","/players/l/leeco01.html","/players/p/porzikr01.html"
"16","15","N. Bjelica†|†T. Gibson†|†J. Teague†|†K. Towns†|†A. Wiggins","MIN","2017-18","23","380.5","783","777","98.4","43.4","90.1",".482","7.2","21.1",".341",".522","17.5","22.1",".794","111.5","22.8","6.7","3.8","13.0","16.0","+3.3","+1.5","+.029","-4.0","-9.7","-.023","+.005","+4.2","+5.3","-.003","+6.7","Nemanja Bjelica","Taj Gibson","Jeff Teague","Karl-Anthony Towns","Andrew Wiggins","/players/b/bjeline01.html","/players/g/gibsota01.html","/players/t/teaguje01.html","/players/t/townska01.html","/players/w/wiggian01.html"
"17","16","B. Bogdanovic†|†D. Collison†|†V. Oladipo†|†D. Sabonis†|†T. Young","IND","2017-18","33","362.9","744","731","97.5","42.5","86.4",".492","8.7","23.8",".367",".542","16.3","20.1",".809","109.9","22.9","9.8","2.8","13.4","15.7","+1.5","-0.3","+.018","-1.1","-5.2","+.029","+.012","+7.4","+7.1","+.126","+9.3","Bojan Bogdanoviƒá","Darren Collison","Victor Oladipo","Domantas Sabonis","Thaddeus Young","/players/b/bogdabo02.html","/players/c/collida01.html","/players/o/oladivi01.html","/players/s/sabondo01.html","/players/y/youngth01.html"
"18","17","A. Baynes†|†J. Brown†|†A. Horford†|†K. Irving†|†J. Tatum","BOS","2017-18","36","353.2","687","690","93.6","43.1","84.9",".507","11.1","24.5",".456",".573","9.8","12.6",".774","107.1","24.1","6.4","6.0","12.9","17.5","+6.0","-0.7","+.074","+0.1","-5.4","+.087","+.075","-0.7","-1.1","+.012","+11.4","Aron Baynes","Jaylen Brown","Al Horford","Kyrie Irving","Jayson Tatum","/players/b/baynear01.html","/players/b/brownja02.html","/players/h/horfoal01.html","/players/i/irvinky01.html","/players/t/tatumja01.html"
"19","18","J. CalderÛn†|†J. Crowder†|†L. James†|†K. Love†|†J. Smith","CLE","2017-18","22","351.8","696","695","94.9","40.4","82.1",".492","15.6","37.0",".421",".586","13.9","16.5",".843","110.3","26.9","8.5","3.1","13.0","13.5","-1.2","-3.4","+.005","+4.4","+8.2","+.032","+.035","+5.5","+4.8","+.122","+7.4","Jos√© Calder√≥n","Jae Crowder","LeBron James","Kevin Love","J.R. Smith","/players/c/caldejo01.html","/players/c/crowdja01.html","/players/j/jamesle01.html","/players/l/loveke01.html","/players/s/smithjr01.html"
"20","19","W. Chandler†|†G. Harris†|†N. Jokic†|†P. Millsap†|†J. Murray","DEN","2017-18","23","344.5","695","697","97.0","43.6","87.6",".498","12.0","30.4",".394",".566","14.2","17.0",".836","113.4","27.4","9.5","4.2","13.2","15.5","+2.5","+2.2","+.016","-0.3","+0.6","-.017","+.013","+3.6","+3.9","+.028","+8.4","Wilson Chandler","Gary Harris","Nikola Jokiƒá","Paul Millsap","Jamal Murray","/players/c/chandwi01.html","/players/h/harriga01.html","/players/j/jokicni01.html","/players/m/millspa01.html","/players/m/murraja01.html"
"21","20","S. Adams†|†C. Anthony†|†C. Brewer†|†P. George†|†R. Westbrook","OKC","2017-18","16","342.9","740","727","102.7","41.2","91.7",".449","11.3","29.8",".380",".511","20.9","30.5",".683","114.5","23.1","10.2","3.2","15.5","19.0","-1.8","+4.5","-.044","-0.6","-0.8","-.008","-0.050","+6.6","+12.3","-.101","+2.4","Steven Adams","Carmelo Anthony","Corey Brewer","Paul George","Russell Westbrook","/players/a/adamsst01.html","/players/a/anthoca01.html","/players/b/breweco01.html","/players/g/georgpa01.html","/players/w/westbru01.html"
"24","21","C. Miles†|†J. Poeltl†|†P. Siakam†|†F. VanVleet†|†D. Wright","TOR","2017-18","37","337.9","658","649","92.8","43.3","86.1",".503","14.2","34.7",".410",".586","11.9","14.3",".832","112.8","29.7","8.8","7.7","13.5","22.7","+8.2","+2.1","+.085","+6.7","+11.4","+.087","+.123","-6.0","-7.1","-.003","+17.2","C.J. Miles","Jakob Poeltl","Pascal Siakam","Fred VanVleet","Delon Wright","/players/m/milescj01.html","/players/p/poeltja01.html","/players/s/siakapa01.html","/players/v/vanvlfr01.html","/players/w/wrighde01.html"
"25","22","B. Bogdanovic†|†C. Joseph†|†V. Oladipo†|†M. Turner†|†T. Young","IND","2017-18","37","327.9","653","657","95.9","39.7","86.5",".459","10.0","26.5",".376",".516","17.3","21.4",".808","106.6","19.8","10.0","5.4","13.5","16.2","+3.5","+0.1","+.040","-0.1","-5.0","+.055","+.039","+4.4","+4.5","+.043","+11.3","Bojan Bogdanoviƒá","Cory Joseph","Victor Oladipo","Myles Turner","Thaddeus Young","/players/b/bogdabo02.html","/players/j/josepco01.html","/players/o/oladivi01.html","/players/t/turnemy01.html","/players/y/youngth01.html"
"26","23","D. Carroll†|†A. Crabbe†|†S. Dinwiddie†|†R. Hollis-Jefferson†|†T. Zeller","BRK","2017-18","28","314.7","617","615","93.9","39.7","89.5",".443","13.1","35.8",".366",".516","12.8","15.3",".840","105.2","26.1","4.9","4.4","12.4","16.5","0.0","+1.7","-.008","+7.3","+18.0","+.041","+.032","+0.5","-1.7","+.110","+7.8","DeMarre Carroll","Allen Crabbe","Spencer Dinwiddie","Rondae Hollis-Jefferson","Tyler Zeller","/players/c/carrode01.html","/players/c/crabbal01.html","/players/d/dinwisp01.html","/players/h/holliro01.html","/players/z/zellety01.html"
"27","24","W. Barton†|†W. Chandler†|†N. Jokic†|†P. Millsap†|†J. Murray","DEN","2017-18","19","313.4","612","592","92.2","42.1","89.0",".473","14.7","33.8",".434",".556","15.0","18.1",".831","113.9","25.4","7.5","4.9","11.3","15.3","+1.8","+3.5","+.002","+3.2","+5.8","+.025","+.017","+4.9","+3.2","+.150","+11.8","Will Barton","Wilson Chandler","Nikola Jokiƒá","Paul Millsap","Jamal Murray","/players/b/bartowi01.html","/players/c/chandwi01.html","/players/j/jokicni01.html","/players/m/millspa01.html","/players/m/murraja01.html"
"28","25","W. Barton†|†W. Chandler†|†G. Harris†|†N. Jokic†|†J. Murray","DEN","2017-18","32","296.9","619","600","98.5","46.1","91.0",".506","15.2","36.5",".416",".590","14.4","17.9",".802","121.7","29.3","8.4","3.4","15.2","17.5","+1.3","+6.5","-.023","+5.2","+8.9","+.053","+.001","-1.1","-3.7","+.085","+6.6","Will Barton","Wilson Chandler","Gary Harris","Nikola Jokiƒá","Jamal Murray","/players/b/bartowi01.html","/players/c/chandwi01.html","/players/h/harriga01.html","/players/j/jokicni01.html","/players/m/murraja01.html"
"29","26","T. Ariza†|†C. Capela†|†J. Harden†|†C. Paul†|†P. Tucker","HOU","2017-18","21","266.2","520","517","93.5","36.8","83.9",".439","13.3","37.7",".354",".518","17.9","24.5",".728","104.8","21.8","9.6","4.9","15.1","17.9","-3.2","-1.3","-.032","+4.0","+11.5","-.005","-0.007","+5.8","+7.8","+.008","+3.2","Trevor Ariza","Clint Capela","James Harden","Chris Paul","P.J. Tucker","/players/a/arizatr01.html","/players/c/capelca01.html","/players/h/hardeja01.html","/players/p/paulch01.html","/players/t/tuckepj01.html"
"30","27","J. Butler†|†T. Gibson†|†T. Jones†|†K. Towns†|†A. Wiggins","MIN","2017-18","21","259.6","505","496","92.6","42.9","87.3",".492","7.8","22.9",".339",".536","19.8","25.7",".770","113.4","26.1","10.0","5.7","9.2","14.1","+9.1","+6.5","+.073","-0.9","-3.1","+.005","+.063","+6.8","+10.2","-.064","+24.0","Jimmy Butler","Taj Gibson","Tyus Jones","Karl-Anthony Towns","Andrew Wiggins","/players/b/butleji01.html","/players/g/gibsota01.html","/players/j/jonesty01.html","/players/t/townska01.html","/players/w/wiggian01.html"
"31","28","R. Bullock†|†A. Drummond†|†B. Griffin†|†S. Johnson†|†I. Smith","DET","2017-18","21","256.7","539","538","100.7","40.2","87.9",".457","8.4","24.7",".341",".505","18.1","23.0",".789","107.0","22.4","8.0","5.6","15.0","17.8","+3.4","-2.6","+.050","-3.6","-11.0","+.006","+.032","+4.7","+6.4","-.020","+7.9","Reggie Bullock","Andre Drummond","Blake Griffin","Stanley Johnson","Ish Smith","/players/b/bullore01.html","/players/d/drumman01.html","/players/g/griffbl01.html","/players/j/johnsst04.html","/players/s/smithis01.html"
"32","29","D. Howard†|†M. Kidd-Gilchrist†|†J. Lamb†|†K. Walker†|†M. Williams","CHO","2017-18","25","231.0","471","472","98.0","39.1","85.2",".459","6.9","18.5",".371",".499","21.2","31.6",".671","106.2","18.9","5.2","5.2","13.9","17.7","-0.2","-4.6","+.021","-6.0","-17.3","+.010","-0.010","+6.4","+12.9","-.118","0.0","Dwight Howard","Michael Kidd-Gilchrist","Jeremy Lamb","Kemba Walker","Marvin Williams","/players/h/howardw01.html","/players/k/kiddgmi01.html","/players/l/lambje01.html","/players/w/walkeke02.html","/players/w/willima02.html"
"33","30","J. Barea†|†Y. Ferrell†|†D. Harris†|†D. Nowitzki†|†D. Powell","DAL","2017-18","34","229.9","460","445","94.5","41.3","82.3",".503","10.9","29.4",".369",".569","18.2","21.9",".829","111.7","29.0","6.7","1.7","11.9","16.9","+7.1","-1.0","+.092","+1.3","+0.2","+.040","+.100","+6.9","+7.1","+.068","+22.3","J.J. Barea","Yogi Ferrell","Devin Harris","Dirk Nowitzki","Dwight Powell","/players/b/bareajo01.html","/players/f/ferreyo01.html","/players/h/harride01.html","/players/n/nowitdi01.html","/players/p/poweldw01.html"
"34","31","G. Antetokounmpo†|†E. Bledsoe†|†M. Brogdon†|†J. Henson†|†K. Middleton","MIL","2017-18","23","222.3","446","438","95.4","40.8","83.1",".491","6.7","20.3",".330",".531","23.3","27.9",".837","111.6","21.8","9.7","4.8","14.0","19.7","+4.3","+2.6","+.038","-2.8","-7.8","-.009","+.019","+7.3","+5.4","+.126","+13.2","Giannis Antetokounmpo","Eric Bledsoe","Malcolm Brogdon","John Henson","Khris Middleton","/players/a/antetgi01.html","/players/b/bledser01.html","/players/b/brogdma01.html","/players/h/hensojo01.html","/players/m/middlkh01.html"
"35","32","R. Anderson†|†T. Ariza†|†C. Capela†|†E. Gordon†|†J. Harden","HOU","2017-18","25","216.8","437","436","96.7","41.9","86.6",".483","17.5","46.1",".380",".584","20.4","24.8",".821","121.6","26.6","5.5","4.7","13.7","16.2","+2.0","-3.1","+.039","+9.3","+21.0","+.052","+.094","+9.1","+10.6","+.025","+22.4","Ryan Anderson","Trevor Ariza","Clint Capela","Eric Gordon","James Harden","/players/a/anderry01.html","/players/a/arizatr01.html","/players/c/capelca01.html","/players/g/gordoer01.html","/players/h/hardeja01.html"
"36","33","A. Davis†|†J. Holiday†|†N. Mirotic†|†E. Moore†|†R. Rondo","NOP","2017-18","21","203.6","440","434","103.0","46.9","93.1",".504","12.3","27.6",".444",".570","15.3","21.5",".714","121.4","28.3","9.7","8.5","13.9","18.6","+8.3","-0.7","+.092","+2.4","-2.4","+.114","+.105","+1.2","+4.0","-.097","+20.0","Anthony Davis","Jrue Holiday","Nikola Mirotiƒá","E'Twaun Moore","Rajon Rondo","/players/d/davisan02.html","/players/h/holidjr01.html","/players/m/mirotni01.html","/players/m/mooreet01.html","/players/r/rondora01.html"
"37","34","B. Beal†|†M. Gortat†|†K. Oubre†|†O. Porter†|†J. Wall","WAS","2017-18","24","203.0","435","430","102.3","40.0","86.5",".462","11.6","28.4",".408",".529","24.1","30.7",".785","115.6","24.8","10.6","5.7","14.4","19.2","+2.1","-0.2","+.026","+3.1","+0.9","+.098","+.044","+8.5","+9.2","+.059","+15.8","Bradley Beal","Marcin Gortat","Kelly Oubre","Otto Porter","John Wall","/players/b/bealbr01.html","/players/g/gortama01.html","/players/o/oubreke01.html","/players/p/porteot01.html","/players/w/walljo01.html"
"38","35","¡. Abrines†|†S. Adams†|†C. Anthony†|†P. George†|†R. Westbrook","OKC","2017-18","38","196.1","424","402","101.1","44.1","96.2",".458","13.7","36.7",".373",".529","18.4","23.5",".781","120.2","23.5","7.1","4.2","13.9","19.1","+1.2","+8.6","-.031","+1.0","+3.4","-.009","-0.032","+2.9","+5.1","-.059","+6.4","√Ålex Abrines","Steven Adams","Carmelo Anthony","Paul George","Russell Westbrook","/players/a/abrinal01.html","/players/a/adamsst01.html","/players/a/anthoca01.html","/players/g/georgpa01.html","/players/w/westbru01.html"
"39","36","D. Brooks†|†T. Evans†|†M. Gasol†|†J. Green†|†A. Harrison","MEM","2017-18","21","195.5","366","368","90.1","40.8","82.0",".497","10.8","27.3",".396",".563","10.1","11.5",".872","102.4","24.6","8.1","3.9","13.3","21.4","+8.3","+4.7","+.078","+1.2","-1.7","+.066","+.082","-6.9","-9.6","+.070","+11.0","Dillon Brooks","Tyreke Evans","Marc Gasol","JaMychal Green","Andrew Harrison","/players/b/brookdi01.html","/players/e/evansty01.html","/players/g/gasolma01.html","/players/g/greenja01.html","/players/h/harrian01.html"
"40","37","J. Crowder†|†R. Gobert†|†J. Ingles†|†D. Mitchell†|†R. Rubio","UTA","2017-18","20","192.7","401","390","98.5","39.4","84.9",".463","12.2","35.1",".348",".535","28.1","35.9",".785","119.1","24.9","9.7","6.0","13.4","22.4","+8.5","+2.2","+.090","+3.5","+11.5","-.021","+.109","+11.5","+14.2","+.015","+31.9","Jae Crowder","Rudy Gobert","Joe Ingles","Donovan Mitchell","Ricky Rubio","/players/c/crowdja01.html","/players/g/goberru01.html","/players/i/inglejo01.html","/players/m/mitchdo01.html","/players/r/rubiori01.html"
"41","38","D. Augustin†|†E. Fournier†|†A. Gordon†|†J. Simmons†|†N. Vucevic","ORL","2017-18","16","190.8","401","395","100.1","42.0","85.3",".493","12.3","29.7",".415",".565","13.3","20.1",".663","109.7","27.9","7.5","4.8","14.6","17.6","-1.3","-5.3","+.015","+3.3","+1.8","+.091","+.037","+0.8","+3.3","-.084","+1.5","D.J. Augustin","Evan Fournier","Aaron Gordon","Jonathon Simmons","Nikola Vuƒçeviƒá","/players/a/augusdj01.html","/players/f/fournev01.html","/players/g/gordoaa01.html","/players/s/simmojo02.html","/players/v/vucevni01.html"
"42","39","L. Aldridge†|†K. Anderson†|†D. Green†|†P. Mills†|†D. Murray","SAS","2017-18","21","188.7","359","369","92.6","41.5","89.8",".462","8.9","25.7",".347",".511","8.1","10.7",".762","100.0","23.1","8.9","7.6","12.5","16.3","+6.1","+5.3","+.043","+2.0","0.0","+.079","+.052","-5.1","-5.9","-.038","+9.2","LaMarcus Aldridge","Kyle Anderson","Danny Green","Patty Mills","Dejounte Murray","/players/a/aldrila01.html","/players/a/anderky01.html","/players/g/greenda02.html","/players/m/millspa02.html","/players/m/murrade01.html"
"43","40","D. Cousins†|†D. Cunningham†|†A. Davis†|†J. Holiday†|†E. Moore","NOP","2017-18","15","187.8","390","389","99.6","42.2","86.6",".487","9.5","28.4",".333",".541","13.0","17.1",".761","106.8","28.6","9.2","7.4","16.4","15.8","+2.8","-2.6","+.045","-3.6","-1.8","-.099","+.027","+3.8","+5.9","-.057","+5.9","DeMarcus Cousins","Dante Cunningham","Anthony Davis","Jrue Holiday","E'Twaun Moore","/players/c/couside01.html","/players/c/cunnida01.html","/players/d/davisan02.html","/players/h/holidjr01.html","/players/m/mooreet01.html"
"46","41","R. Anderson†|†T. Ariza†|†C. Capela†|†J. Harden†|†C. Paul","HOU","2017-18","17","185.8","386","380","98.9","45.2","87.6",".516","19.6","41.8",".469",".628","11.6","17.3",".672","121.7","28.4","9.6","4.6","13.9","17.0","-0.8","-0.5","-.006","+8.5","+15.8","+.043","+.043","+2.8","+7.0","-.178","+9.8","Ryan Anderson","Trevor Ariza","Clint Capela","James Harden","Chris Paul","/players/a/anderry01.html","/players/a/arizatr01.html","/players/c/capelca01.html","/players/h/hardeja01.html","/players/p/paulch01.html"
"47","42","W. Chandler†|†G. Harris†|†N. Jokic†|†J. Murray†|†M. Plumlee","DEN","2017-18","17","182.2","352","355","93.1","40.8","84.3",".484","9.0","26.1",".343",".538","15.0","17.9",".838","105.6","25.3","7.1","5.5","15.5","14.5","+1.8","-3.4","+.040","-2.4","-1.6","-.066","+.028","+4.0","+2.9","+.101","+5.3","Wilson Chandler","Gary Harris","Nikola Jokiƒá","Jamal Murray","Mason Plumlee","/players/c/chandwi01.html","/players/h/harriga01.html","/players/j/jokicni01.html","/players/m/murraja01.html","/players/p/plumlma01.html"
"48","43","K. Caldwell-Pope†|†J. Hart†|†B. Ingram†|†B. Lopez†|†J. Randle","LAL","2017-18","10","174.3","359","362","99.3","47.9","89.5",".535","13.8","29.2",".472",".612","10.2","15.7",".649","119.8","27.5","6.3","4.7","14.9","17.9","+5.2","-0.3","+.060","+2.8","-0.6","+.101","+.075","-4.1","-3.6","-.094","+9.1","Kentavious Caldwell-Pope","Josh Hart","Brandon Ingram","Brook Lopez","Julius Randle","/players/c/caldwke01.html","/players/h/hartjo01.html","/players/i/ingrabr01.html","/players/l/lopezbr01.html","/players/r/randlju01.html"
"49","44","S. Adams†|†C. Anthony†|†P. George†|†J. Huestis†|†R. Westbrook","OKC","2017-18","28","173.1","348","346","96.2","45.5","91.2",".498","10.0","27.5",".364",".553","16.4","22.5",".728","117.3","22.5","10.3","5.5","14.1","15.8","+4.4","+2.5","+.036","-4.7","-4.2","-.101","+.008","+5.5","+8.9","-.068","+9.7","Steven Adams","Carmelo Anthony","Paul George","Josh Huestis","Russell Westbrook","/players/a/adamsst01.html","/players/a/anthoca01.html","/players/g/georgpa01.html","/players/h/huestjo01.html","/players/w/westbru01.html"
"50","45","T. Harris†|†D. Jordan†|†A. Rivers†|†S. Thornwell†|†L. Williams","LAC","2017-18","16","162.8","325","330","96.5","43.6","85.8",".509","8.5","21.8",".392",".558","19.2","25.1",".765","115.0","22.7","7.4","4.1","13.6","17.7","+2.9","-2.9","+.050","-2.1","-9.4","+.052","+.040","+3.2","+6.2","-.079","+7.1","Tobias Harris","DeAndre Jordan","Austin Rivers","Sindarius Thornwell","Lou Williams","/players/h/harrito02.html","/players/j/jordade01.html","/players/r/riverau01.html","/players/t/thornsi01.html","/players/w/willilo02.html"
"51","46","T. Ariza†|†C. Capela†|†E. Gordon†|†J. Harden†|†P. Tucker","HOU","2017-18","30","158.9","318","317","95.9","35.6","85.5",".417","11.2","40.5",".276",".482","25.1","33.2",".755","107.5","21.4","8.8","4.8","14.2","16.6","-6.0","-0.3","-.069","+3.9","+15.7","-.017","-0.046","+13.6","+18.7","-.037","+5.4","Trevor Ariza","Clint Capela","Eric Gordon","James Harden","P.J. Tucker","/players/a/arizatr01.html","/players/c/capelca01.html","/players/g/gordoer01.html","/players/h/hardeja01.html","/players/t/tuckepj01.html"
