"","ranker","lineup","team_id","season","g","mp","poss","opp_poss","pace","fg","fga","fg_pct","fg3","fg3a","fg3_pct","efg_pct","ft","fta","ft_pct","pts","ast","stl","blk","tov","pf","diff_fg","diff_fga","diff_fg_pct","diff_fg3","diff_fg3a","diff_fg3_pct","diff_efg_pct","diff_ft","diff_fta","diff_ft_pct","diff_pts","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5"
"12","11","G. Henderson†|†A. Jefferson†|†M. Kidd-Gilchrist†|†J. McRoberts†|†K. Walker","CHA","2013-14","35","526.3","965","968","88.2","38.6","79.7",".484","5.6","16.2",".343",".519","14.0","19.8",".710","96.8","24.6","5.4","3.8","11.0","14.5","+3.5","-1.0","+.049","-2.5","-5.8","-.021","+.034","+4.6","+6.7","-.013","+9.0","Gerald Henderson","Al Jefferson","Michael Kidd-Gilchrist","Josh McRoberts","Kemba Walker","/players/h/hendege02.html","/players/j/jeffeal01.html","/players/k/kiddgmi01.html","/players/m/mcrobjo01.html","/players/w/walkeke02.html"
"13","12","G. Dragic†|†C. Frye†|†G. Green†|†M. Plumlee†|†P. Tucker","PHO","2013-14","45","525.6","1043","1044","95.3","42.2","84.0",".502","11.6","26.7",".435",".571","12.1","16.8",".723","108.1","20.4","7.8","5.3","15.3","21.2","+1.4","-1.3","+.024","+4.7","+10.0","+.023","+.052","-6.8","-6.1","-.106","+0.6","Goran Dragiƒá","Channing Frye","Gerald Green","Miles Plumlee","P.J. Tucker","/players/d/dragigo01.html","/players/f/fryech01.html","/players/g/greenge01.html","/players/p/plumlmi01.html","/players/t/tuckepj01.html"
"14","13","W. Chandler†|†K. Faried†|†R. Foye†|†J. Hickson†|†T. Lawson","DEN","2013-14","40","489.0","1006","1004","98.6","41.7","86.9",".480","8.9","25.2",".354",".532","16.5","24.7",".667","108.9","25.8","7.0","5.2","15.6","19.4","-1.2","-3.2","+.004","+2.7","+5.3","+.044","+.021","+1.6","+4.8","-.082","+2.0","Wilson Chandler","Kenneth Faried","Randy Foye","J.J. Hickson","Ty Lawson","/players/c/chandwi01.html","/players/f/farieke01.html","/players/f/foyera01.html","/players/h/hicksjj01.html","/players/l/lawsoty01.html"
"15","14","T. Ariza†|†B. Beal†|†M. Gortat†|†N. Hil·rio†|†J. Wall","WAS","2013-14","39","485.8","984","974","96.7","41.5","84.3",".492","7.8","17.7",".441",".539","13.7","19.7",".698","104.5","26.2","9.7","5.0","15.3","15.5","+4.2","+2.1","+.039","+1.3","-1.7","+.105","+.046","+0.2","+1.6","-.050","+10.0","Trevor Ariza","Bradley Beal","Marcin Gortat","Nen√™ Hil√°rio","John Wall","/players/a/arizatr01.html","/players/b/bealbr01.html","/players/g/gortama01.html","/players/h/hilarne01.html","/players/w/walljo01.html"
"16","15","E. Bledsoe†|†G. Dragic†|†C. Frye†|†M. Plumlee†|†P. Tucker","PHO","2013-14","35","435.7","852","841","93.2","39.8","85.6",".465","8.6","25.2",".341",".515","13.5","17.3",".783","101.7","19.3","9.1","4.5","14.4","19.7","+5.6","+3.9","+.047","+3.2","+8.2","+.024","+.064","-1.7","-2.4","+.012","+12.8","Eric Bledsoe","Goran Dragiƒá","Channing Frye","Miles Plumlee","P.J. Tucker","/players/b/bledser01.html","/players/d/dragigo01.html","/players/f/fryech01.html","/players/p/plumlmi01.html","/players/t/tuckepj01.html"
"17","16","S. Battier†|†C. Bosh†|†M. Chalmers†|†L. James†|†D. Wade","MIA","2013-14","35","429.0","844","846","94.5","41.7","78.1",".534","6.9","19.6",".354",".579","16.4","21.0",".782","106.8","27.1","11.1","4.5","14.9","16.8","+3.0","-6.2","+.075","-3.8","-6.4","-.060","+.056","+3.2","+3.0","+.049","+5.5","Shane Battier","Chris Bosh","Mario Chalmers","LeBron James","Dwyane Wade","/players/b/battish01.html","/players/b/boshch01.html","/players/c/chalmma01.html","/players/j/jamesle01.html","/players/w/wadedw01.html"
"18","17","D. Carroll†|†A. Horford†|†K. Korver†|†P. Millsap†|†J. Teague","ATL","2013-14","24","391.6","776","784","95.6","40.2","81.5",".493","6.5","18.3",".356",".533","12.9","19.9",".648","99.8","27.5","9.2","5.5","14.3","16.9","+0.7","-4.0","+.032","+0.1","-2.1","+.042","+.035","-1.2","+0.9","-.094","+0.4","DeMarre Carroll","Al Horford","Kyle Korver","Paul Millsap","Jeff Teague","/players/c/carrode01.html","/players/h/horfoal01.html","/players/k/korveky01.html","/players/m/millspa01.html","/players/t/teaguje01.html"
"19","18","J. Harden†|†D. Howard†|†T. Jones†|†J. Lin†|†C. Parsons","HOU","2013-14","32","328.0","668","669","97.8","40.2","78.3",".514","7.2","20.0",".358",".560","24.3","34.8",".697","112.0","23.1","7.3","7.3","16.2","16.1","-2.6","-15.2","+.055","-3.2","-7.2","-.024","+.046","+12.9","+19.2","-.031","+4.4","James Harden","Dwight Howard","Terrence Jones","Jeremy Lin","Chandler Parsons","/players/h/hardeja01.html","/players/h/howardw01.html","/players/j/joneste01.html","/players/l/linje01.html","/players/p/parsoch01.html"
"20","19","M. Barnes†|†D. Collison†|†B. Griffin†|†D. Jordan†|†C. Paul","LAC","2013-14","28","325.8","641","640","94.4","42.7","81.6",".523","7.7","18.9",".406",".570","20.2","27.5",".733","113.3","26.1","9.9","5.6","13.7","17.5","+5.0","-3.2","+.079","-0.7","-4.0","+.039","+.076","+4.9","+8.0","-.049","+14.1","Matt Barnes","Darren Collison","Blake Griffin","DeAndre Jordan","Chris Paul","/players/b/barnema02.html","/players/c/collida01.html","/players/g/griffbl01.html","/players/j/jordade01.html","/players/p/paulch01.html"
"21","20","P. Antic†|†D. Carroll†|†K. Korver†|†P. Millsap†|†J. Teague","ATL","2013-14","24","297.6","572","566","91.8","35.0","82.1",".426","13.4","34.8",".384",".508","16.6","20.0",".831","100.0","25.3","8.4","4.0","13.2","20.6","+0.2","+4.2","-.021","+5.5","+13.5","+.013","+.010","-0.6","-3.5","+.098","+5.2","Pero Antiƒá","DeMarre Carroll","Kyle Korver","Paul Millsap","Jeff Teague","/players/a/anticpe01.html","/players/c/carrode01.html","/players/k/korveky01.html","/players/m/millspa01.html","/players/t/teaguje01.html"
"24","21","J. Dudley†|†B. Griffin†|†D. Jordan†|†C. Paul†|†J. Redick","LAC","2013-14","16","289.8","575","575","95.2","42.2","84.5",".500","7.8","21.2",".367",".546","15.4","20.7",".744","107.7","31.0","8.9","4.3","14.1","19.2","+2.5","+0.8","+.025","+1.8","+1.8","+.059","+.035","+1.0","+1.7","-.013","+7.8","Jared Dudley","Blake Griffin","DeAndre Jordan","Chris Paul","J.J. Redick","/players/d/dudleja01.html","/players/g/griffbl01.html","/players/j/jordade01.html","/players/p/paulch01.html","/players/r/redicjj01.html"
"25","22","C. Anthony†|†T. Chandler†|†R. Felton†|†J. Smith†|†A. Stoudemire","NYK","2013-14","25","285.7","523","518","87.5","39.2","82.0",".477","10.2","23.4",".439",".540","12.3","15.1",".811","100.8","22.5","6.0","3.9","11.4","18.1","+1.8","+1.2","+.016","+0.8","+0.2","+.033","+.020","-2.7","-4.0","+.030","+1.8","Carmelo Anthony","Tyson Chandler","Raymond Felton","J.R. Smith","Amar'e Stoudemire","/players/a/anthoca01.html","/players/c/chandty01.html","/players/f/feltora01.html","/players/s/smithjr01.html","/players/s/stoudam01.html"
"26","23","J. Johnson†|†S. Livingston†|†P. Pierce†|†M. Plumlee†|†D. Williams","BRK","2013-14","26","284.3","513","518","87.0","37.1","73.3",".507","10.1","25.0",".405",".576","15.2","18.4",".826","99.6","22.5","11.6","3.4","14.0","18.1","+1.0","-4.1","+.040","+0.2","+2.2","-.032","+.044","+1.0","+0.8","+.018","+3.2","Joe Johnson","Shaun Livingston","Paul Pierce","Mason Plumlee","Deron Williams","/players/j/johnsjo02.html","/players/l/livinsh01.html","/players/p/piercpa01.html","/players/p/plumlma01.html","/players/w/willide01.html"
"27","24","J. Crawford†|†J. Dudley†|†B. Griffin†|†D. Jordan†|†C. Paul","LAC","2013-14","36","273.4","553","550","96.8","40.2","83.4",".482","7.9","22.8",".346",".529","18.1","25.1",".720","106.4","28.6","8.3","5.3","15.5","18.6","+2.6","-1.1","+.037","-0.5","+1.6","-.051","+.035","+3.0","+5.1","-.034","+7.7","Jamal Crawford","Jared Dudley","Blake Griffin","DeAndre Jordan","Chris Paul","/players/c/crawfja01.html","/players/d/dudleja01.html","/players/g/griffbl01.html","/players/j/jordade01.html","/players/p/paulch01.html"
"28","25","M. Barnes†|†J. Crawford†|†B. Griffin†|†D. Jordan†|†C. Paul","LAC","2013-14","28","269.7","554","550","98.2","41.8","81.9",".511","8.7","22.8",".383",".564","25.4","35.6",".715","117.8","27.8","11.9","5.7","12.1","18.9","+5.2","-5.9","+.093","+0.7","-2.0","+.059","+.101","+8.7","+13.3","-.037","+19.8","Matt Barnes","Jamal Crawford","Blake Griffin","DeAndre Jordan","Chris Paul","/players/b/barnema02.html","/players/c/crawfja01.html","/players/g/griffbl01.html","/players/j/jordade01.html","/players/p/paulch01.html"
"29","26","T. Ariza†|†M. Gortat†|†N. Hil·rio†|†J. Wall†|†M. Webster","WAS","2013-14","40","263.1","530","530","96.7","37.4","79.4",".471","8.9","19.9",".450",".528","21.0","29.6",".710","104.7","23.0","10.4","4.4","14.0","16.6","+2.0","-0.5","+.028","+0.9","-0.5","+.057","+.034","+5.1","+10.9","-.143","+10.0","Trevor Ariza","Marcin Gortat","Nen√™ Hil√°rio","John Wall","Martell Webster","/players/a/arizatr01.html","/players/g/gortama01.html","/players/h/hilarne01.html","/players/w/walljo01.html","/players/w/webstma02.html"
"30","27","T. Duncan†|†D. Green†|†K. Leonard†|†T. Parker†|†T. Splitter","SAS","2013-14","30","261.9","512","513","93.9","39.8","84.1",".473","5.5","13.7",".400",".505","12.6","15.4",".821","97.7","24.0","7.7","7.1","13.0","10.3","+3.7","-4.8","+.067","-0.5","-0.9","-.013","+.065","+6.4","+7.1","+.066","+13.2","Tim Duncan","Danny Green","Kawhi Leonard","Tony Parker","Tiago Splitter","/players/d/duncati01.html","/players/g/greenda02.html","/players/l/leonaka01.html","/players/p/parketo01.html","/players/s/splitti01.html"
"31","28","L. Deng†|†S. Hawes†|†K. Irving†|†J. Jack†|†T. Thompson","CLE","2013-14","13","240.7","464","460","92.1","38.5","84.1",".457","8.0","20.3",".392",".505","16.7","20.9",".800","101.7","23.7","5.6","3.8","13.0","12.8","-0.8","-2.6","+.004","-4.0","-7.4","-.039","-0.017","+7.8","+7.6","+.128","+2.2","Luol Deng","Spencer Hawes","Kyrie Irving","Jarrett Jack","Tristan Thompson","/players/d/denglu01.html","/players/h/hawessp01.html","/players/i/irvinky01.html","/players/j/jackja01.html","/players/t/thomptr01.html"
"32","29","D. Cousins†|†R. Gay†|†I. Thomas†|†J. Thompson†|†M. Thornton","SAC","2013-14","19","228.5","448","439","93.2","39.7","82.1",".483","6.3","17.0",".370",".522","18.5","25.2",".733","104.2","21.8","8.0","5.7","17.9","19.5","+3.8","+2.7","+.031","-0.4","+1.3","-.056","+.027","+5.0","+5.3","+.060","+12.2","DeMarcus Cousins","Rudy Gay","Isaiah Thomas","Jason Thompson","Marcus Thornton","/players/c/couside01.html","/players/g/gayru01.html","/players/t/thomais02.html","/players/t/thompja02.html","/players/t/thornma01.html"
"33","30","D. Augustin†|†J. Butler†|†T. Gibson†|†K. Hinrich†|†J. Noah","CHI","2013-14","35","227.4","401","398","84.3","31.5","72.0",".437","9.3","23.2",".400",".501","22.8","30.4",".750","95.0","21.7","7.2","4.0","11.6","17.3","+1.3","-3.8","+.039","+3.6","+4.4","+.097","+.066","+5.7","+10.1","-.094","+11.8","D.J. Augustin","Jimmy Butler","Taj Gibson","Kirk Hinrich","Joakim Noah","/players/a/augusdj01.html","/players/b/butleji01.html","/players/g/gibsota01.html","/players/h/hinriki01.html","/players/n/noahjo01.html"
"34","31","N. Batum†|†D. Lillard†|†R. Lopez†|†W. Matthews†|†D. Wright","POR","2013-14","15","211.9","424","419","95.5","37.2","84.7",".439","11.8","33.1",".356",".508","19.7","23.1",".853","105.8","23.1","4.8","5.0","15.4","13.4","-4.8","-6.1","-.023","+5.9","+16.3","+.005","+.014","+9.1","+9.1","+.095","+5.4","Nicolas Batum","Damian Lillard","Robin Lopez","Wesley Matthews","Dorell Wright","/players/b/batumni01.html","/players/l/lillada01.html","/players/l/lopezro01.html","/players/m/matthwe02.html","/players/w/wrighdo01.html"
"35","32","D. Augustin†|†J. Butler†|†M. Dunleavy†|†T. Gibson†|†J. Noah","CHI","2013-14","36","211.5","379","386","86.8","34.7","74.4",".466","6.6","18.6",".354",".511","23.4","28.1",".831","99.4","22.9","6.4","5.7","13.6","16.6","+0.2","-7.7","+.047","-1.4","-2.0","-.031","+.042","+10.9","+10.7","+.116","+10.0","D.J. Augustin","Jimmy Butler","Mike Dunleavy","Taj Gibson","Joakim Noah","/players/a/augusdj01.html","/players/b/butleji01.html","/players/d/dunlemi02.html","/players/g/gibsota01.html","/players/n/noahjo01.html"
"36","33","T. Ariza†|†T. Booker†|†M. Gortat†|†J. Wall†|†M. Webster","WAS","2013-14","45","200.0","394","392","94.3","42.5","85.2",".499","10.6","25.2",".419",".561","13.4","17.5",".767","109.0","25.2","7.4","4.1","14.4","19.7","+3.4","+2.9","+.023","+3.1","+5.0","+.050","+.040","-3.4","-3.4","-.037","+6.5","Trevor Ariza","Trevor Booker","Marcin Gortat","John Wall","Martell Webster","/players/a/arizatr01.html","/players/b/booketr01.html","/players/g/gortama01.html","/players/w/walljo01.html","/players/w/webstma02.html"
"37","34","A. Aminu†|†A. Davis†|†E. Gordon†|†J. Holiday†|†J. Smith","NOP","2013-14","16","199.9","388","391","93.5","38.7","85.5",".452","2.9","7.7",".375",".469","16.1","20.9",".770","96.3","25.5","11.3","8.9","12.5","19.5","-0.5","+2.9","-.022","-4.1","-11.8","+.017","-0.047","+5.5","+5.0","+.103","+0.5","Al-Farouq Aminu","Anthony Davis","Eric Gordon","Jrue Holiday","Jason Smith","/players/a/aminual01.html","/players/d/davisan02.html","/players/g/gordoer01.html","/players/h/holidjr01.html","/players/s/smithja02.html"
"38","35","E. Brand†|†D. Carroll†|†K. Korver†|†P. Millsap†|†J. Teague","ATL","2013-14","33","199.7","384","388","92.8","38.5","79.1",".486","10.6","26.0",".407",".553","13.0","18.3",".711","100.5","27.6","7.5","5.5","17.8","17.1","+3.1","+0.7","+.035","+3.4","+4.6","+.070","+.056","+1.0","-1.0","+.086","+10.6","Elton Brand","DeMarre Carroll","Kyle Korver","Paul Millsap","Jeff Teague","/players/b/brandel01.html","/players/c/carrode01.html","/players/k/korveky01.html","/players/m/millspa01.html","/players/t/teaguje01.html"
"39","36","R. Allen†|†S. Battier†|†C. Bosh†|†M. Chalmers†|†L. James","MIA","2013-14","42","194.7","375","373","92.2","42.9","76.2",".563","8.6","23.4",".368",".620","16.8","24.4",".687","111.2","25.1","7.4","2.0","14.8","15.3","+4.4","-5.9","+.095","-1.5","-0.5","-.054","+.090","+4.4","+9.9","-.161","+11.8","Ray Allen","Shane Battier","Chris Bosh","Mario Chalmers","LeBron James","/players/a/allenra02.html","/players/b/battish01.html","/players/b/boshch01.html","/players/c/chalmma01.html","/players/j/jamesle01.html"
"40","37","C. Anthony†|†T. Chandler†|†R. Felton†|†T. Hardaway†|†J. Smith","NYK","2013-14","28","194.6","393","372","94.4","37.5","84.4",".444","11.1","27.6",".402",".510","17.8","26.1",".679","103.9","18.0","8.4","3.5","14.3","18.3","+0.5","+4.9","-.021","+2.0","+3.5","+.024","-0.013","+2.2","+5.7","-.080","+5.2","Carmelo Anthony","Tyson Chandler","Raymond Felton","Tim Hardaway","J.R. Smith","/players/a/anthoca01.html","/players/c/chandty01.html","/players/f/feltora01.html","/players/h/hardati02.html","/players/s/smithjr01.html"
"41","38","B. Diaw†|†T. Duncan†|†M. GinÛbili†|†K. Leonard†|†T. Parker","SAS","2013-14","42","192.4","377","377","94.0","40.9","80.6",".508","7.0","18.2",".384",".551","20.7","26.4",".783","109.5","25.2","5.7","5.5","11.5","18.7","+2.2","-4.2","+.052","+0.7","+0.5","+.031","+.058","+2.7","+3.0","+.017","+8.0","Boris Diaw","Tim Duncan","Manu Gin√≥bili","Kawhi Leonard","Tony Parker","/players/d/diawbo01.html","/players/d/duncati01.html","/players/g/ginobma01.html","/players/l/leonaka01.html","/players/p/parketo01.html"
"42","39","D. Granger†|†I. Mahinmi†|†L. Scola†|†L. Stephenson†|†C. Watson","IND","2013-14","27","185.8","372","374","96.4","36.2","82.9",".436","8.0","20.7",".388",".484","15.8","22.2",".709","96.1","18.9","8.8","5.2","17.3","19.9","0.0","+2.8","-.015","+0.5","+0.8","+.011","-0.014","+2.3","+3.9","-.023","+2.8","Danny Granger","Ian Mahinmi","Luis Scola","Lance Stephenson","C.J. Watson","/players/g/grangda01.html","/players/m/mahinia01.html","/players/s/scolalu01.html","/players/s/stephla01.html","/players/w/watsocj01.html"
"43","40","W. Chandler†|†K. Faried†|†R. Foye†|†T. Lawson†|†T. Mozgov","DEN","2013-14","21","185.3","388","379","99.4","44.8","92.2",".486","10.9","24.9",".438",".545","19.2","25.1",".763","119.7","28.5","9.1","4.4","14.5","17.1","+2.3","+6.0","-.007","+3.4","+5.7","+.046","+.009","+5.4","+6.5","+.027","+13.5","Wilson Chandler","Kenneth Faried","Randy Foye","Ty Lawson","Timofey Mozgov","/players/c/chandwi01.html","/players/f/farieke01.html","/players/f/foyera01.html","/players/l/lawsoty01.html","/players/m/mozgoti01.html"
"46","41","T. Allen†|†M. Conley†|†M. Gasol†|†T. Prince†|†Z. Randolph","MEM","2013-14","16","181.0","339","339","89.9","39.5","83.0",".476","3.4","10.9",".317",".497","11.9","15.1",".789","94.4","26.3","10.6","3.4","13.8","16.2","+4.8","+9.0","+.007","-4.0","-7.7","-.083","-0.023","-0.8","-1.1","+.003","+4.8","Tony Allen","Mike Conley","Marc Gasol","Tayshaun Prince","Zach Randolph","/players/a/allento01.html","/players/c/conlemi01.html","/players/g/gasolma01.html","/players/p/princta01.html","/players/r/randoza01.html"
"47","42","M. Barnes†|†D. Collison†|†B. Griffin†|†D. Jordan†|†J. Redick","LAC","2013-14","14","180.2","347","344","92.0","41.0","82.3",".498","8.3","17.9",".463",".549","16.0","24.5",".652","106.3","25.8","6.9","2.4","14.4","18.6","+0.8","-5.1","+.038","+1.6","-1.6","+.120","+.050","+1.3","+2.4","-.010","+4.5","Matt Barnes","Darren Collison","Blake Griffin","DeAndre Jordan","J.J. Redick","/players/b/barnema02.html","/players/c/collida01.html","/players/g/griffbl01.html","/players/j/jordade01.html","/players/r/redicjj01.html"
"48","43","T. Allen†|†M. Conley†|†K. Koufos†|†T. Prince†|†Z. Randolph","MEM","2013-14","15","157.4","290","289","88.3","39.6","86.3",".459","1.8","7.3",".250",".470","10.1","15.5",".647","91.2","19.8","9.8","3.7","11.0","14.3","+2.4","+9.8","-.027","-4.3","-10.4","-.095","-0.056","0.0","+2.7","-.139","+0.6","Tony Allen","Mike Conley","Kosta Koufos","Tayshaun Prince","Zach Randolph","/players/a/allento01.html","/players/c/conlemi01.html","/players/k/koufoko01.html","/players/p/princta01.html","/players/r/randoza01.html"
"49","44","B. Beal†|†D. Gooden†|†A. Harrington†|†A. Miller†|†M. Webster","WAS","2013-14","17","151.0","270","272","86.1","39.4","79.5",".496","8.6","21.0",".409",".550","14.0","18.8",".746","101.4","23.5","4.8","2.5","11.8","21.9","+6.7","+5.1","+.056","+1.9","+2.2","+.053","+.065","-5.7","-5.7","-.059","+9.5","Bradley Beal","Drew Gooden","Al Harrington","Andre Miller","Martell Webster","/players/b/bealbr01.html","/players/g/goodedr01.html","/players/h/harrial01.html","/players/m/millean02.html","/players/w/webstma02.html"
"50","45","T. Burke†|†A. Burks†|†D. Favors†|†G. Hayward†|†M. Williams","UTA","2013-14","34","150.9","292","288","92.2","38.2","81.7",".467","9.2","23.9",".387",".523","15.9","22.3",".714","101.4","22.6","7.6","4.8","14.9","21.9","+4.5","+3.8","+.034","+1.6","+1.9","+.039","+.042","-5.1","-3.8","-.091","+5.4","Trey Burke","Alec Burks","Derrick Favors","Gordon Hayward","Marvin Williams","/players/b/burketr01.html","/players/b/burksal01.html","/players/f/favorde01.html","/players/h/haywago01.html","/players/w/willima02.html"
"51","46","L. Deng†|†K. Irving†|†C. Miles†|†T. Thompson†|†A. Varej„o","CLE","2013-14","10","146.6","282","282","92.3","40.9","88.1",".465","6.5","17.0",".385",".502","18.7","22.9",".814","107.1","28.2","8.5","2.0","9.5","18.0","+1.6","+7.5","-.023","-3.9","-9.2","-.015","-0.051","+4.9","+5.2","+.037","+4.3","Luol Deng","Kyrie Irving","C.J. Miles","Tristan Thompson","Anderson Varej√£o","/players/d/denglu01.html","/players/i/irvinky01.html","/players/m/milescj01.html","/players/t/thomptr01.html","/players/v/varejan01.html"
"52","47","C. Anthony†|†A. Bargnani†|†R. Felton†|†K. Martin†|†I. Shumpert","NYK","2013-14","13","146.3","272","270","88.9","37.4","87.6",".427","7.2","22.0",".328",".468","10.5","12.5",".842","92.5","20.7","9.2","4.3","11.2","17.7","+4.9","+11.2","+.002","-0.3","-2.0","+.013","-0.006","-2.6","-3.3","+.009","+6.9","Carmelo Anthony","Andrea Bargnani","Raymond Felton","Kenyon Martin","Iman Shumpert","/players/a/anthoca01.html","/players/b/bargnan01.html","/players/f/feltora01.html","/players/m/martike01.html","/players/s/shumpim01.html"
