"","ranker","lineup","team_id","season","g","mp","poss","opp_poss","pace","fg","fga","fg_pct","fg3","fg3a","fg3_pct","efg_pct","ft","fta","ft_pct","pts","ast","stl","blk","tov","pf","diff_fg","diff_fga","diff_fg_pct","diff_fg3","diff_fg3a","diff_fg3_pct","diff_efg_pct","diff_ft","diff_fta","diff_ft_pct","diff_pts","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5"
"12","11","R. Butler†|†T. Chandler†|†C. Paul†|†P. Stojakovic†|†D. West","NOH","2008-09","25","423.4","777","784","88.5","39.1","79.0",".495","7.6","16.9",".450",".543","14.2","18.0",".786","100.0","23.7","6.3","5.3","10.9","17.5","+1.8","-4.1","+.046","+2.0","+1.6","+.087","+.061","+0.2","+0.8","-.023","+5.9","Rasual Butler","Tyson Chandler","Chris Paul","Peja Stojakoviƒá","David West","/players/b/butlera01.html","/players/c/chandty01.html","/players/p/paulch01.html","/players/s/stojape01.html","/players/w/westda01.html"
"13","12","K. Bryant†|†D. Fisher†|†P. Gasol†|†L. Odom†|†L. Walton","LAL","2008-09","38","423.2","817","808","92.2","43.9","87.1",".504","5.4","14.4",".378",".535","17.5","22.6",".774","110.7","25.1","6.6","4.8","10.8","16.1","+7.8","+3.9","+.071","-2.4","-6.7","+.007","+.055","+3.5","+4.1","+.019","+16.8","Kobe Bryant","Derek Fisher","Pau Gasol","Lamar Odom","Luke Walton","/players/b/bryanko01.html","/players/f/fishede01.html","/players/g/gasolpa01.html","/players/o/odomla01.html","/players/w/waltolu01.html"
"14","13","R. Alston†|†D. Howard†|†C. Lee†|†R. Lewis†|†H. T¸rkoglu","ORL","2008-09","24","415.3","806","813","93.6","35.7","77.7",".460","9.9","27.7",".358",".524","19.0","26.4",".719","100.3","20.3","7.3","6.0","14.2","20.8","-2.4","-8.0","+.014","+4.6","+10.7","+.045","+.047","+2.7","+5.4","-.060","+2.4","Rafer Alston","Dwight Howard","Courtney Lee","Rashard Lewis","Hedo T√ºrkoƒülu","/players/a/alstora01.html","/players/h/howardw01.html","/players/l/leeco01.html","/players/l/lewisra02.html","/players/t/turkohe01.html"
"15","14","G. Hill†|†S. Nash†|†S. O'Neal†|†J. Richardson†|†A. Stoudemire","PHO","2008-09","24","392.9","778","775","94.9","42.9","79.0",".543","5.6","12.6",".447",".578","18.1","23.2",".779","109.5","27.5","5.6","5.4","14.8","18.2","+3.5","-9.2","+.097","-1.6","-5.5","+.048","+.091","+2.1","+2.7","-.001","+7.6","Grant Hill","Steve Nash","Shaquille O'Neal","Jason Richardson","Amar'e Stoudemire","/players/h/hillgr01.html","/players/n/nashst01.html","/players/o/onealsh01.html","/players/r/richaja01.html","/players/s/stoudam01.html"
"16","15","E. Dampier†|†J. Howard†|†J. Kidd†|†D. Nowitzki†|†A. Wright","DAL","2008-09","34","391.6","742","744","91.1","40.7","82.7",".492","6.4","12.7",".500",".530","15.1","18.6",".809","102.8","22.4","7.0","3.6","12.3","18.4","+2.0","+2.0","+.012","+1.5","-0.2","+.123","+.021","-1.8","-1.3","-.037","+3.6","Erick Dampier","Josh Howard","Jason Kidd","Dirk Nowitzki","Antoine Wright","/players/d/dampier01.html","/players/h/howarjo01.html","/players/k/kiddja01.html","/players/n/nowitdi01.html","/players/w/wrighan01.html"
"17","16","M. Barnes†|†G. Hill†|†S. Nash†|†S. O'Neal†|†J. Richardson","PHO","2008-09","31","374.3","771","771","98.9","48.3","88.9",".544","7.1","17.8",".396",".584","14.0","21.3",".657","117.7","29.0","6.2","5.0","12.6","15.9","+2.1","-2.3","+.036","-1.3","-2.1","-.024","+.030","-0.9","+3.2","-.166","+1.9","Matt Barnes","Grant Hill","Steve Nash","Shaquille O'Neal","Jason Richardson","/players/b/barnema02.html","/players/h/hillgr01.html","/players/n/nashst01.html","/players/o/onealsh01.html","/players/r/richaja01.html"
"18","17","E. Brand†|†S. Dalembert†|†A. Iguodala†|†A. Miller†|†T. Young","PHI","2008-09","20","343.1","649","650","90.9","36.8","80.7",".456","2.5","6.9",".367",".471","16.5","23.1",".715","92.6","20.3","7.4","5.9","15.4","16.8","+3.8","+3.5","+.028","-3.6","-9.9","+.001","+.004","+4.9","+7.1","-.013","+8.8","Elton Brand","Samuel Dalembert","Andre Iguodala","Andre Miller","Thaddeus Young","/players/b/brandel01.html","/players/d/dalemsa01.html","/players/i/iguodan01.html","/players/m/millean02.html","/players/y/youngth01.html"
"19","18","V. Carter†|†D. Harris†|†Y. Jianlian†|†B. Lopez†|†B. Simmons","NJN","2008-09","27","331.8","633","639","92.0","38.3","83.2",".461","8.4","19.2",".436",".511","16.6","21.4",".777","101.7","21.3","7.4","4.9","13.0","17.8","-0.7","-0.9","-.004","+0.9","+2.9","-.024","+.002","+3.2","+4.3","-.011","+2.6","Vince Carter","Devin Harris","Yi Jianlian","Brook Lopez","Bobby Simmons","/players/c/cartevi01.html","/players/h/harride01.html","/players/j/jianlyi01.html","/players/l/lopezbr01.html","/players/s/simmobo01.html"
"20","19","R. Hamilton†|†A. McDyess†|†T. Prince†|†R. Stuckey†|†R. Wallace","DET","2008-09","27","294.9","523","516","84.6","36.6","81.4",".450","4.4","15.1",".290",".477","17.7","21.5",".826","95.4","22.8","5.2","4.2","10.1","19.7","+2.6","+4.2","+.009","-1.6","-2.1","-.059","-0.003","+1.8","-0.5","+.100","+5.4","Richard Hamilton","Antonio McDyess","Tayshaun Prince","Rodney Stuckey","Rasheed Wallace","/players/h/hamilri01.html","/players/m/mcdyean01.html","/players/p/princta01.html","/players/s/stuckro01.html","/players/w/wallara01.html"
"21","20","L. Aldridge†|†N. Batum†|†S. Blake†|†G. Oden†|†B. Roy","POR","2008-09","26","276.7","494","503","86.5","37.3","78.2",".477","6.2","16.7",".375",".517","16.5","21.3",".772","97.3","21.5","7.3","4.5","12.1","18.6","+1.0","+3.6","-.009","-0.5","+1.7","-.078","-0.015","-0.5","-0.7","+.001","+1.0","LaMarcus Aldridge","Nicolas Batum","Steve Blake","Greg Oden","Brandon Roy","/players/a/aldrila01.html","/players/b/batumni01.html","/players/b/blakest01.html","/players/o/odengr01.html","/players/r/roybr01.html"
"24","21","K. Bogans†|†D. Howard†|†R. Lewis†|†J. Nelson†|†H. T¸rkoglu","ORL","2008-09","23","276.1","536","530","92.7","38.4","80.7",".476","13.0","30.4",".429",".557","17.2","24.7",".697","107.1","21.0","7.3","5.7","13.2","19.8","+3.8","-5.4","+.074","+8.2","+15.1","+.110","+.127","+4.0","+6.6","-.034","+19.8","Keith Bogans","Dwight Howard","Rashard Lewis","Jameer Nelson","Hedo T√ºrkoƒülu","/players/b/boganke01.html","/players/h/howardw01.html","/players/l/lewisra02.html","/players/n/nelsoja01.html","/players/t/turkohe01.html"
"25","22","R. Foye†|†R. Gomes†|†A. Jefferson†|†C. Smith†|†S. Telfair","MIN","2008-09","23","262.4","487","483","88.7","40.4","80.3",".503","7.0","16.1",".432",".547","15.2","19.9",".761","103.0","22.7","8.4","4.6","13.5","16.3","+0.7","-2.0","+.021","+3.1","+4.0","+.114","+.041","-0.5","+0.7","-.058","+4.0","Randy Foye","Ryan Gomes","Al Jefferson","Craig Smith","Sebastian Telfair","/players/f/foyera01.html","/players/g/gomesry01.html","/players/j/jeffeal01.html","/players/s/smithcr01.html","/players/t/telfase01.html"
"26","23","D. Howard†|†C. Lee†|†R. Lewis†|†J. Nelson†|†H. T¸rkoglu","ORL","2008-09","23","256.8","501","503","93.8","40.2","78.7",".511","12.7","27.7",".459",".591","19.3","25.6",".752","112.3","21.9","8.2","3.9","15.0","19.3","+4.9","-5.8","+.093","+8.6","+11.0","+.212","+.149","+4.1","+4.7","+.029","+22.4","Dwight Howard","Courtney Lee","Rashard Lewis","Jameer Nelson","Hedo T√ºrkoƒülu","/players/h/howardw01.html","/players/l/leeco01.html","/players/l/lewisra02.html","/players/n/nelsoja01.html","/players/t/turkohe01.html"
"27","24","E. Dampier†|†J. Howard†|†J. Kidd†|†D. Nowitzki†|†J. Terry","DAL","2008-09","36","256.5","494","488","91.9","38.4","79.7",".481","9.0","22.8",".393",".538","23.2","27.9",".832","108.9","26.2","7.9","5.1","12.2","17.2","+2.2","-0.7","+.032","+3.2","+6.9","+.029","+.053","+5.2","+5.8","+.019","+12.9","Erick Dampier","Josh Howard","Jason Kidd","Dirk Nowitzki","Jason Terry","/players/d/dampier01.html","/players/h/howarjo01.html","/players/k/kiddja01.html","/players/n/nowitdi01.html","/players/t/terryja01.html"
"28","25","C. Butler†|†M. James†|†A. Jamison†|†D. McGuire†|†D. Songaila","WAS","2008-09","26","255.6","479","476","89.7","39.8","84.3",".472","4.5","12.4",".364",".499","14.3","17.8",".800","98.4","25.3","8.8","3.4","13.7","20.5","+1.5","+3.2",".000","-3.8","-8.1","-.040","-0.024","+1.5","+0.2","+.077","+0.8","Caron Butler","Mike James","Antawn Jamison","Dominic McGuire","Darius Songaila","/players/b/butleca01.html","/players/j/jamesmi01.html","/players/j/jamisan01.html","/players/m/mcguido01.html","/players/s/songada01.html"
"29","26","R. Hamilton†|†A. Iverson†|†T. Prince†|†R. Stuckey†|†R. Wallace","DET","2008-09","25","252.0","479","468","90.2","40.0","83.6",".478","6.1","15.4",".395",".515","11.4","14.7",".779","97.5","22.7","8.0","5.1","8.4","16.2","+5.9","+7.2","+.032","+1.1","+1.7","+.034","+.036","-2.9","-4.4","+.029","+10.1","Richard Hamilton","Allen Iverson","Tayshaun Prince","Rodney Stuckey","Rasheed Wallace","/players/h/hamilri01.html","/players/i/iversal01.html","/players/p/princta01.html","/players/s/stuckro01.html","/players/w/wallara01.html"
"30","27","W. Chandler†|†C. Duhon†|†A. Harrington†|†J. Jeffries†|†D. Lee","NYK","2008-09","31","248.9","488","497","95.0","40.1","86.8",".462","6.9","20.1",".346",".502","16.2","19.7",".824","103.4","23.7","7.7","3.5","13.3","21.8","+1.7","+4.4","-.004","+0.2","+0.6",".000","-0.005","-3.7","-6.9","+.077","0.0","Wilson Chandler","Chris Duhon","Al Harrington","Jared Jeffries","David Lee","/players/c/chandwi01.html","/players/d/duhonch01.html","/players/h/harrial01.html","/players/j/jeffrja01.html","/players/l/leeda02.html"
"31","28","C. Boozer†|†R. Brewer†|†C. Miles†|†M. Okur†|†D. Williams","UTA","2008-09","19","247.8","499","498","96.5","41.8","88.1",".475","5.2","12.4",".422",".504","17.0","20.9",".815","105.9","25.8","7.6","3.1","13.2","19.6","+1.7","+5.8","-.012","-2.5","-6.4","+.010","-0.030","+0.6","-2.1","+.101","+1.5","Carlos Boozer","Ronnie Brewer","C.J. Miles","Mehmet Okur","Deron Williams","/players/b/boozeca01.html","/players/b/brewero02.html","/players/m/milescj01.html","/players/o/okurme01.html","/players/w/willide01.html"
"32","29","R. Foye†|†R. Gomes†|†K. Love†|†M. Miller†|†S. Telfair","MIN","2008-09","22","234.5","463","448","93.2","39.9","86.2",".463","10.0","23.7",".422",".521","21.1","26.4",".798","110.9","21.9","5.3","2.9","12.5","20.5","-1.2","+4.5","-.041","+4.1","+10.8","-.038","-0.019","+0.8","+3.1","-.070","+2.5","Randy Foye","Ryan Gomes","Kevin Love","Mike Miller","Sebastian Telfair","/players/f/foyera01.html","/players/g/gomesry01.html","/players/l/loveke01.html","/players/m/millemi01.html","/players/t/telfase01.html"
"33","30","M. Daniels†|†T. Ford†|†D. Granger†|†T. Murphy†|†R. Nesterovic","IND","2008-09","20","233.6","462","456","94.3","40.7","87.1",".467","7.0","18.9",".370",".507","15.2","17.7",".860","103.6","26.7","6.0","5.1","15.6","17.9","+2.1","+4.9","-.003","+1.0","+2.1","+.016","+.001","+1.4","-1.0","+.124","+6.6","Marquis Daniels","T.J. Ford","Danny Granger","Troy Murphy","Rasho Nesteroviƒá","/players/d/daniema01.html","/players/f/fordtj01.html","/players/g/grangda01.html","/players/m/murphtr01.html","/players/n/nestera01.html"
"34","31","F. Elson†|†R. Jefferson†|†L. Mbah a Moute†|†R. Sessions†|†C. Villanueva","MIL","2008-09","24","227.2","443","441","93.4","39.9","83.9",".476","3.8","11.8",".321",".499","15.8","19.9",".798","99.5","25.6","9.5","4.0","15.2","22.2","+3.2","+2.7","+.023","-3.4","-6.6","-.069","+.001","-0.6","-0.4","-.015","+2.3","Francisco Elson","Richard Jefferson","Luc Mbah a Moute","Ramon Sessions","Charlie Villanueva","/players/e/elsonfr01.html","/players/j/jefferi01.html","/players/m/mbahalu01.html","/players/s/sessira01.html","/players/v/villach01.html"
"35","32","L. Aldridge†|†S. Blake†|†T. Outlaw†|†J. Przybilla†|†B. Roy","POR","2008-09","49","226.8","416","420","88.5","36.4","80.4",".453","7.0","16.9",".413",".496","20.5","24.1",".851","100.3","18.8","4.4","5.7","12.1","18.6","+1.7","+1.9","+.011","+1.3","+0.8","+.057","+.018","+4.9","+5.1","+.029","+9.5","LaMarcus Aldridge","Steve Blake","Travis Outlaw","Joel Przybilla","Brandon Roy","/players/a/aldrila01.html","/players/b/blakest01.html","/players/o/outlatr01.html","/players/p/przybjo01.html","/players/r/roybr01.html"
"36","33","K. Bryant†|†A. Bynum†|†D. Fisher†|†P. Gasol†|†L. Walton","LAL","2008-09","19","226.7","439","434","92.4","41.3","83.0",".497","4.2","12.9",".328",".523","18.2","22.0",".827","105.0","26.7","5.3","5.7","14.2","19.3","+3.4","0.0","+.041","-1.9","-6.1","+.006","+.029","+4.4","+3.8","+.071","+9.3","Kobe Bryant","Andrew Bynum","Derek Fisher","Pau Gasol","Luke Walton","/players/b/bryanko01.html","/players/b/bynuman01.html","/players/f/fishede01.html","/players/g/gasolpa01.html","/players/w/waltolu01.html"
"37","34","R. Alston†|†M. World Peace†|†T. McGrady†|†Y. Ming†|†L. Scola","HOU","2008-09","18","223.0","433","438","93.8","38.1","84.0",".454","6.0","14.9",".406",".490","20.0","23.5",".853","102.3","20.9","10.5","2.8","11.4","15.1","-1.7","-1.9","-.010","+2.8","+1.1","+.171","+.007","+11.4","+11.4","+.139","+10.8","Rafer Alston","Metta World Peace","Tracy McGrady","Yao Ming","Luis Scola","/players/a/alstora01.html","/players/a/artesro01.html","/players/m/mcgratr01.html","/players/m/mingya01.html","/players/s/scolalu01.html"
"38","35","M. Barnes†|†R. Bell†|†S. Nash†|†S. O'Neal†|†A. Stoudemire","PHO","2008-09","13","221.8","428","425","92.3","41.5","77.7",".535","9.3","18.0",".518",".595","13.0","16.4",".789","105.4","21.9","5.0","5.2","17.1","16.0","+4.1","-9.7","+.107","+0.2","-3.5","+.094","+.115","-1.7","-2.6","+.017","+6.7","Matt Barnes","Raja Bell","Steve Nash","Shaquille O'Neal","Amar'e Stoudemire","/players/b/barnema02.html","/players/b/bellra01.html","/players/n/nashst01.html","/players/o/onealsh01.html","/players/s/stoudam01.html"
"39","36","A. Bogut†|†R. Jefferson†|†L. Mbah a Moute†|†M. Redd†|†L. Ridnour","MIL","2008-09","16","218.9","415","415","91.0","37.7","79.6",".474","3.7","11.2",".333",".497","17.3","21.3",".814","96.5","22.6","7.9","2.4","13.8","18.6","+3.1","0.0","+.039","-1.1","-1.5","-.046","+.032","+4.8","+5.0","+.044","+9.9","Andrew Bogut","Richard Jefferson","Luc Mbah a Moute","Michael Redd","Luke Ridnour","/players/b/bogutan01.html","/players/j/jefferi01.html","/players/m/mbahalu01.html","/players/r/reddmi01.html","/players/r/ridnolu01.html"
"40","37","M. Bibby†|†A. Horford†|†J. Johnson†|†R. Murray†|†J. Smith","ATL","2008-09","30","208.4","384","387","88.8","39.4","76.7",".514","7.1","18.7",".383",".560","22.3","29.0",".770","108.2","22.3","7.6","4.4","8.3","19.8","+5.1","0.0","+.066","+0.2","-2.1","+.049","+.068","+1.8","+3.2","-.025","+12.2","Mike Bibby","Al Horford","Joe Johnson","Ronald Murray","Josh Smith","/players/b/bibbymi01.html","/players/h/horfoal01.html","/players/j/johnsjo02.html","/players/m/murraro01.html","/players/s/smithjo03.html"
"41","38","T. Chandler†|†C. Paul†|†J. Posey†|†P. Stojakovic†|†D. West","NOH","2008-09","28","197.3","356","350","85.9","34.1","76.4",".446","7.1","21.4",".330",".492","24.6","29.9",".821","99.7","17.8","4.6","4.1","10.5","20.7","+1.2","-0.5","+.019","-1.9","-3.9","-.026","+.006","+6.8","+6.1","+.076","+7.3","Tyson Chandler","Chris Paul","James Posey","Peja Stojakoviƒá","David West","/players/c/chandty01.html","/players/p/paulch01.html","/players/p/poseyja01.html","/players/s/stojape01.html","/players/w/westda01.html"
"42","39","D. Augustin†|†B. Diaw†|†R. Felton†|†E. Okafor†|†G. Wallace","CHA","2008-09","26","197.1","357","355","86.7","36.3","75.7",".479","6.3","19.5",".325",".521","23.9","31.2",".766","102.8","22.4","6.3","5.4","10.2","18.5","+1.9","-3.4","+.045","-0.5","-0.5","-.016","+.044","+5.8","+8.3","-.022","+9.3","D.J. Augustin","Boris Diaw","Raymond Felton","Emeka Okafor","Gerald Wallace","/players/a/augusdj01.html","/players/d/diawbo01.html","/players/f/feltora01.html","/players/o/okafoem01.html","/players/w/wallage01.html"
"43","40","R. Anderson†|†V. Carter†|†D. Harris†|†B. Lopez†|†B. Simmons","NJN","2008-09","23","189.3","359","362","91.4","39.3","82.1",".478","8.9","23.1",".385",".532","14.2","18.3",".778","101.7","22.3","6.8","4.6","14.2","22.3","+4.3","+3.0","+.036","+2.8","+4.6","+.056","+.052","-8.1","-7.4","-.094","+3.3","Ryan Anderson","Vince Carter","Devin Harris","Brook Lopez","Bobby Simmons","/players/a/anderry01.html","/players/c/cartevi01.html","/players/h/harride01.html","/players/l/lopezbr01.html","/players/s/simmobo01.html"
"46","41","C. Bosh†|†J. CalderÛn†|†J. Kapono†|†J. Moon†|†J. O'Neal","TOR","2008-09","16","176.4","324","325","88.3","35.9","81.7",".440","6.0","16.6",".361",".477","16.9","19.9",".849","94.7","20.1","6.3","5.7","10.1","14.4","-0.3","-0.8","+.001","-1.9","-4.1","-.021","-0.010","+3.8","+4.1","+.022","+1.4","Chris Bosh","Jos√© Calder√≥n","Jason Kapono","Jamario Moon","Jermaine O'Neal","/players/b/boshch01.html","/players/c/caldejo01.html","/players/k/kaponja01.html","/players/m/moonja01.html","/players/o/onealje01.html"
"47","42","N. Collison†|†K. Durant†|†J. Green†|†D. Mason†|†R. Westbrook","OKC","2008-09","19","172.2","332","328","92.0","40.1","78.6",".511","6.7","12.0",".558",".553","19.5","25.9",".753","106.5","21.5","6.4","4.2","16.2","18.1","+5.0","-2.2","+.076","0.0","-5.9","+.183","+.077","+2.8","+4.7","-.037","+12.8","Nick Collison","Kevin Durant","Jeff Green","Desmond Mason","Russell Westbrook","/players/c/collini01.html","/players/d/duranke01.html","/players/g/greenje02.html","/players/m/masonde01.html","/players/w/westbru01.html"
"48","43","L. James†|†A. Varej„o†|†B. Wallace†|†D. West†|†M. Williams","CLE","2008-09","19","171.1","305","315","87.0","35.3","78.0",".453","5.3","19.1",".279",".487","19.6","24.4",".805","95.7","16.0","11.2","5.9","9.8","17.7","+3.1","+8.4","-.010","+2.0","+7.0",".000",".000","+2.0","+2.0","+.017","+10.1","LeBron James","Anderson Varej√£o","Ben Wallace","Delonte West","Mo Williams","/players/j/jamesle01.html","/players/v/varejan01.html","/players/w/wallabe01.html","/players/w/westde01.html","/players/w/willima01.html"
"49","44","W. Chandler†|†C. Duhon†|†A. Harrington†|†D. Lee†|†N. Robinson","NYK","2008-09","38","170.1","359","355","100.8","39.5","90.0",".439","8.7","27.9",".313",".487","22.3","28.8",".775","110.1","20.9","5.4","3.7","12.7","27.7","-0.6","+6.2","-.039","+5.1","+10.2","+.107","-0.013","-2.5","-4.8","+.035","+1.4","Wilson Chandler","Chris Duhon","Al Harrington","David Lee","Nate Robinson","/players/c/chandwi01.html","/players/d/duhonch01.html","/players/h/harrial01.html","/players/l/leeda02.html","/players/r/robinna01.html"
"50","45","M. Chalmers†|†D. Cook†|†U. Haslem†|†S. Marion†|†D. Wade","MIA","2008-09","27","166.1","329","326","94.6","42.8","87.6",".488","9.2","24.9",".372",".541","17.0","24.6",".694","111.8","25.4","10.4","5.2","10.4","22.3","+9.8","+13.3","+.045","+1.2","+1.7","+.022","+.043","-6.9","-4.6","-.128","+13.9","Mario Chalmers","Daequan Cook","Udonis Haslem","Shawn Marion","Dwyane Wade","/players/c/chalmma01.html","/players/c/cookda02.html","/players/h/hasleud01.html","/players/m/mariosh01.html","/players/w/wadedw01.html"
"51","46","C. Anthony†|†C. Billups†|†N. Hil·rio†|†K. Martin†|†J. Smith","DEN","2008-09","35","166.0","330","333","95.8","41.6","81.8",".509","6.6","15.6",".426",".549","24.9","32.1",".775","114.8","24.6","11.0","4.9","12.4","20.2","+8.1","+3.2","+.082","-2.3","-8.1","+.048","+.066","+4.3","+6.9","-.041","+18.2","Carmelo Anthony","Chauncey Billups","Nen√™ Hil√°rio","Kenyon Martin","J.R. Smith","/players/a/anthoca01.html","/players/b/billuch01.html","/players/h/hilarne01.html","/players/m/martike01.html","/players/s/smithjr01.html"
"52","47","N. Collison†|†K. Durant†|†J. Green†|†E. Watson†|†R. Westbrook","OKC","2008-09","28","165.9","340","333","97.4","39.4","87.4",".450","3.8","15.9",".236",".472","27.8","34.4",".807","110.3","24.0","9.0","4.9","15.0","23.4","+5.2","+6.9","+.026","-3.5","-1.7","-.173","+.002","+3.8","+3.5","+.031","+10.7","Nick Collison","Kevin Durant","Jeff Green","Earl Watson","Russell Westbrook","/players/c/collini01.html","/players/d/duranke01.html","/players/g/greenje02.html","/players/w/watsoea01.html","/players/w/westbru01.html"
