"","ranker","lineup","team_id","season","g","mp","poss","opp_poss","pace","fg","fga","fg_pct","fg3","fg3a","fg3_pct","efg_pct","ft","fta","ft_pct","pts","ast","stl","blk","tov","pf","diff_fg","diff_fga","diff_fg_pct","diff_fg3","diff_fg3a","diff_fg3_pct","diff_efg_pct","diff_ft","diff_fta","diff_ft_pct","diff_pts","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5"
"38","35","A. Bogut†|†S. Curry†|†D. Green†|†A. Iguodala†|†K. Thompson","GSW","2014-15","50","180.1","373","375","99.7","44.8","90.9",".493","15.2","35.4",".429",".576","18.9","22.1",".855","123.6","27.7","13.3","5.3","13.6","21.9","+9.3","+8.5","+.062","+9.1","+15.5","+.122","+.109","-1.1","-2.9","+.058","+26.6","Andrew Bogut","Stephen Curry","Draymond Green","Andre Iguodala","Klay Thompson","/players/b/bogutan01.html","/players/c/curryst01.html","/players/g/greendr01.html","/players/i/iguodan01.html","/players/t/thompkl01.html"
"39","36","B. Bogdanovic†|†K. Garnett†|†J. Johnson†|†B. Lopez†|†D. Williams","BRK","2014-15","14","179.1","337","337","90.3","39.4","79.6",".495","5.9","16.1",".367",".532","13.1","14.7",".891","97.8","22.5","8.0","3.5","13.7","18.0","+3.5","+2.1","+.031","-2.1","-5.9","+.001","+.016","-2.1","-3.2","+.040","+2.7","Bojan Bogdanoviƒá","Kevin Garnett","Joe Johnson","Brook Lopez","Deron Williams","/players/b/bogdabo02.html","/players/g/garneke01.html","/players/j/johnsjo02.html","/players/l/lopezbr01.html","/players/w/willide01.html"
"40","37","T. Ariza†|†P. Beverley†|†J. Dorsey†|†J. Harden†|†D. Motiejunas","HOU","2014-15","19","174.1","347","347","95.7","36.9","84.1",".439","9.6","33.4",".289",".497","17.9","23.2",".774","101.4","22.6","10.5","2.5","17.9","19.6","-0.6","+6.3","-.043","+3.3","+15.4","-.065","-0.026","+2.8","+4.7","-.047","+5.0","Trevor Ariza","Patrick Beverley","Joey Dorsey","James Harden","Donatas Motiej≈´nas","/players/a/arizatr01.html","/players/b/beverpa01.html","/players/d/dorsejo01.html","/players/h/hardeja01.html","/players/m/motiedo01.html"
"41","38","C. Butler†|†K. Caldwell-Pope†|†A. Drummond†|†R. Jackson†|†A. Tolliver","DET","2014-15","18","172.1","320","316","88.7","45.5","84.0",".542","15.1","31.0",".486",".631","9.2","13.7",".673","115.2","29.8","5.0","3.9","10.9","17.3","+5.3","+3.3","+.043","+7.8","+12.8","+.086","+.088","-4.2","-3.3","-.113","+14.2","Caron Butler","Kentavious Caldwell-Pope","Andre Drummond","Reggie Jackson","Anthony Tolliver","/players/b/butleca01.html","/players/c/caldwke01.html","/players/d/drumman01.html","/players/j/jacksre01.html","/players/t/tollian01.html"
"42","39","÷. Asik†|†A. Davis†|†T. Evans†|†E. Gordon†|†J. Holiday","NOP","2014-15","13","171.4","327","335","92.7","40.9","85.7",".477","5.9","14.8",".396",".511","16.0","21.6",".740","103.6","25.5","8.4","7.3","10.9","21.3","+5.9","+7.0","+.032","+1.1","+0.8","+.056","+.036","-3.1","-2.0","-.069","+9.8","√ñmer A≈üƒ±k","Anthony Davis","Tyreke Evans","Eric Gordon","Jrue Holiday","/players/a/asikom01.html","/players/d/davisan02.html","/players/e/evansty01.html","/players/g/gordoer01.html","/players/h/holidjr01.html"
"43","40","E. Bledsoe†|†G. Dragic†|†M. Morris†|†M. Plumlee†|†P. Tucker","PHO","2014-15","27","162.3","328","326","96.7","37.3","87.8",".424","9.2","25.1",".365",".476","18.0","21.9",".824","101.7","19.8","9.5","5.0","16.0","18.6","-1.5","+0.9","-.021","+3.3","+1.8","+.112","-0.003","+5.6","+6.2","+.032","+5.9","Eric Bledsoe","Goran Dragiƒá","Markieff Morris","Miles Plumlee","P.J. Tucker","/players/b/bledser01.html","/players/d/dragigo01.html","/players/m/morrima02.html","/players/p/plumlmi01.html","/players/t/tuckepj01.html"
"46","41","D. Exum†|†D. Favors†|†R. Gobert†|†G. Hayward†|†R. Hood","UTA","2014-15","16","160.7","284","289","85.6","35.5","78.8",".451","7.8","21.2",".366",".500","10.8","16.4",".655","89.6","23.0","6.3","6.6","12.2","13.1","+1.8","-1.8","+.032","+1.2","+2.4","+.017","+.041","+2.1","+2.7","+.024","+6.9","Dante Exum","Derrick Favors","Rudy Gobert","Gordon Hayward","Rodney Hood","/players/e/exumda01.html","/players/f/favorde01.html","/players/g/goberru01.html","/players/h/haywago01.html","/players/h/hoodro01.html"
"47","42","A. Bradley†|†J. Green†|†K. Olynyk†|†R. Rondo†|†J. Sullinger","BOS","2014-15","19","160.5","343","328","100.4","45.5","96.3",".472","9.9","31.1",".317",".523","13.2","17.3",".759","114.0","28.1","8.7","4.8","12.6","19.7","+3.3","+9.3","-.012","+3.6","+12.0","-.011","+.003","-2.4","-0.3","-.123","+7.8","Avery Bradley","Jeff Green","Kelly Olynyk","Rajon Rondo","Jared Sullinger","/players/b/bradlav01.html","/players/g/greenje02.html","/players/o/olynyke01.html","/players/r/rondora01.html","/players/s/sullija01.html"
"48","43","L. Amundson†|†C. Anthony†|†J. CalderÛn†|†L. Galloway†|†J. Smith","NYK","2014-15","9","158.2","294","293","89.1","41.0","89.2",".459","10.3","22.8",".453",".517","7.9","10.6",".743","100.1","26.1","6.1","4.6","8.8","19.4","+5.8","+8.5","+.023","+2.7","+2.7","+.075","+.034","-7.9","-8.8","-.070","+6.4","Lou Amundson","Carmelo Anthony","Jos√© Calder√≥n","Langston Galloway","Jason Smith","/players/a/amundlo01.html","/players/a/anthoca01.html","/players/c/caldejo01.html","/players/g/gallola01.html","/players/s/smithja02.html"
"49","44","M. Carter-Williams†|†R. Covington†|†L. Mbah a Moute†|†K. McDaniels†|†N. Noel","PHI","2014-15","19","151.5","286","295","92.0","34.8","84.3",".414","7.3","24.1",".303",".457","15.8","23.4",".676","92.8","20.6","10.8","8.9","11.7","18.1","+3.8","+1.0","+.041","0.0","+1.0","-.012","+.040","+2.2","+5.1","-.066","+9.8","Michael Carter-Williams","Robert Covington","Luc Mbah a Moute","K.J. McDaniels","Nerlens Noel","/players/c/cartemi01.html","/players/c/covinro01.html","/players/m/mbahalu01.html","/players/m/mcdankj01.html","/players/n/noelne01.html"
"50","45","B. Biyombo†|†G. Henderson†|†M. Kidd-Gilchrist†|†K. Walker†|†C. Zeller","CHO","2014-15","10","145.8","271","278","90.3","32.3","78.0",".414","3.0","9.5",".310",".432","18.1","24.7",".733","85.6","22.1","5.3","9.2","19.1","17.4","0.0","-7.9","+.038","-5.3","-12.2","-.068","+.009","+5.3","+8.2","-.047","0.0","Bismack Biyombo","Gerald Henderson","Michael Kidd-Gilchrist","Kemba Walker","Cody Zeller","/players/b/biyombi01.html","/players/h/hendege02.html","/players/k/kiddgmi01.html","/players/w/walkeke02.html","/players/z/zelleco01.html"
"51","46","A. Bradley†|†J. Green†|†R. Rondo†|†J. Sullinger†|†T. Zeller","BOS","2014-15","16","144.4","292","296","97.7","44.5","87.8",".508","9.3","21.3",".438",".561","10.0","13.3",".750","108.4","27.9","6.0","4.0","14.6","18.3","+5.0","-4.3","+.078","+2.3","+1.7","+.082","+.093","-3.7","-4.0","-.038","+8.6","Avery Bradley","Jeff Green","Rajon Rondo","Jared Sullinger","Tyler Zeller","/players/b/bradlav01.html","/players/g/greenje02.html","/players/r/rondora01.html","/players/s/sullija01.html","/players/z/zellety01.html"
