"","ranker","lineup","team_id","season","g","mp","poss","opp_poss","pace","fg","fga","fg_pct","fg3","fg3a","fg3_pct","efg_pct","ft","fta","ft_pct","pts","ast","stl","blk","tov","pf","diff_fg","diff_fga","diff_fg_pct","diff_fg3","diff_fg3a","diff_fg3_pct","diff_efg_pct","diff_ft","diff_fta","diff_ft_pct","diff_pts","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5"
"13","12","S. Adams†|†P. George†|†J. Grant†|†D. Schrˆder†|†R. Westbrook","OKC","2018-19","58","435.6","974","954","106.2","44.5","94.5",".471","12.1","34.5",".351",".535","24.9","34.8",".715","126.1","24.2","8.9","5.1","14.5","21.5","+2.3","+7.1","-.012","+0.2","+3.3","-.030","-0.015","+4.6","+8.7","-.061","+9.5","Steven Adams","Paul George","Jerami Grant","Dennis Schr√∂der","Russell Westbrook","/players/a/adamsst01.html","/players/g/georgpa01.html","/players/g/grantje01.html","/players/s/schrode01.html","/players/w/westbru01.html"
"14","13","W. Barton†|†G. Harris†|†N. Jokic†|†P. Millsap†|†J. Murray","DEN","2018-19","24","429.5","874","859","96.8","43.3","89.6",".483","11.0","29.8",".367",".544","15.5","19.3",".803","113.0","28.7","6.5","3.5","12.9","17.8","+2.7","+1.7","+.021","+1.3","+0.7","+.038","+.028","+1.6","+1.0","+.041","+8.3","Will Barton","Gary Harris","Nikola Jokiƒá","Paul Millsap","Jamal Murray","/players/b/bartowi01.html","/players/h/harriga01.html","/players/j/jokicni01.html","/players/m/millspa01.html","/players/m/murraja01.html"
"15","14","C. Capela†|†E. Gordon†|†J. Harden†|†C. Paul†|†P. Tucker","HOU","2018-19","38","421.0","856","850","97.3","40.6","87.1",".466","15.3","42.5",".359",".554","16.9","21.0",".804","113.3","22.5","8.1","3.9","12.0","17.2","-1.0","+1.5","-.020","+4.6","+11.6","+.012","+.005","+4.4","+4.3","+.058","+7.0","Clint Capela","Eric Gordon","James Harden","Chris Paul","P.J. Tucker","/players/c/capelca01.html","/players/g/gordoer01.html","/players/h/hardeja01.html","/players/p/paulch01.html","/players/t/tuckepj01.html"
"16","15","L. Aldridge†|†D. DeRozan†|†B. Forbes†|†R. Gay†|†D. White","SAS","2018-19","41","387.4","761","762","94.3","43.7","84.0",".521","7.4","17.6",".423",".565","13.5","15.5",".872","108.4","26.8","7.1","4.2","12.9","17.8","+5.8","+0.4","+.067","-5.5","-15.0","+.027","+.035","-1.6","-4.2","+.105","+4.6","LaMarcus Aldridge","DeMar DeRozan","Bryn Forbes","Rudy Gay","Derrick White","/players/a/aldrila01.html","/players/d/derozde01.html","/players/f/forbebr01.html","/players/g/gayru01.html","/players/w/whitede01.html"
"17","16","A. Aminu†|†J. Layman†|†D. Lillard†|†C. McCollum†|†J. Nurkic","POR","2018-19","38","368.9","756","761","98.7","44.4","89.4",".496","12.8","31.2",".408",".568","16.5","19.5",".847","118.0","26.9","7.7","5.6","14.3","18.6","+1.3","-3.4","+.032","+3.3","+8.2","-.004","+.052","+5.1","+4.7","+.075","+10.9","Al-Farouq Aminu","Jake Layman","Damian Lillard","CJ McCollum","Jusuf Nurkiƒá","/players/a/aminual01.html","/players/l/laymaja01.html","/players/l/lillada01.html","/players/m/mccolcj01.html","/players/n/nurkiju01.html"
"18","17","T. Ariza†|†B. Beal†|†T. Bryant†|†J. Green†|†T. Satoransk˝","WAS","2018-19","24","357.4","733","727","98.0","43.2","90.4",".478","13.7","35.6",".385",".554","16.0","19.2",".832","116.2","29.1","7.3","3.0","12.8","15.7","-2.7","+1.5","-.038","+1.9","+6.4","-.021","-0.029","+3.6","+2.4","+.096","+0.1","Trevor Ariza","Bradley Beal","Thomas Bryant","Jeff Green","Tom√°≈° Satoransk√Ω","/players/a/arizatr01.html","/players/b/bealbr01.html","/players/b/bryanth01.html","/players/g/greenje02.html","/players/s/satorto01.html"
"19","18","S. Curry†|†K. Durant†|†D. Green†|†K. Looney†|†K. Thompson","GSW","2018-19","42","312.3","669","667","102.7","48.9","93.4",".523","16.1","37.0",".436",".609","16.3","20.0",".815","130.2","35.5","8.0","5.4","13.8","22.3","+10.3","+2.6","+.098","+4.5","+4.0","+.082","+.120","-6.3","-7.4","-.010","+18.8","Stephen Curry","Kevin Durant","Draymond Green","Kevon Looney","Klay Thompson","/players/c/curryst01.html","/players/d/duranke01.html","/players/g/greendr01.html","/players/l/looneke01.html","/players/t/thompkl01.html"
"20","19","B. Brown†|†R. Bullock†|†A. Drummond†|†B. Griffin†|†R. Jackson","DET","2018-19","22","308.8","606","612","94.7","41.7","84.4",".494","15.1","34.0",".443",".583","13.1","17.1",".764","111.4","24.9","6.4","4.4","15.1","17.4","+3.9","-0.5","+.048","+6.7","+5.6","+.148","+.088","-1.2","-0.6","-.043","+13.2","Bruce Brown","Reggie Bullock","Andre Drummond","Blake Griffin","Reggie Jackson","/players/b/brownbr01.html","/players/b/bullore01.html","/players/d/drumman01.html","/players/g/griffbl01.html","/players/j/jacksre01.html"
"21","20","J. Butler†|†W. Chandler†|†J. Embiid†|†J. Redick†|†B. Simmons","PHI","2018-19","23","293.6","618","616","100.9","43.2","86.3",".500","11.4","27.8",".412",".566","22.6","27.8",".812","120.3","28.4","6.4","6.5","17.0","16.7","+0.3","-8.2","+.047","+1.8","-2.5","+.093","+.062","+11.0","+11.4","+.102","+13.4","Jimmy Butler","Wilson Chandler","Joel Embiid","J.J. Redick","Ben Simmons","/players/b/butleji01.html","/players/c/chandwi01.html","/players/e/embiijo01.html","/players/r/redicjj01.html","/players/s/simmobe01.html"
"24","21","B. Brown†|†A. Drummond†|†W. Ellington†|†B. Griffin†|†R. Jackson","DET","2018-19","20","289.0","573","574","95.3","38.7","88.7",".436","15.4","39.4",".392",".523","14.6","19.8",".739","107.5","21.9","8.3","4.8","12.1","18.4","-0.8","+5.3","-.038","+3.7","+10.3","-.013","-0.021","+0.3","+1.2","-.028","+2.3","Bruce Brown","Andre Drummond","Wayne Ellington","Blake Griffin","Reggie Jackson","/players/b/brownbr01.html","/players/d/drumman01.html","/players/e/ellinwa01.html","/players/g/griffbl01.html","/players/j/jacksre01.html"
"25","22","B. Bogdanovic†|†D. Collison†|†T. Evans†|†M. Turner†|†T. Young","IND","2018-19","18","261.0","530","532","97.7","43.8","83.5",".524","11.0","24.6",".448",".590","14.3","17.7",".813","112.9","29.4","11.6","6.8","16.4","18.4","+4.8","+0.6","+.054","-0.2","-3.1","+.044","+.053","+0.7","-1.8","+.114","+10.1","Bojan Bogdanoviƒá","Darren Collison","Tyreke Evans","Myles Turner","Thaddeus Young","/players/b/bogdabo02.html","/players/c/collida01.html","/players/e/evansty01.html","/players/t/turnemy01.html","/players/y/youngth01.html"
"26","23","A. Aminu†|†D. Lillard†|†C. McCollum†|†J. Nurkic†|†E. Turner","POR","2018-19","45","260.3","552","548","101.4","45.0","93.3",".482","10.1","27.1",".374",".537","23.1","30.6",".753","123.2","21.8","6.6","5.3","11.6","22.7","+8.3","+4.8","+.068","+0.2","-2.6","+.039","+.066","+0.7","-0.2","+.028","+17.5","Al-Farouq Aminu","Damian Lillard","CJ McCollum","Jusuf Nurkiƒá","Evan Turner","/players/a/aminual01.html","/players/l/lillada01.html","/players/m/mccolcj01.html","/players/n/nurkiju01.html","/players/t/turneev01.html"
"27","24","H. Barnes†|†N. Bjelica†|†W. Cauley-Stein†|†D. Fox†|†B. Hield","SAC","2018-19","22","259.5","556","564","103.6","45.1","94.1",".479","11.7","30.9",".377",".541","14.1","20.3",".691","116.0","28.5","9.2","3.7","11.5","17.8","+0.4","+1.3","-.003","+0.4","-1.7","+.031","-0.002","-0.7","+0.4","-.050","+0.4","Harrison Barnes","Nemanja Bjelica","Willie Cauley-Stein","De'Aaron Fox","Buddy Hield","/players/b/barneha02.html","/players/b/bjeline01.html","/players/c/caulewi01.html","/players/f/foxde01.html","/players/h/hieldbu01.html"
"28","25","D. Cousins†|†S. Curry†|†K. Durant†|†D. Green†|†K. Thompson","GSW","2018-19","21","256.4","578","579","108.3","49.6","95.3",".521","13.9","38.6",".359",".593","15.5","18.3",".847","128.6","37.4","8.4","8.1","14.6","18.7","+5.1","-10.5","+.099","+1.3","+0.6","+.029","+.113","+2.8","+0.9","+.116","+14.2","DeMarcus Cousins","Stephen Curry","Kevin Durant","Draymond Green","Klay Thompson","/players/c/couside01.html","/players/c/curryst01.html","/players/d/duranke01.html","/players/g/greendr01.html","/players/t/thompkl01.html"
"29","26","P. Beverley†|†D. Gallinari†|†S. Gilgeous-Alexander†|†L. Shamet†|†I. Zubac","LAC","2018-19","18","254.7","525","522","98.7","41.8","86.9",".482","13.6","33.0",".411",".560","16.6","20.9",".793","113.8","27.7","8.5","4.5","14.7","20.0","+2.3","+2.1","+.015","+2.6","+5.1","+.020","+.029","+2.8","+4.0","-.018","+10.0","Patrick Beverley","Danilo Gallinari","Shai Gilgeous-Alexander","Landry Shamet","Ivica Zubac","/players/b/beverpa01.html","/players/g/gallida01.html","/players/g/gilgesh01.html","/players/s/shamela01.html","/players/z/zubaciv01.html"
"30","27","D. Augustin†|†E. Fournier†|†A. Gordon†|†T. Ross†|†N. Vucevic","ORL","2018-19","50","238.6","495","463","96.4","41.0","86.9",".472","13.3","37.2",".357",".549","16.9","22.1",".764","112.3","27.2","5.0","5.2","14.1","20.3","+5.6","+4.6","+.042","+4.0","+5.6","+.064","+.062","-3.0","-3.0","-.028","+12.3","D.J. Augustin","Evan Fournier","Aaron Gordon","Terrence Ross","Nikola Vuƒçeviƒá","/players/a/augusdj01.html","/players/f/fournev01.html","/players/g/gordoaa01.html","/players/r/rosste01.html","/players/v/vucevni01.html"
"31","28","R. Covington†|†T. Gibson†|†J. Teague†|†K. Towns†|†A. Wiggins","MIN","2018-19","13","230.5","459","464","96.1","39.2","86.8",".451","11.5","25.6",".447",".517","14.6","20.0",".729","104.3","26.9","9.2","5.2","16.9","16.7","+0.4","+0.6","+.002","0.0","-8.5","+.112","+.001","+2.1","+3.7","-.040","+2.9","Robert Covington","Taj Gibson","Jeff Teague","Karl-Anthony Towns","Andrew Wiggins","/players/c/covinro01.html","/players/g/gibsota01.html","/players/t/teaguje01.html","/players/t/townska01.html","/players/w/wiggian01.html"
"32","29","D. Augustin†|†E. Fournier†|†A. Gordon†|†W. Iwundu†|†N. Vucevic","ORL","2018-19","29","199.3","398","400","96.1","45.0","88.9",".507","11.1","28.9",".383",".569","11.6","14.2",".814","112.7","29.9","7.0","5.1","12.3","18.1","+2.6","+0.5","+.027","+1.9","+2.2","+.041","+.038","-0.7","-1.9","+.052","+6.5","D.J. Augustin","Evan Fournier","Aaron Gordon","Wesley Iwundu","Nikola Vuƒçeviƒá","/players/a/augusdj01.html","/players/f/fournev01.html","/players/g/gordoaa01.html","/players/i/iwundwe01.html","/players/v/vucevni01.html"
"33","30","Z. Collins†|†S. Curry†|†M. Leonard†|†N. Stauskas†|†E. Turner","POR","2018-19","24","196.4","381","384","93.5","39.8","84.1",".474","13.0","34.7",".373",".551","11.0","13.7",".804","103.6","23.7","4.6","3.2","11.7","18.6","+1.0","-5.6","+.041","+2.7","+2.9","+.050","+.060","-2.4","-3.4","+.018","+2.2","Zach Collins","Seth Curry","Meyers Leonard","Nik Stauskas","Evan Turner","/players/c/colliza01.html","/players/c/curryse01.html","/players/l/leoname01.html","/players/s/stausni01.html","/players/t/turneev01.html"
"34","31","D. Green†|†S. Ibaka†|†K. Lowry†|†P. Siakam†|†F. VanVleet","TOR","2018-19","16","187.3","370","372","95.1","43.6","88.7",".491","14.6","34.3",".425",".574","14.4","16.7",".862","116.1","32.3","6.7","6.2","11.3","15.4","+3.8","-0.3","+.045","+5.9","+5.4","+.124","+.078","+1.5","+2.1","-.016","+15.1","Danny Green","Serge Ibaka","Kyle Lowry","Pascal Siakam","Fred VanVleet","/players/g/greenda02.html","/players/i/ibakase01.html","/players/l/lowryky01.html","/players/s/siakapa01.html","/players/v/vanvlfr01.html"
"35","32","S. Adams†|†T. Ferguson†|†J. Grant†|†D. Schrˆder†|†R. Westbrook","OKC","2018-19","32","186.8","413","399","104.3","44.7","97.6",".458","12.1","33.4",".362",".520","15.9","24.9",".639","117.4","26.5","8.0","3.9","13.9","19.3","+2.3","+9.5","-.023","+0.5","+1.5","-.001","-0.027","-0.8","+5.4","-.216","+4.4","Steven Adams","Terrance Ferguson","Jerami Grant","Dennis Schr√∂der","Russell Westbrook","/players/a/adamsst01.html","/players/f/fergute01.html","/players/g/grantje01.html","/players/s/schrode01.html","/players/w/westbru01.html"
"36","33","D. Green†|†S. Ibaka†|†K. Leonard†|†P. Siakam†|†F. VanVleet","TOR","2018-19","16","186.8","379","380","97.5","42.9","84.0",".511","12.1","28.8",".420",".583","24.4","29.8",".819","122.3","23.6","3.9","5.7","11.1","17.7","+2.1","-9.0","+.071","+2.1","-1.3","+.086","+.089","+9.5","+11.6","+.002","+15.7","Danny Green","Serge Ibaka","Kawhi Leonard","Pascal Siakam","Fred VanVleet","/players/g/greenda02.html","/players/i/ibakase01.html","/players/l/leonaka01.html","/players/s/siakapa01.html","/players/v/vanvlfr01.html"
"37","34","T. Evans†|†C. Joseph†|†D. McDermott†|†D. Sabonis†|†T. Young","IND","2018-19","32","178.8","348","347","93.3","46.2","88.1",".524","8.6","22.0",".390",".573","16.6","22.8",".729","117.6","28.5","7.8","2.1","11.3","19.3","+9.7","+1.3","+.103","-1.9","-16.1","+.116","+.092","+7.0","+9.7","-.005","+24.4","Tyreke Evans","Cory Joseph","Doug McDermott","Domantas Sabonis","Thaddeus Young","/players/e/evansty01.html","/players/j/josepco01.html","/players/m/mcderdo01.html","/players/s/sabondo01.html","/players/y/youngth01.html"
"38","35","S. Curry†|†K. Durant†|†D. Green†|†A. Iguodala†|†K. Thompson","GSW","2018-19","35","177.9","396","389","105.9","47.7","87.1",".548","19.2","39.9",".480",".658","25.6","30.5",".841","140.3","31.8","8.9","5.9","13.8","18.3","+8.9","-3.8","+.121","+7.8","+3.8","+.166","+.168","+7.3","+4.6","+.132","+32.9","Stephen Curry","Kevin Durant","Draymond Green","Andre Iguodala","Klay Thompson","/players/c/curryst01.html","/players/d/duranke01.html","/players/g/greendr01.html","/players/i/iguodan01.html","/players/t/thompkl01.html"
"39","36","M. Beasley†|†T. Lyles†|†M. Morris†|†J. Murray†|†M. Plumlee","DEN","2018-19","26","167.9","344","333","96.8","43.7","91.5",".478","10.6","27.2",".389",".536","13.4","20.3",".662","111.5","28.6","8.0","4.6","12.0","19.4","+5.4","+7.1","+.024","-2.9","-6.0","-.016","+.002","-0.3","+2.3","-.100","+7.7","Malik Beasley","Trey Lyles","Monte Morris","Jamal Murray","Mason Plumlee","/players/b/beaslma01.html","/players/l/lylestr01.html","/players/m/morrimo01.html","/players/m/murraja01.html","/players/p/plumlma01.html"
"40","37","J. Butler†|†J. Embiid†|†T. Harris†|†J. Redick†|†B. Simmons","PHI","2018-19","10","161.1","352","347","104.2","47.1","91.5",".515","10.4","28.9",".361",".572","26.2","35.8",".733","130.8","26.8","8.0","5.1","12.2","15.5","+4.8","-5.7","+.079","-2.4","-5.4","-.013","+.070","+15.2","+19.4","+.061","+22.4","Jimmy Butler","Joel Embiid","Tobias Harris","J.J. Redick","Ben Simmons","/players/b/butleji01.html","/players/e/embiijo01.html","/players/h/harrito02.html","/players/r/redicjj01.html","/players/s/simmobe01.html"
"41","38","M. Gasol†|†D. Green†|†K. Leonard†|†K. Lowry†|†P. Siakam","TOR","2018-19","13","160.6","336","330","99.5","46.3","87.0",".533","15.5","35.6",".437",".622","16.1","19.1",".844","124.3","32.9","9.3","3.9","11.7","14.3","+5.1","+0.3","+.057","+3.0","+1.8","+.065","+.074","+1.8","+1.8","+.016","+14.9","Marc Gasol","Danny Green","Kawhi Leonard","Kyle Lowry","Pascal Siakam","/players/g/gasolma01.html","/players/g/greenda02.html","/players/l/leonaka01.html","/players/l/lowryky01.html","/players/s/siakapa01.html"
"42","39","G. Harris†|†J. HernangÛmez†|†N. Jokic†|†P. Millsap†|†J. Murray","DEN","2018-19","17","158.7","329","325","98.9","43.2","87.4",".495","11.5","30.2",".380",".561","17.2","21.2",".814","115.2","31.5","10.6","4.5","15.1","17.2","+2.7","+4.8","+.004","0.0","-3.3","+.038",".000","+3.3","+3.0","+.048","+8.8","Gary Harris","Juan Hernang√≥mez","Nikola Jokiƒá","Paul Millsap","Jamal Murray","/players/h/harriga01.html","/players/h/hernaju01.html","/players/j/jokicni01.html","/players/m/millspa01.html","/players/m/murraja01.html"
"43","40","N. Bjelica†|†B. Bogdanovic†|†W. Cauley-Stein†|†D. Fox†|†B. Hield","SAC","2018-19","23","152.3","329","319","102.1","43.5","95.8",".454","11.7","30.9",".378",".515","17.7","23.6",".747","116.3","28.4","9.5","4.4","11.0","24.0","+2.5","+6.3","-.004","-1.6","-6.6","+.025","-0.017","-3.5","-3.2","-.042","0.0","Nemanja Bjelica","Bogdan Bogdanoviƒá","Willie Cauley-Stein","De'Aaron Fox","Buddy Hield","/players/b/bjeline01.html","/players/b/bogdabo01.html","/players/c/caulewi01.html","/players/f/foxde01.html","/players/h/hieldbu01.html"
"46","41","J. Crowder†|†R. Gobert†|†K. Korver†|†D. Mitchell†|†R. O'Neale","UTA","2018-19","33","150.0","317","316","101.3","37.1","86.7",".428","13.8","40.3",".341",".507","19.8","25.3",".785","107.8","23.4","7.7","7.4","16.6","19.8","+0.3","+0.3","+.002","+3.2","+11.8","-.030","+.020","+1.3","+2.6","-.032","+5.1","Jae Crowder","Rudy Gobert","Kyle Korver","Donovan Mitchell","Royce O'Neale","/players/c/crowdja01.html","/players/g/goberru01.html","/players/k/korveky01.html","/players/m/mitchdo01.html","/players/o/onealro01.html"
"47","42","B. Beal†|†T. Brown†|†T. Bryant†|†B. Portis†|†T. Satoransk˝","WAS","2018-19","10","149.3","300","300","96.5","43.4","92.6",".469","10.0","31.8",".313",".523","17.4","20.3",".857","114.1","26.7","6.4","1.9","10.9","16.7","+0.3","+2.6","-.010","-1.6","-2.9","-.020","-0.020","+7.1","+7.4","+.057","+6.1","Bradley Beal","Troy Brown","Thomas Bryant","Bobby Portis","Tom√°≈° Satoransk√Ω","/players/b/bealbr01.html","/players/b/browntr01.html","/players/b/bryanth01.html","/players/p/portibo01.html","/players/s/satorto01.html"
"48","43","J. Brown†|†G. Hayward†|†A. Horford†|†K. Irving†|†J. Tatum","BOS","2018-19","19","144.4","306","299","100.6","39.6","91.4",".433","11.3","36.6",".309",".495","10.3","12.3",".838","100.8","23.6","9.0","4.7","13.0","16.6","-1.0","-0.3","-.009","+1.0","+5.0","-.017","-0.004","+2.0","+0.3","+.143","+1.0","Jaylen Brown","Gordon Hayward","Al Horford","Kyrie Irving","Jayson Tatum","/players/b/brownja02.html","/players/h/haywago01.html","/players/h/horfoal01.html","/players/i/irvinky01.html","/players/t/tatumja01.html"
"49","44","S. Curry†|†K. Durant†|†D. Green†|†D. Jones†|†K. Thompson","GSW","2018-19","11","142.6","302","305","102.2","48.8","85.5",".571","13.8","33.7",".410",".652","10.8","14.5",".744","122.2","36.7","8.8","5.1","16.8","22.2","+6.4","-6.1","+.108","-0.3","-7.4","+.066","+.111","-6.4","-8.4","-.006","+6.1","Stephen Curry","Kevin Durant","Draymond Green","Damian Jones","Klay Thompson","/players/c/curryst01.html","/players/d/duranke01.html","/players/g/greendr01.html","/players/j/jonesda03.html","/players/t/thompkl01.html"
"50","45","S. Adams†|†T. Ferguson†|†P. George†|†J. Grant†|†D. Schrˆder","OKC","2018-19","17","142.1","287","288","97.1","43.6","87.8",".496","12.5","31.1",".402",".567","20.3","26.4",".769","119.9","23.7","9.8","3.7","13.5","19.6","+6.8","+6.8","+.042","+3.4","+2.7","+.081","+.057","+5.7","+8.4","-.042","+22.6","Steven Adams","Terrance Ferguson","Paul George","Jerami Grant","Dennis Schr√∂der","/players/a/adamsst01.html","/players/f/fergute01.html","/players/g/georgpa01.html","/players/g/grantje01.html","/players/s/schrode01.html"
"51","46","S. Curry†|†K. Durant†|†A. Iguodala†|†K. Looney†|†K. Thompson","GSW","2018-19","33","141.7","305","307","103.6","45.7","88.4",".517","11.9","31.2",".380",".584","16.9","20.0",".847","120.2","32.9","7.8","7.1","14.9","23.4","+4.4","-1.7","+.059","+1.4","-0.3","+.047","+.067","-1.7","-7.5","+.168","+8.5","Stephen Curry","Kevin Durant","Andre Iguodala","Kevon Looney","Klay Thompson","/players/c/curryst01.html","/players/d/duranke01.html","/players/i/iguodan01.html","/players/l/looneke01.html","/players/t/thompkl01.html"
