"","ranker","lineup","team_id","season","g","mp","poss","opp_poss","pace","fg","fga","fg_pct","fg3","fg3a","fg3_pct","efg_pct","ft","fta","ft_pct","pts","ast","stl","blk","tov","pf","diff_fg","diff_fga","diff_fg_pct","diff_fg3","diff_fg3a","diff_fg3_pct","diff_efg_pct","diff_ft","diff_fta","diff_ft_pct","diff_pts","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5"
"2","1","M. World Peace†|†K. Bryant†|†D. Fisher†|†P. Gasol†|†L. Odom","LAL","2010-11","74","953.4","1810","1820","91.4","40.8","84.6",".482","5.7","15.6",".366",".516","19.8","25.1",".788","107.0","21.9","8.6","4.5","11.8","17.1","+3.7","+0.3","+.042","-1.6","-4.5","+.005","+.033","+7.1","+8.3","+.035","+12.9","Metta World Peace","Kobe Bryant","Derek Fisher","Pau Gasol","Lamar Odom","/players/a/artesro01.html","/players/b/bryanko01.html","/players/f/fishede01.html","/players/g/gasolpa01.html","/players/o/odomla01.html"
"3","2","T. Ariza†|†M. Belinelli†|†E. Okafor†|†C. Paul†|†D. West","NOH","2010-11","52","882.0","1634","1625","88.7","37.8","78.5",".481","6.0","15.7",".385",".519","15.0","20.7",".722","96.5","23.1","8.5","4.2","12.8","17.9","+2.0","+2.2","+.012","+0.3","-0.4","+.026","+.012","-1.0","+1.1","-.092","+3.2","Trevor Ariza","Marco Belinelli","Emeka Okafor","Chris Paul","David West","/players/a/arizatr01.html","/players/b/belinma01.html","/players/o/okafoem01.html","/players/p/paulch01.html","/players/w/westda01.html"
"4","3","S. Battier†|†C. Hayes†|†K. Lowry†|†K. Martin†|†L. Scola","HOU","2010-11","44","795.6","1558","1549","93.7","40.3","85.2",".473","9.0","21.7",".415",".525","20.4","25.6",".795","110.0","25.7","8.2","4.6","11.2","17.9","+0.8","+2.6","-.005","+3.1","+7.1","+.014","+.012","+4.9","+6.3","-.005","+9.7","Shane Battier","Chuck Hayes","Kyle Lowry","Kevin Martin","Luis Scola","/players/b/battish01.html","/players/h/hayesch01.html","/players/l/lowryky01.html","/players/m/martike02.html","/players/s/scolalu01.html"
"5","4","E. Brand†|†S. Hawes†|†J. Holiday†|†A. Iguodala†|†J. Meeks","PHI","2010-11","56","775.7","1465","1460","90.5","39.4","83.4",".473","7.5","18.0",".419",".518","12.4","16.2",".763","98.8","25.6","7.0","5.0","12.8","14.9","+2.1","+2.1","+.014","+2.1","+4.3","+.021","+.025","-0.2","-0.6","+.013","+6.1","Elton Brand","Spencer Hawes","Jrue Holiday","Andre Iguodala","Jodie Meeks","/players/b/brandel01.html","/players/h/hawessp01.html","/players/h/holidjr01.html","/players/i/iguodan01.html","/players/m/meeksjo01.html"
"6","5","M. World Peace†|†K. Bryant†|†A. Bynum†|†D. Fisher†|†P. Gasol","LAL","2010-11","51","761.4","1407","1408","88.7","39.0","81.1",".481","5.4","13.2",".405",".514","16.8","21.8",".769","100.2","22.9","6.8","5.7","12.5","16.4","+2.2","-1.5","+.036","+0.4","-3.3","+.103","+.038","+4.6","+5.6","+.018","+9.4","Metta World Peace","Kobe Bryant","Andrew Bynum","Derek Fisher","Pau Gasol","/players/a/artesro01.html","/players/b/bryanko01.html","/players/b/bynuman01.html","/players/f/fishede01.html","/players/g/gasolpa01.html"
"7","6","D. Blair†|†T. Duncan†|†M. GinÛbili†|†R. Jefferson†|†T. Parker","SAS","2010-11","62","687.4","1358","1350","94.5","42.2","87.1",".484","6.6","16.7",".397",".522","14.7","19.1",".773","105.7","26.4","9.1","5.0","12.8","15.6","+2.7","+1.0","+.026","+2.0","+4.9","+.007","+.037","+2.9","+3.4","+.018","+10.4","DeJuan Blair","Tim Duncan","Manu Gin√≥bili","Richard Jefferson","Tony Parker","/players/b/blairde01.html","/players/d/duncati01.html","/players/g/ginobma01.html","/players/j/jefferi01.html","/players/p/parketo01.html"
"8","7","B. Bass†|†D. Howard†|†J. Nelson†|†J. Richardson†|†H. T¸rkoglu","ORL","2010-11","45","630.1","1165","1168","88.9","37.2","76.2",".489","7.7","17.7",".433",".539","13.8","20.5",".673","96.0","23.2","7.4","6.1","14.2","16.7","+3.0","-7.1","+.078","+1.5","+0.7","+.072","+.092","+0.8","+3.3","-.079","+8.5","Brandon Bass","Dwight Howard","Jameer Nelson","Jason Richardson","Hedo T√ºrkoƒülu","/players/b/bassbr01.html","/players/h/howardw01.html","/players/n/nelsoja01.html","/players/r/richaja01.html","/players/t/turkohe01.html"
"9","8","W. Chandler†|†R. Felton†|†L. Fields†|†D. Gallinari†|†A. Stoudemire","NYK","2010-11","37","572.4","1159","1156","97.1","41.8","83.4",".501","9.1","23.1",".395",".556","18.7","23.1",".808","111.4","24.7","7.0","6.2","14.0","18.4","+0.6","-3.3","+.026","+2.9","+7.1","+.007","+.045","+0.8","-0.9","+.066","+4.9","Wilson Chandler","Raymond Felton","Landry Fields","Danilo Gallinari","Amar'e Stoudemire","/players/c/chandwi01.html","/players/f/feltora01.html","/players/f/fieldla01.html","/players/g/gallida01.html","/players/s/stoudam01.html"
"10","9","R. Allen†|†G. Davis†|†K. Garnett†|†P. Pierce†|†R. Rondo","BOS","2010-11","55","514.9","975","974","90.8","39.2","77.9",".502","5.3","14.7",".361",".536","19.8","25.1",".788","103.4","27.3","9.5","3.7","11.8","19.0","+6.9","+1.2","+.082","+0.2","-3.3","+.076","+.083","+1.6","+0.7","+.044","+15.6","Ray Allen","Glen Davis","Kevin Garnett","Paul Pierce","Rajon Rondo","/players/a/allenra02.html","/players/d/davisgl01.html","/players/g/garneke01.html","/players/p/piercpa01.html","/players/r/rondora01.html"
"11","10","L. Aldridge†|†N. Batum†|†M. Camby†|†W. Matthews†|†A. Miller","POR","2010-11","40","452.1","823","828","87.6","36.6","80.6",".455","3.9","13.0",".303",".479","15.7","20.8",".755","92.9","21.4","7.5","5.4","13.9","16.0","+0.6","+5.0","-.022","-2.3","-2.7","-.098","-0.039","+2.7","+5.1","-.076","+1.6","LaMarcus Aldridge","Nicolas Batum","Marcus Camby","Wesley Matthews","Andre Miller","/players/a/aldrila01.html","/players/b/batumni01.html","/players/c/cambyma01.html","/players/m/matthwe02.html","/players/m/millean02.html"
