,ranker,lineup,team_id,season,g,mp,poss,opp_poss,pace,fg,fga,fg_pct,fg3,fg3a,fg3_pct,efg_pct,ft,fta,ft_pct,pts,ast,stl,blk,tov,pf,diff_fg,diff_fga,diff_fg_pct,diff_fg3,diff_fg3a,diff_fg3_pct,diff_efg_pct,diff_ft,diff_fta,diff_ft_pct,diff_pts,X1,X2,X3,X4,X5,X1,X2,X3,X4,X5
2,1,W. Barton†|†G. Harris†|†N. Jokic†|†P. Millsap†|†J. Murray,DEN,2019-20,38,735.3,1474,1453,95.5,42.3,89.3,0.474,10.1,30.9,0.326,0.53,14.4,17,0.846,109,26,9.2,3.7,13.6,18.3,5.5,6.1,0.031,-1.2,-1.9,-0.019,0.02,-1.3,-3.5,0.079,8.4,Will Barton,Gary Harris,Nikola Jokiƒá,Paul Millsap,Jamal Murray,/players/b/bartowi01.html,/players/h/harriga01.html,/players/j/jokicni01.html,/players/m/millspa01.html,/players/m/murraja01.html
3,2,B. Bogdanovic†|†R. Gobert†|†J. Ingles†|†D. Mitchell†|†R. O'Neale,UTA,2019-20,47,570.5,1164,1155,97.6,41.4,80.8,0.513,14.5,35.9,0.403,0.602,19.7,24.9,0.791,116.9,24.3,6.4,4,15.3,18.5,2.1,-7.2,0.066,4.4,5.5,0.071,0.098,4.5,5.7,0.001,13.1,Bojan Bogdanoviƒá,Rudy Gobert,Joe Ingles,Donovan Mitchell,Royce O'Neale,/players/b/bogdabo02.html,/players/g/goberru01.html,/players/i/inglejo01.html,/players/m/mitchdo01.html,/players/o/onealro01.html
4,3,J. Allen†|†S. Dinwiddie†|†J. Harris†|†T. Waller-Prince†|†G. Temple,BRK,2019-20,43,490.9,1003,999,97.9,39.8,89.1,0.447,13.6,38.6,0.352,0.523,15.8,22.1,0.717,109,25.6,5.7,4.8,13,19.1,-1.2,-2.4,-0.001,2.2,6.8,-0.005,0.013,0.5,1.1,-0.013,0.4,Jarrett Allen,Spencer Dinwiddie,Joe Harris,Taurean Waller-Prince,Garrett Temple,/players/a/allenja01.html,/players/d/dinwisp01.html,/players/h/harrijo01.html,/players/p/princta02.html,/players/t/templga01.html
5,4,B. Adebayo†|†J. Butler†|†M. Leonard†|†K. Nunn†|†D. Robinson,MIA,2019-20,39,487.4,956,955,94.1,41.8,82.7,0.505,14.1,31.6,0.445,0.59,14.1,17.3,0.813,111.7,28.2,7.1,3.3,13.2,15.1,4,-1.8,0.058,2.1,-2.2,0.09,0.072,1.8,1.6,0.031,11.9,Bam Adebayo,Jimmy Butler,Meyers Leonard,Kendrick Nunn,Duncan Robinson,/players/a/adebaba01.html,/players/b/butleji01.html,/players/l/leoname01.html,/players/n/nunnke01.html,/players/r/robindu01.html
6,5,D. Brooks†|†J. Crowder†|†J. Jackson†|†J. Morant†|†J. Valanciunas,MEM,2019-20,36,413.7,868,861,100.3,44.2,91.8,0.482,13.6,32,0.424,0.556,15.8,19.3,0.819,117.8,28.4,6.5,5.1,14.6,20.1,2.7,0.5,0.027,0.8,-3.8,0.068,0.031,0.1,-0.6,0.03,6.3,Dillon Brooks,Jae Crowder,Jaren Jackson,Ja Morant,Jonas Valanƒçi≈´nas,/players/b/brookdi01.html,/players/c/crowdja01.html,/players/j/jacksja02.html,/players/m/moranja01.html,/players/v/valanjo01.html
7,6,G. Antetokounmpo†|†E. Bledsoe†|†B. Lopez†|†W. Matthews†|†K. Middleton,MIL,2019-20,37,407.7,916,912,107.6,45.7,95.1,0.48,13.7,41.7,0.328,0.552,15.1,19.8,0.762,120.1,28.3,7.8,6.9,11.9,16.8,9.9,-1.9,0.111,-0.2,0.4,-0.008,0.111,1.6,3.6,-0.07,21.2,Giannis Antetokounmpo,Eric Bledsoe,Brook Lopez,Wesley Matthews,Khris Middleton,/players/a/antetgi01.html,/players/b/bledser01.html,/players/l/lopezbr01.html,/players/m/matthwe02.html,/players/m/middlkh01.html
8,7,A. Bradley†|†A. Davis†|†D. Green†|†L. James†|†J. McGee,LAL,2019-20,33,388.9,814,815,100.5,45.1,89.7,0.502,11.6,30.1,0.385,0.567,14.7,19.3,0.763,116.4,30,9.4,8.9,15.8,19,5.8,-0.1,0.065,-0.5,-4.2,0.033,0.063,1,1.7,-0.019,12.1,Avery Bradley,Anthony Davis,Danny Green,LeBron James,JaVale McGee,/players/b/bradlav01.html,/players/d/davisan02.html,/players/g/greenda02.html,/players/j/jamesle01.html,/players/m/mcgeeja01.html
9,8,B. Bogdanovic†|†M. Conley†|†R. Gobert†|†D. Mitchell†|†R. O'Neale,UTA,2019-20,33,381.1,764,770,96.6,39.5,83.8,0.472,13.9,33.1,0.418,0.555,19.5,24.4,0.799,112.5,22.7,5.8,4,12.5,18.3,0.1,-4.5,0.026,1.3,-2.6,0.066,0.037,7.8,8.1,0.084,9.3,Bojan Bogdanoviƒá,Mike Conley,Rudy Gobert,Donovan Mitchell,Royce O'Neale,/players/b/bogdabo02.html,/players/c/conlemi01.html,/players/g/goberru01.html,/players/m/mitchdo01.html,/players/o/onealro01.html
10,9,C. Capela†|†J. Harden†|†D. House†|†P. Tucker†|†R. Westbrook,HOU,2019-20,27,355.5,764,766,103.3,42,91,0.461,14.2,37.8,0.375,0.539,16.7,21.7,0.77,114.9,23.8,10,5.9,16.6,19,-0.3,-0.4,-0.001,2,4.2,0.014,0.011,5.9,7,0.036,7.4,Clint Capela,James Harden,Danuel House,P.J. Tucker,Russell Westbrook,/players/c/capelca01.html,/players/h/hardeja01.html,/players/h/houseda01.html,/players/t/tuckepj01.html,/players/w/westbru01.html
11,10,M. Brogdon†|†J. Lamb†|†D. Sabonis†|†M. Turner†|†T. Warren,IND,2019-20,25,354.6,704,702,95.2,41.7,84.3,0.494,7.6,21.1,0.359,0.539,13,16.7,0.78,104,24.4,6.5,6,13.9,19,6.6,0.9,0.074,-3.7,-9.9,-0.003,0.052,-2.4,-4.1,0.035,7.2,Malcolm Brogdon,Jeremy Lamb,Domantas Sabonis,Myles Turner,T.J. Warren,/players/b/brogdma01.html,/players/l/lambje01.html,/players/s/sabondo01.html,/players/t/turnemy01.html,/players/w/warretj01.html
