"","ranker","lineup","team_id","season","g","mp","poss","opp_poss","pace","fg","fga","fg_pct","fg3","fg3a","fg3_pct","efg_pct","ft","fta","ft_pct","pts","ast","stl","blk","tov","pf","diff_fg","diff_fga","diff_fg_pct","diff_fg3","diff_fg3a","diff_fg3_pct","diff_efg_pct","diff_ft","diff_fta","diff_ft_pct","diff_pts","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5"
"12","11","A. Biedrinö†|†B. Davis†|†M. Ellis†|†A. Harrington†|†S. Jackson","GSW","2007-08","49","511.4","1065","1070","100.2","44.4","90.3",".492","10.2","24.3",".421",".548","15.9","20.5",".775","114.9","25.4","10.1","4.4","14.9","19.6","+5.5","+3.6","+.044","+5.5","+8.4","+.127","+.073","-2.3","-2.7","-.010","+14.3","Andris Biedri≈Ü≈°","Baron Davis","Monta Ellis","Al Harrington","Stephen Jackson","/players/b/biedran01.html","/players/d/davisba01.html","/players/e/ellismo01.html","/players/h/harrial01.html","/players/j/jacksst02.html"
"13","12","M. Evans†|†D. Howard†|†R. Lewis†|†J. Nelson†|†H. T¸rkoglu","ORL","2007-08","42","471.5","902","905","92.0","41.9","78.4",".535","11.8","25.2",".468",".610","12.1","18.9",".640","107.8","26.3","5.9","4.1","15.4","18.1","+2.7","-7.9","+.081","+6.4","+10.2","+.110","+.125","-2.0","+1.2","-.159","+9.9","Maurice Evans","Dwight Howard","Rashard Lewis","Jameer Nelson","Hedo T√ºrkoƒülu","/players/e/evansma01.html","/players/h/howardw01.html","/players/l/lewisra02.html","/players/n/nelsoja01.html","/players/t/turkohe01.html"
"14","13","M. Bibby†|†A. Horford†|†J. Johnson†|†J. Smith†|†M. Williams","ATL","2007-08","31","444.3","854","855","92.3","42.6","84.6",".503","6.8","15.1",".450",".543","11.6","14.9",".775","103.5","29.7","6.7","5.5","13.9","15.6","+0.9","-2.2","+.022","-1.1","-2.4","-.001","+.017","-0.2","-0.8","+.024","+0.4","Mike Bibby","Al Horford","Joe Johnson","Josh Smith","Marvin Williams","/players/b/bibbymi01.html","/players/h/horfoal01.html","/players/j/johnsjo02.html","/players/s/smithjo03.html","/players/w/willima02.html"
"15","14","R. Bell†|†G. Hill†|†S. Marion†|†S. Nash†|†A. Stoudemire","PHO","2007-08","31","422.5","877","878","99.7","46.5","87.9",".528","7.4","20.8",".355",".570","18.2","22.3",".816","118.5","31.9","8.7","8.1","12.7","16.9","+5.9","-2.8","+.082","+1.8","+6.2","-.028","+.093","+2.8","+2.0","+.058","+16.5","Raja Bell","Grant Hill","Shawn Marion","Steve Nash","Amar'e Stoudemire","/players/b/bellra01.html","/players/h/hillgr01.html","/players/m/mariosh01.html","/players/n/nashst01.html","/players/s/stoudam01.html"
"16","15","B. Bowen†|†T. Duncan†|†M. Finley†|†F. Oberto†|†T. Parker","SAS","2007-08","49","419.4","744","752","85.6","38.6","78.6",".491","4.5","10.1",".443",".519","10.2","14.2",".718","91.8","21.3","5.3","3.2","10.9","15.8","+2.3","+1.8","+.018","+0.3","+0.9","-.007","+.020","-2.5","-2.2","-.058","+2.4","Bruce Bowen","Tim Duncan","Michael Finley","Fabricio Oberto","Tony Parker","/players/b/bowenbr01.html","/players/d/duncati01.html","/players/f/finlemi01.html","/players/o/obertfa01.html","/players/p/parketo01.html"
"17","16","K. Bryant†|†D. Fisher†|†P. Gasol†|†L. Odom†|†V. Radmanovic","LAL","2007-08","22","388.6","762","762","94.1","42.1","80.3",".525","8.4","20.0",".420",".577","22.1","26.4",".836","114.7","27.8","8.5","4.7","13.1","16.9","+1.6","-3.8","+.043","+0.6","+1.4","+.003","+.049","+8.6","+9.8","+.029","+12.5","Kobe Bryant","Derek Fisher","Pau Gasol","Lamar Odom","Vladimir Radmanoviƒá","/players/b/bryanko01.html","/players/f/fishede01.html","/players/g/gasolpa01.html","/players/o/odomla01.html","/players/r/radmavl01.html"
"18","17","M. World Peace†|†K. Martin†|†B. Miller†|†M. Moore†|†B. Udrih","SAC","2007-08","26","381.3","756","762","95.5","40.7","83.6",".486","5.5","13.2",".419",".520","20.3","24.5",".826","107.1","20.8","8.1","2.5","14.2","20.3","-1.0","+0.5","-.015","-2.0","-5.0","+.005","-0.027","+4.5","+2.6","+.107","+0.5","Metta World Peace","Kevin Martin","Brad Miller","Mikki Moore","Beno Udrih","/players/a/artesro01.html","/players/m/martike02.html","/players/m/millebr01.html","/players/m/mooremi01.html","/players/u/udrihbe01.html"
"19","18","R. Alston†|†S. Battier†|†C. Hayes†|†T. McGrady†|†Y. Ming","HOU","2007-08","29","356.4","667","672","90.2","37.0","82.0",".452","5.9","18.6",".319",".488","13.6","18.5",".737","93.6","21.4","7.3","6.1","14.1","15.9","+2.2","0.0","+.026","+1.1","+4.2","-.018","+.033","-0.7","-0.8","-.004","+4.7","Rafer Alston","Shane Battier","Chuck Hayes","Tracy McGrady","Yao Ming","/players/a/alstora01.html","/players/b/battish01.html","/players/h/hayesch01.html","/players/m/mcgratr01.html","/players/m/mingya01.html"
"20","19","R. Bell†|†G. Hill†|†S. Nash†|†S. O'Neal†|†A. Stoudemire","PHO","2007-08","23","309.8","604","600","93.3","41.7","79.5",".524","5.7","14.3",".402",".560","16.7","21.8",".766","105.8","23.7","4.5","5.9","15.5","17.2","+1.5","-10.4","+.078","+1.5","+2.8","+.037","+.091","+2.5","+3.6","-.014","+7.1","Raja Bell","Grant Hill","Steve Nash","Shaquille O'Neal","Amar'e Stoudemire","/players/b/bellra01.html","/players/h/hillgr01.html","/players/n/nashst01.html","/players/o/onealsh01.html","/players/s/stoudam01.html"
"21","20","R. Alston†|†S. Battier†|†T. McGrady†|†Y. Ming†|†L. Scola","HOU","2007-08","28","290.5","552","548","90.9","39.0","81.3",".480","8.3","19.0",".435",".530","14.4","20.2",".713","100.6","25.8","5.5","4.0","13.1","15.2","+0.5","-4.3","+.030","+4.0","+8.3","+.035","+.056","+2.8","+4.3","-.016","+7.8","Rafer Alston","Shane Battier","Tracy McGrady","Yao Ming","Luis Scola","/players/a/alstora01.html","/players/b/battish01.html","/players/m/mcgratr01.html","/players/m/mingya01.html","/players/s/scolalu01.html"
"24","21","L. Aldridge†|†S. Blake†|†C. Frye†|†B. Roy†|†M. Webster","POR","2007-08","51","285.2","523","523","88.0","39.2","81.8",".479","6.9","16.3",".423",".522","14.6","19.9",".737","100.0","25.8","5.0","3.7","11.1","20.5","+4.0","+2.5","+.036","+1.7","+1.7","+.066","+.045","-0.8","+0.5","-.063","+8.9","LaMarcus Aldridge","Steve Blake","Channing Frye","Brandon Roy","Martell Webster","/players/a/aldrila01.html","/players/b/blakest01.html","/players/f/fryech01.html","/players/r/roybr01.html","/players/w/webstma02.html"
"25","22","C. Bosh†|†T. Ford†|†J. Moon†|†R. Nesterovic†|†A. Parker","TOR","2007-08","18","275.5","523","522","91.1","40.8","80.3",".508","4.4","9.8",".446",".535","15.0","18.6",".804","100.9","26.8","7.5","5.6","11.8","14.5","+5.8","-1.6","+.080","-3.0","-8.0","+.035","+.062","+4.0","+4.5","+.026","+12.5","Chris Bosh","T.J. Ford","Jamario Moon","Rasho Nesteroviƒá","Anthony Parker","/players/b/boshch01.html","/players/f/fordtj01.html","/players/m/moonja01.html","/players/n/nestera01.html","/players/p/parkean01.html"
"26","23","K. Bryant†|†A. Bynum†|†D. Fisher†|†L. Odom†|†L. Walton","LAL","2007-08","22","271.9","558","557","98.4","43.6","86.3",".505","6.7","18.0",".373",".544","22.6","30.4",".744","116.5","24.7","7.6","4.8","12.2","18.7","+5.1","-2.6","+.073","+1.1","+2.3","+.013","+.080","+7.4","+10.9","-.038","+18.7","Kobe Bryant","Andrew Bynum","Derek Fisher","Lamar Odom","Luke Walton","/players/b/bryanko01.html","/players/b/bynuman01.html","/players/f/fishede01.html","/players/o/odomla01.html","/players/w/waltolu01.html"
"27","24","R. Alston†|†S. Battier†|†T. McGrady†|†D. Mutombo†|†L. Scola","HOU","2007-08","20","260.9","481","484","88.8","38.8","86.5",".449","6.1","20.8",".292",".484","12.3","18.0",".684","96.0","19.5","6.6","7.0","12.7","17.1","+4.0","+3.5","+.030","+0.4","+6.1","-.095","+.031","-2.0","-2.0","-.032","+6.4","Rafer Alston","Shane Battier","Tracy McGrady","Dikembe Mutombo","Luis Scola","/players/a/alstora01.html","/players/b/battish01.html","/players/m/mcgratr01.html","/players/m/mutomdi01.html","/players/s/scolalu01.html"
"28","25","M. Carroll†|†R. Felton†|†E. Okafor†|†J. Richardson†|†G. Wallace","CHA","2007-08","42","243.4","489","475","95.0","34.5","78.1",".442","8.9","27.4",".324",".499","25.0","35.7",".702","102.9","20.9","9.5","5.5","15.4","25.8","+0.6","-0.4","+.010","+4.3","+8.3","+.087","+.038","-0.6","+3.0","-.081","+4.9","Matt Carroll","Raymond Felton","Emeka Okafor","Jason Richardson","Gerald Wallace","/players/c/carroma01.html","/players/f/feltora01.html","/players/o/okafoem01.html","/players/r/richaja01.html","/players/w/wallage01.html"
"29","26","M. Barnes†|†B. Davis†|†M. Ellis†|†A. Harrington†|†S. Jackson","GSW","2007-08","38","234.6","499","494","101.6","42.8","94.5",".452","12.3","32.3",".380",".517","18.0","23.1",".779","115.8","25.4","11.0","4.1","11.7","24.3","+0.6","+8.0","-.035","+5.9","+12.5","+.060","-0.006","-1.6","-2.3","+.005","+5.5","Matt Barnes","Baron Davis","Monta Ellis","Al Harrington","Stephen Jackson","/players/b/barnema02.html","/players/d/davisba01.html","/players/e/ellismo01.html","/players/h/harrial01.html","/players/j/jacksst02.html"
"30","27","K. Bryant†|†D. Fisher†|†L. Odom†|†V. Radmanovic†|†R. Turiaf","LAL","2007-08","19","232.5","455","449","93.3","42.3","85.5",".495","7.6","20.9",".366",".540","18.0","22.7",".791","110.3","26.8","6.8","5.4","12.8","17.1","+6.2","+3.5","+.054","-2.1","-0.4","-.090","+.040","+2.3","+2.1","+.031","+12.6","Kobe Bryant","Derek Fisher","Lamar Odom","Vladimir Radmanoviƒá","Ronny Turiaf","/players/b/bryanko01.html","/players/f/fishede01.html","/players/o/odomla01.html","/players/r/radmavl01.html","/players/t/turiaro01.html"
"31","28","L. Barbosa†|†R. Bell†|†B. Diaw†|†S. Nash†|†A. Stoudemire","PHO","2007-08","50","226.3","461","458","97.5","44.1","82.5",".535","11.5","25.7",".446",".604","19.7","23.8",".830","119.4","30.1","5.7","5.9","14.4","20.4","+0.2","-8.7","+.053","+4.5","+8.9","+.029","+.084","+1.3","+1.5","+.002","+6.2","Leandro Barbosa","Raja Bell","Boris Diaw","Steve Nash","Amar'e Stoudemire","/players/b/barbole01.html","/players/b/bellra01.html","/players/d/diawbo01.html","/players/n/nashst01.html","/players/s/stoudam01.html"
"32","29","M. Harpring†|†K. Korver†|†P. Millsap†|†M. Okur†|†D. Williams","UTA","2007-08","43","221.6","412","414","89.5","37.9","77.6",".489","7.8","18.4",".424",".539","17.3","22.7",".762","101.0","27.5","6.1","5.6","15.2","26.6","+1.9","-0.6","+.029","+0.9","-0.4","+.056","+.035","-2.8","-4.5","+.024","+1.9","Matt Harpring","Kyle Korver","Paul Millsap","Mehmet Okur","Deron Williams","/players/h/harprma01.html","/players/k/korveky01.html","/players/m/millspa01.html","/players/o/okurme01.html","/players/w/willide01.html"
"33","30","D. Gibson†|†D. Gooden†|†Z. Ilgauskas†|†L. James†|†S. Pavlovic","CLE","2007-08","17","214.9","415","413","92.5","40.0","81.1",".493","4.7","14.5",".323",".522","20.5","24.8",".829","105.2","23.0","8.3","5.8","13.4","21.4","+3.3","-1.3","+.049","-1.1","-0.2","-.071","+.042","+2.7","+1.3","+.067","+8.3","Daniel Gibson","Drew Gooden","Zydrunas Ilgauskas","LeBron James","Sasha Pavloviƒá","/players/g/gibsoda01.html","/players/g/goodedr01.html","/players/i/ilgauzy01.html","/players/j/jamesle01.html","/players/p/pavloal01.html"
"34","31","J. Boone†|†V. Carter†|†D. Harris†|†R. Jefferson†|†N. Krstic","NJN","2007-08","15","212.0","415","417","94.2","41.0","81.1",".506","4.5","10.2",".444",".534","15.4","20.4",".756","101.9","27.8","7.0","4.5","12.9","16.8","+1.6","-6.1","+.054","-1.1","-6.3","+.102","+.049","-0.7","-2.0","+.038","+1.4","Josh Boone","Vince Carter","Devin Harris","Richard Jefferson","Nenad Krstiƒá","/players/b/boonejo01.html","/players/c/cartevi01.html","/players/h/harride01.html","/players/j/jefferi01.html","/players/k/krstine01.html"
"35","32","C. Arroyo†|†M. Evans†|†D. Howard†|†R. Lewis†|†H. T¸rkoglu","ORL","2007-08","22","209.4","389","376","87.7","39.0","75.4",".517","8.3","21.3",".387",".571","19.5","25.9",".752","105.7","22.9","5.7","3.0","13.5","13.3","-1.1","-8.7","+.040","+2.1","+5.7","-.010","+.058","+8.7","+12.6","-.058","+8.5","Carlos Arroyo","Maurice Evans","Dwight Howard","Rashard Lewis","Hedo T√ºrkoƒülu","/players/a/arroyca01.html","/players/e/evansma01.html","/players/h/howardw01.html","/players/l/lewisra02.html","/players/t/turkohe01.html"
"36","33","C. Arroyo†|†K. Bogans†|†D. Howard†|†R. Lewis†|†H. T¸rkoglu","ORL","2007-08","33","209.0","401","390","90.8","39.5","75.3",".524","11.9","26.2",".456",".604","26.9","37.0",".727","117.8","21.1","6.7","3.9","11.0","16.5","+1.8","-7.8","+.071","+3.9","+8.5","+.002","+.102","+11.0","+18.4","-.125","+18.6","Carlos Arroyo","Keith Bogans","Dwight Howard","Rashard Lewis","Hedo T√ºrkoƒülu","/players/a/arroyca01.html","/players/b/boganke01.html","/players/h/howardw01.html","/players/l/lewisra02.html","/players/t/turkohe01.html"
"37","34","A. Biedrinö†|†B. Davis†|†M. Ellis†|†S. Jackson†|†M. PiÈtrus","GSW","2007-08","27","208.6","428","425","98.1","44.2","87.0",".508","8.1","24.4",".330",".554","19.6","25.1",".780","116.0","23.9","12.0","4.8","12.0","21.6","+9.7","+8.7","+.067","+2.1","+6.4","-.003","+.075","-2.5","-3.2","-.001","+18.9","Andris Biedri≈Ü≈°","Baron Davis","Monta Ellis","Stephen Jackson","Micka√´l Pi√©trus","/players/b/biedran01.html","/players/d/davisba01.html","/players/e/ellismo01.html","/players/j/jacksst02.html","/players/p/pietrmi01.html"
"38","35","A. Bargnani†|†J. CalderÛn†|†J. Moon†|†R. Nesterovic†|†A. Parker","TOR","2007-08","21","208.4","402","404","92.8","43.3","90.5",".478","6.9","15.7",".441",".517","9.7","11.1",".875","103.2","28.1","8.8","5.5","9.4","15.2","+4.6","+9.9","-.002","+0.2","-1.6","+.055","-0.005","-2.3","-3.2","+.036","+7.1","Andrea Bargnani","Jos√© Calder√≥n","Jamario Moon","Rasho Nesteroviƒá","Anthony Parker","/players/b/bargnan01.html","/players/c/caldejo01.html","/players/m/moonja01.html","/players/n/nestera01.html","/players/p/parkean01.html"
"39","36","E. Dampier†|†J. Howard†|†J. Kidd†|†D. Nowitzki†|†J. Terry","DAL","2007-08","19","198.4","382","381","92.3","37.7","83.5",".452","4.6","14.8",".311",".480","17.9","21.5",".831","98.0","22.0","7.0","5.1","13.3","20.3","+4.1","+1.9","+.040","+1.2","+3.1","+.020","+.046","-1.7","-5.3","+.102","+7.7","Erick Dampier","Josh Howard","Jason Kidd","Dirk Nowitzki","Jason Terry","/players/d/dampier01.html","/players/h/howarjo01.html","/players/k/kiddja01.html","/players/n/nowitdi01.html","/players/t/terryja01.html"
"40","37","L. Deng†|†B. Gordon†|†K. Hinrich†|†J. Smith†|†B. Wallace","CHI","2007-08","20","194.3","362","359","89.1","40.8","89.9",".453","4.9","9.9",".500",".481","10.9","12.8",".846","97.3","25.9","5.9","4.4","11.9","16.1","+2.5","+10.9","-.031","-1.2","-5.7","+.103","-0.043","-2.2","-4.0","+.067","+1.5","Luol Deng","Ben Gordon","Kirk Hinrich","Joe Smith","Ben Wallace","/players/d/denglu01.html","/players/g/gordobe01.html","/players/h/hinriki01.html","/players/s/smithjo02.html","/players/w/wallabe01.html"
"41","38","T. Chandler†|†J. Pargo†|†C. Paul†|†P. Stojakovic†|†D. West","NOH","2007-08","37","193.3","365","356","89.5","41.0","86.9",".471","9.7","22.3",".433",".527","15.6","19.9",".788","107.3","23.3","8.7","4.0","9.7","18.4","+6.5","+8.4","+.032","+2.0","-4.0","+.141","+.038","+1.5","+1.2","+.028","+16.4","Tyson Chandler","Jannero Pargo","Chris Paul","Peja Stojakoviƒá","David West","/players/c/chandty01.html","/players/p/pargoja01.html","/players/p/paulch01.html","/players/s/stojape01.html","/players/w/westda01.html"
"42","39","C. Billups†|†R. Hamilton†|†J. Maxiell†|†A. McDyess†|†T. Prince","DET","2007-08","42","190.5","347","330","85.3","37.5","81.6",".460","6.8","15.9",".429",".502","18.6","23.7",".787","100.5","24.9","6.6","5.3","12.1","18.6","+3.8","+8.1","+.001","+2.3","+2.8","+.082","+.012","+2.5","+0.8","+.084","+12.3","Chauncey Billups","Richard Hamilton","Jason Maxiell","Antonio McDyess","Tayshaun Prince","/players/b/billuch01.html","/players/h/hamilri01.html","/players/m/maxieja01.html","/players/m/mcdyean01.html","/players/p/princta01.html"
"43","40","M. Carroll†|†J. Dudley†|†R. Felton†|†E. Okafor†|†J. Richardson","CHA","2007-08","25","189.9","370","361","92.4","34.4","75.3",".456","7.1","18.4",".384",".503","34.1","45.5",".750","109.9","19.5","7.3","5.6","12.4","19.0","-2.5","-9.6","+.022","+0.5","-4.0","+.091","+.030","+19.2","+24.0","+.056","+14.7","Matt Carroll","Jared Dudley","Raymond Felton","Emeka Okafor","Jason Richardson","/players/c/carroma01.html","/players/d/dudleja01.html","/players/f/feltora01.html","/players/o/okafoem01.html","/players/r/richaja01.html"
"46","41","M. Bibby†|†J. Childress†|†A. Horford†|†J. Johnson†|†J. Smith","ATL","2007-08","27","189.0","363","354","91.1","36.1","80.8",".447","9.4","22.6",".416",".505","22.6","27.4",".824","104.1","21.3","6.6","5.8","15.5","19.3","-1.3","-2.5","-.002","+2.5","+3.8","+.051","+.015","+5.8","+5.8","+.048","+5.8","Mike Bibby","Josh Childress","Al Horford","Joe Johnson","Josh Smith","/players/b/bibbymi01.html","/players/c/childjo01.html","/players/h/horfoal01.html","/players/j/johnsjo02.html","/players/s/smithjo03.html"
"47","42","C. Boozer†|†A. Kirilenko†|†K. Korver†|†M. Okur†|†D. Williams","UTA","2007-08","34","181.9","357","356","94.1","35.6","71.0",".502","6.6","21.9",".301",".548","33.8","40.4",".837","111.6","26.1","6.3","4.5","14.3","25.3","+1.3","-9.8","+.077","-0.5","-0.8","-.013","+.079","+6.1","+3.4","+.087","+8.2","Carlos Boozer","Andrei Kirilenko","Kyle Korver","Mehmet Okur","Deron Williams","/players/b/boozeca01.html","/players/k/kirilan01.html","/players/k/korveky01.html","/players/o/okurme01.html","/players/w/willide01.html"
"48","43","D. Gibson†|†D. Gooden†|†L. Hughes†|†Z. Ilgauskas†|†L. James","CLE","2007-08","23","180.8","344","336","90.3","37.4","79.9",".468","6.1","14.3",".426",".507","15.4","21.8",".707","96.4","19.4","5.0","4.2","16.5","21.2","+1.6","+1.6","+.011","-0.5","-6.4","+.105","+.007","-1.6","-1.1","-.037","+1.1","Daniel Gibson","Drew Gooden","Larry Hughes","Zydrunas Ilgauskas","LeBron James","/players/g/gibsoda01.html","/players/g/goodedr01.html","/players/h/hughela01.html","/players/i/ilgauzy01.html","/players/j/jamesle01.html"
"49","44","M. World Peace†|†M. Bibby†|†K. Martin†|†B. Miller†|†M. Moore","SAC","2007-08","13","180.8","371","370","98.4","42.2","85.5",".494","9.0","19.6",".459",".547","22.3","28.7",".778","115.7","27.3","9.0","1.9","14.3","22.8","+4.2","+5.6","+.019","+1.6","+0.5","+.071","+.025","+1.9","-2.4","+.120","+11.9","Metta World Peace","Mike Bibby","Kevin Martin","Brad Miller","Mikki Moore","/players/a/artesro01.html","/players/b/bibbymi01.html","/players/m/martike02.html","/players/m/millebr01.html","/players/m/mooremi01.html"
"50","45","R. Alston†|†S. Battier†|†C. Hayes†|†L. Head†|†Y. Ming","HOU","2007-08","14","173.3","336","340","93.6","39.1","80.1",".488","6.6","21.3",".312",".529","13.6","17.2",".790","98.3","21.1","10.0","7.2","16.9","18.3","+3.9","-1.1","+.054","+3.3","+13.3","-.102","+.075","-1.9","-6.4","+.131","+9.1","Rafer Alston","Shane Battier","Chuck Hayes","Luther Head","Yao Ming","/players/a/alstora01.html","/players/b/battish01.html","/players/h/hayesch01.html","/players/h/headlu01.html","/players/m/mingya01.html"
"51","46","C. Butler†|†B. Haywood†|†A. Jamison†|†R. Mason†|†D. Stevenson","WAS","2007-08","19","171.5","319","313","88.4","40.0","84.5",".474","9.8","24.6",".398",".531","12.9","17.3",".742","102.7","21.5","7.3","4.8","11.5","16.8","+3.1","+2.8","+.021","+0.8","+4.2","-.041","+.025","-0.8","-2.0","+.032","+6.2","Caron Butler","Brendan Haywood","Antawn Jamison","Roger Mason","DeShawn Stevenson","/players/b/butleca01.html","/players/h/haywobr01.html","/players/j/jamisan01.html","/players/m/masonro01.html","/players/s/stevede01.html"
