"","ranker","lineup","team_id","season","g","mp","poss","opp_poss","pace","fg","fga","fg_pct","fg3","fg3a","fg3_pct","efg_pct","ft","fta","ft_pct","pts","ast","stl","blk","tov","pf","diff_fg","diff_fga","diff_fg_pct","diff_fg3","diff_fg3a","diff_fg3_pct","diff_efg_pct","diff_ft","diff_fta","diff_ft_pct","diff_pts","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5"
"2","1","D. Collison†|†P. George†|†D. Granger†|†R. Hibbert†|†D. West","IND","2011-12","55","1000.1","1915","1900","91.6","38.4","81.8",".469","6.0","14.9",".403",".506","17.9","22.1",".809","100.6","20.4","7.9","7.1","14.4","19.4","+3.6","+0.8","+.039","-0.5","-3.3","+.046","+.036","+2.4","+0.7","+.083","+9.0","Darren Collison","Paul George","Danny Granger","Roy Hibbert","David West","/players/c/collida01.html","/players/g/georgpa01.html","/players/g/grangda01.html","/players/h/hibbero01.html","/players/w/westda01.html"
"3","2","J. Dudley†|†C. Frye†|†M. Gortat†|†G. Hill†|†S. Nash","PHO","2011-12","45","746.3","1444","1429","92.4","42.4","82.6",".513","6.9","18.7",".369",".555","14.7","19.9",".739","106.4","27.5","5.8","6.3","13.5","14.4","+4.4","-4.6","+.078","+2.1","+4.3","+.033","+.092","+2.4","+3.7","-.016","+13.4","Jared Dudley","Channing Frye","Marcin Gortat","Grant Hill","Steve Nash","/players/d/dudleja01.html","/players/f/fryech01.html","/players/g/gortama01.html","/players/h/hillgr01.html","/players/n/nashst01.html"
"4","3","K. Durant†|†S. Ibaka†|†K. Perkins†|†T. Sefolosha†|†R. Westbrook","OKC","2011-12","42","664.0","1298","1302","94.0","37.6","78.7",".478","4.7","11.9",".394",".507","16.7","20.4",".819","96.6","17.2","7.7","11.3","18.1","17.6","+1.9","-9.4","+.072","-1.0","-4.5","+.046","+.070","+3.1","+2.6","+.055","+5.9","Kevin Durant","Serge Ibaka","Kendrick Perkins","Thabo Sefolosha","Russell Westbrook","/players/d/duranke01.html","/players/i/ibakase01.html","/players/p/perkike01.html","/players/s/sefolth01.html","/players/w/westbru01.html"
"5","4","C. Butler†|†R. Foye†|†B. Griffin†|†D. Jordan†|†C. Paul","LAC","2011-12","44","647.3","1181","1181","87.6","39.2","81.9",".478","7.3","18.9",".388",".523","12.2","17.5",".695","97.8","24.5","7.1","5.0","12.7","17.0","+3.3","+1.4","+.032","+0.3","-0.8","+.031","+.033","-0.6","-0.7","-.007","+6.2","Caron Butler","Randy Foye","Blake Griffin","DeAndre Jordan","Chris Paul","/players/b/butleca01.html","/players/f/foyera01.html","/players/g/griffbl01.html","/players/j/jordade01.html","/players/p/paulch01.html"
"6","5","J. Anthony†|†C. Bosh†|†M. Chalmers†|†L. James†|†D. Wade","MIA","2011-12","39","533.6","1047","1047","94.2","40.0","79.2",".506","4.3","10.6",".407",".533","18.6","22.8",".818","103.0","24.0","11.0","6.9","15.7","15.8","+3.2","-6.2","+.075","-3.1","-7.9","+.004","+.058","+6.4","+6.1","+.083","+9.7","Joel Anthony","Chris Bosh","Mario Chalmers","LeBron James","Dwyane Wade","/players/a/anthojo01.html","/players/b/boshch01.html","/players/c/chalmma01.html","/players/j/jamesle01.html","/players/w/wadedw01.html"
"7","6","R. Anderson†|†D. Howard†|†J. Nelson†|†J. Richardson†|†H. T¸rkoglu","ORL","2011-12","34","530.4","991","982","89.3","38.1","82.4",".463","12.4","32.0",".387",".538","10.0","16.7",".598","98.6","23.2","7.9","4.9","14.3","16.9","+2.6","+3.1","+.015","+6.3","+15.0","+.031","+.052","-5.8","-3.3","-.193","+5.8","Ryan Anderson","Dwight Howard","Jameer Nelson","Jason Richardson","Hedo T√ºrkoƒülu","/players/a/anderry01.html","/players/h/howardw01.html","/players/n/nelsoja01.html","/players/r/richaja01.html","/players/t/turkohe01.html"
"8","7","M. World Peace†|†K. Bryant†|†A. Bynum†|†D. Fisher†|†P. Gasol","LAL","2011-12","30","492.4","934","925","90.6","36.0","78.7",".457","4.4","14.0",".313",".485","18.3","24.5",".749","94.7","22.3","5.7","5.6","16.8","13.7","-0.6","-9.2","+.041","-1.0","-4.1","+.017","+.038","+8.7","+11.2","+.021","+6.5","Metta World Peace","Kobe Bryant","Andrew Bynum","Derek Fisher","Pau Gasol","/players/a/artesro01.html","/players/b/bryanko01.html","/players/b/bynuman01.html","/players/f/fishede01.html","/players/g/gasolpa01.html"
"9","8","S. Dalembert†|†K. Lowry†|†K. Martin†|†C. Parsons†|†L. Scola","HOU","2011-12","30","455.1","888","878","93.1","36.7","82.3",".446","6.8","18.2",".370",".487","15.3","18.7",".819","95.5","21.3","7.8","5.4","17.4","19.4","+0.1","+1.3","-.006","+1.6","+2.5","+.041","+.003","+0.7","+0.3","+.026","+2.5","Samuel Dalembert","Kyle Lowry","Kevin Martin","Chandler Parsons","Luis Scola","/players/d/dalemsa01.html","/players/l/lowryky01.html","/players/m/martike02.html","/players/p/parsoch01.html","/players/s/scolalu01.html"
"10","9","K. Durant†|†J. Harden†|†S. Ibaka†|†K. Perkins†|†R. Westbrook","OKC","2011-12","56","408.5","789","776","91.9","38.4","80.3",".479","5.4","16.1",".336",".512","23.5","30.5",".769","105.7","18.2","6.0","9.4","16.3","18.2","+0.9","-5.3","+.041","-2.5","-4.5","-.047","+.028","+7.4","+11.0","-.056","+6.8","Kevin Durant","James Harden","Serge Ibaka","Kendrick Perkins","Russell Westbrook","/players/d/duranke01.html","/players/h/hardeja01.html","/players/i/ibakase01.html","/players/p/perkike01.html","/players/w/westbru01.html"
"11","10","L. Aldridge†|†M. Camby†|†R. Felton†|†W. Matthews†|†G. Wallace","POR","2011-12","29","404.4","768","770","91.3","38.8","81.8",".475","4.7","14.4",".331",".504","15.0","18.6",".803","97.3","22.8","9.5","5.3","15.0","16.9","+3.4","+2.6","+.028","-0.8","-3.2","+.013","+.022","+2.5","+2.1","+.047","+8.5","LaMarcus Aldridge","Marcus Camby","Raymond Felton","Wesley Matthews","Gerald Wallace","/players/a/aldrila01.html","/players/c/cambyma01.html","/players/f/feltora01.html","/players/m/matthwe02.html","/players/w/wallage01.html"
