"","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","year"
"1",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009
"2",-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,1,-1,2009
"3",0,0,0,1,1,1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,2009
"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
"5",0,-1,1,0,0,-1,0,0,1,0,0,-1,1,1,1,-1,0,1,0,1,-1,2009
"6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2009
"7",-1,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,-1,2009
"8",1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,-1,1,2009
"9",1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,2009
