"","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","year"
"1",1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2005
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,0,0,0,0,2005
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
"4",1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,-1,1,2005
"5",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
"6",0,-1,1,0,-1,-1,0,0,1,0,1,-1,1,1,1,-1,-1,1,0,1,0,2005
"7",0,1,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,1,0,1,1,0,2005
"8",-1,-1,0,0,0,-1,0,0,0,-1,0,-1,1,0,0,-1,0,1,0,1,-1,2005
"9",-1,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,0,-1,2005
